UNRELATED_PARTY_REVENUES,RELATED_PARTY_REVENUES,TOTAL_REVENUES,COUNTRY_CODE,COUNTRY_NAME,CONS_2016,SHARE_OF_UNRELATED_PARTY_REVENUES,SHARE_OF_RELATED_PARTY_REVENUES,SHARE_OF_TOTAL_REVENUES,SHARE_OF_CONS_2016
321027955.8922615,41830948.21054698,433356726.0444458,ABW,Aruba,2327.9497206704,0.008293129952441964,0.0024646499954458843,0.0075741886494038735,0.005819376222897084
1126624226.9197803,1027230516.7263274,5220392947.551222,AGO,Angola,70692.1076939498,0.029104135480807904,0.06052369828262879,0.09124178449860999,0.1767151442352379
19937556.5306262,10514509.955482945,26455978.941297345,ALB,Albania,10939.7727699116,0.0005150478150199838,0.0006195075182962936,0.00046239636623406343,0.02734709129490437
38774722375.370186,18291708761.57993,56601640980.67222,ARE,United Arab Emirates,173959.2056623554,1.0016691868315746,1.0777345923169528,0.9892808415980862,0.43486079454243726
30841901556.38242,4159158316.1602807,35926237389.49286,ARG,Argentina,464850.7633813206,0.7967402616902968,0.2450546775413176,0.6279171017721267,1.1620274508496655
3021648.255192433,6114149.2798966365,23846391.469139222,ARM,Armenia,9465.9816118999,7.80583783777705e-05,0.00036024136768320357,0.00041678611808662977,0.023662928726316163
113378058420.32977,29177249788.065834,142546382771.6632,AUS,Australia,987167.8585509878,2.9289005987718624,1.7191029998968215,2.491419030823992,2.467708435904491
19349103130.752987,14007356056.07671,30171611302.031403,AUT,Austria,284465.1076590921,0.4998462712711191,0.8253035495646232,0.527338015366661,0.7111019061350076
1170588700.635061,46840544.107567124,955019418.6311495,AZE,Azerbaijan,27090.2522967973,0.030239871752741503,0.002759811856052796,0.016691784864127063,0.06771983462033963
66415201934.613754,76867597610.78198,139961375863.734,BEL,Belgium,354680.9079498587,1.715706966798476,4.528984692094136,2.4462384006319042,0.8866263837711077
1960019745.0923824,2020363611.6575615,3425755473.880612,BGD,Bangladesh,165285.9150151391,0.05063328023948934,0.11903840049734621,0.05987519442178571,0.41317942362685267
1308327288.7861805,505456418.16693777,1732647809.9620714,BGR,Bulgaria,41078.7830226474,0.03379807903667809,0.029781136025483046,0.030283137625244202,0.10268816850507433
658602662.3608531,181913887.87384346,1054066273.8963975,BHR,Bahrain,20063.2937047872,0.017013712873703263,0.010718238101204846,0.018422921181674948,0.05015394160017175
1487271073.4447892,2511998376.9623156,11876491340.098593,BHS,Bahamas,9034.488083,0.03842074205750756,0.14800517447460662,0.20757676181468163,0.022584287224690042
79368154.85187098,27105599.812342957,95834115.65807174,BIH,Bosnia and Herzegovina,16757.0700899745,0.00205032119536967,0.0015970428429639338,0.0016749842045109483,0.04188908994947497
163424076.7695516,374465770.8367064,455773817.6886447,BLR,Belarus,33484.223711792,0.0042217416929963185,0.02206325937776919,0.007965993531801668,0.0837033951293649
12355441811.929718,7173238590.992857,32055752478.7766,BMU,Bermuda,4205.443,0.3191786967006574,0.4226421636831361,0.5602689469920635,0.010512707720294435
652744586.0379171,230018955.02640733,959207195.0451616,BOL,Bolivia (Plurinational State of),29314.0955137482,0.01686238091857056,0.013552554764115134,0.016764978625005714,0.07327896685814766
136566145670.49564,28853510846.262764,162071726456.38226,BRA,Brazil,1519709.163667677,3.5279195234001137,1.7000285295447626,2.832682077234724,3.7989477582959474
155840995.52143377,1423550035.6000543,877928789.7392159,BRB,Barbados,4414.07,0.004025847606277988,0.08387456509709332,0.01534439844726364,0.011034230583298844
154023369.0012749,1085758.8005861598,124636549.64237463,BRN,Brunei Darussalam,5400.7112882716,0.003978892776768557,6.397214352997369e-05,0.002178391802566175,0.01350062270616773
326598438.28725815,94326283.66749531,373682234.3283334,BWA,Botswana,10251.7865990858,0.008437032480404361,0.005557638173568898,0.00653120066594572,0.025627273066599714
388023695214.03284,81891495691.78369,480608725186.9528,CAN,Canada,1215447.745624133,10.02383396826867,4.824989227304253,8.400056886949383,3.0383593117389265
