AFFILIATE_COUNTRY_NAME,UNRELATED_PARTY_REVENUES,RELATED_PARTY_REVENUES,TOTAL_REVENUES,CODE,CONTINENT_NAME,CONTINENT_CODE,COUNTRY_CODE,CONS_2017,SHARE_OF_UNRELATED_PARTY_REVENUES,SHARE_OF_RELATED_PARTY_REVENUES,SHARE_OF_TOTAL_REVENUES,SHARE_OF_CONS_2017
Panama,5428014492,4102105136,9530119628,PAN,America,AMR,PAN,38621.340792,0.13676012692290238,0.14553639640152782,0.14040454277581518,0.09078046108364866
Paraguay,728033646,1444774398,2172808044,PRY,America,AMR,PRY,28858.1107152324,0.018342982314775918,0.05125837893641611,0.03201136311669322,0.06783173610778508
Peru,9424047880,3884850465,13308898345,PER,America,AMR,PER,163239.9566802851,0.23744114649948675,0.13782853400637454,0.19607621519140161,0.3836997429612986
Puerto Rico,15786577931,82695536299,98482114230,PRI,America,AMR,PRI,71511.3,0.3977466170556144,2.933910748856096,1.4509089874835674,0.1680891614212378
St. Kitts and Nevis,148724590,40071403,188795993,KNA,America,AMR,KNA,861.0125796296,0.003747151713565583,0.0014216718972395862,0.0027814776844132818,0.0020238323521328265
St. Lucia Island,123520229,-1852729,121667500,LCA,America,AMR,LCA,1589.95493,0.003112121793426112,-6.573198229422617e-05,0.0017924926837210623,0.0037372302123057873
Trinidad and Tobago,1399747662,805342050,2205089712,TTO,America,AMR,TTO,18253.5316663041,0.035266978044603915,0.028572300304791368,0.03248695975267499,0.04290539859805465
Uruguay,4362745634,1286527163,5649272797,URY,America,AMR,URY,50540.3993048988,0.10992042256289876,0.045644009835953896,0.0832291298577428,0.11879651659325097
Venezuela,1285754485,56432458,1342186943,VEN,America,AMR,VEN,243003.6846309879,0.03239489261118409,0.0020021370260171144,0.019774058606558356,0.5711864498602834
Armenia,22039071,47394937,69434008,ARM,Asia-Pacific,APAC,ARM,10645.4403982933,0.0005552796794601588,0.0016814996471259235,0.0010229514976590275,0.025022383168938175
Australia,122933246256,20298018979,143231265235,AUS,Asia-Pacific,APAC,AUS,1063863.887697721,3.0973326224153666,0.7201425703033173,2.1101855056925514,2.500639601705574
Azerbaijan,1396609439,12662441,1409271880,AZE,Asia-Pacific,APAC,AZE,28168.4715037016,0.03518790976348106,0.00044924397880838677,0.02076240190908687,0.06621072129265215
Bahrain,1143732822,652247342,1795980164,BHR,Asia-Pacific,APAC,BHR,20832.0725292553,0.02881662275094186,0.0231407349568124,0.02645966510430603,0.04896632563117896
Bangladesh,1294422370,32249428,1326671798,BGD,Asia-Pacific,APAC,BGD,183416.3463266789,0.03261328205257196,0.001144160225426882,0.019545478386702012,0.4311248690066995
Brunei,138383588,6480412,144864000,BRN,Asia-Pacific,APAC,BRN,5694.51850059,0.0034866076881002236,0.00022991507492098998,0.002134240122749033,0.013385113114457402
Burma,322810710,15674642,338485352,MMR,Asia-Pacific,APAC,MMR,50622.816867031,0.00813329325791937,0.0005561122486949434,0.004986808449312664,0.11899024120607699
Cambodia,370681906,42224563,412906469,KHM,Asia-Pacific,APAC,KHM,17412.4234869065,0.009339419522055204,0.0014980627104651774,0.006083233605881584,0.04092835205380939
China,239489983672,153748622929,393238606601,CHN,Asia-Pacific,APAC,CHN,6754483.54273015,6.034007575333227,5.454765246363976,5.793472581329916,15.876588378774576
Fiji,233713900,165866828,399580728,FJI,Asia-Pacific,APAC,FJI,4288.7928379812,0.005888477761943034,0.005884700569427832,0.005886909252642948,0.010080918563159536
Georgia,261042098,12779491,273821589,GEO,Asia-Pacific,APAC,GEO,13594.2592438858,0.0065770182646558645,0.0004533967332196035,0.004034135614912575,0.031953658183359476
Hong Kong,112571697184,53508670020,166080367205,HKG,Asia-Pacific,APAC,HKG,262482.9179097296,2.8362709085431774,1.8984055144288403,2.4468148283203814,0.6169728918205382
India,58121747974,43663178161,101784926136,IND,Asia-Pacific,APAC,IND,1823707.896953406,1.464391379503558,1.5491025691228966,1.4995683762045635,4.286672610848736
Indonesia,21632114312,8007290864,29639405176,IDN,Asia-Pacific,APAC,IDN,674331.6851519806,0.5450263081058577,0.2840863943389276,0.4366689290716435,1.5850340782081516
Iraq,1307840854,548194566,1856035420,IRQ,Asia-Pacific,APAC,IRQ,135440.8279771259,0.0329513639750977,0.019449102111589445,0.027344442115414137,0.3183571714802167
Israel,7607184335,14817022926,22424207262,ISR,Asia-Pacific,APAC,ISR,273482.0098864331,0.19166483374608403,0.5256852397868093,0.3303694697053832,0.642826542177323
Japan,209087886887,26925487100,236013373987,JPN,Asia-Pacific,APAC,JPN,3650076.538704889,5.268019455521302,0.9552749707704771,3.4771179331540503,8.579599371207614
Jordan,671540539,359257282,1030797821,JOR,Asia-Pacific,APAC,JOR,40219.7183098592,0.016919624935208127,0.0127458971600789,0.015186451209551552,0.09453748880670099
Kazakhstan,2084234801,684187971,2768422772,KAZ,Asia-Pacific,APAC,KAZ,105294.3638422773,0.05251279567178616,0.024273939467506868,0.04078638555289443,0.24749712731597795
Korea,54724513679,18723865890,73448379569,KOR,Asia-Pacific,APAC,KOR,1022480.560200378,1.378797246684681,0.6642940339148063,1.0820940925769007,2.40336701938853
Kuwait,1185952883,394609994,1580562877,KWT,Asia-Pacific,APAC,KWT,81725.6494160716,0.029880367313444893,0.014000157140484495,0.023285983464636107,0.19209825407947484
Lebanon,249397010,71108810,320505820,LBN,Asia-Pacific,APAC,LBN,55011.5883420497,0.006283617479662461,0.0025228314771796054,0.004721921116485666,0.1293061621431225
Macau,17053084906,10833123400,27886208306,MAC,Asia-Pacific,APAC,MAC,17306.8754912939,0.4296565640362316,0.3843425970662559,0.4108395780732449,0.04068025875845307
Malaysia,22418853095,25953350068,48372203163,MYS,Asia-Pacific,APAC,MYS,215667.797185292,0.564848380426561,0.9207850404163964,0.7126539155086308,0.5069327389439336
New Zealand,11599602483,1543098289,13142700773,NZL,Asia-Pacific,APAC,NZL,155698.2396722111,0.29225476648382787,0.05474675973161683,0.19362767361816138,0.3659727419479839
Oman,1299424027,1218820118,2518244145,OMN,Asia-Pacific,APAC,OMN,49177.3990143043,0.032739300000230905,0.04324186776167624,0.03710057497471307,0.11559274913464049
Pakistan,2807558873,154017007,2961575880,PAK,Asia-Pacific,APAC,PAK,282088.1090667495,0.07073711914013821,0.005464287101423743,0.0436320553737421,0.6630554010335793
Papua-New Guinea,1576451194,245012757,1821463951,PNG,Asia-Pacific,APAC,PNG,16989.3561926477,0.03971906591202981,0.008692676697446599,0.026835110492359586,0.03993392142932468
Philippines,10887880419,13494503164,24382383583,PHL,Asia-Pacific,APAC,PHL,274297.8869333612,0.2743227583895374,0.47876426776146275,0.3592187246734588,0.6447442822916963
Qatar,3088752724,868877975,3957630699,QAT,Asia-Pacific,APAC,QAT,69440.7796038462,0.07782186565461006,0.030826457441181676,0.05830664781332216,0.16322234964330815
Saudi Arabia,11151141566,1817492387,12968633952,SAU,Asia-Pacific,APAC,SAU,451899.2605509334,0.28095568612594124,0.0644818413282109,0.19106319663687155,1.0622009074493661
Singapore,207317249415,323111530178,530428779592,SGP,Asia-Pacific,APAC,SGP,155786.0854137625,5.223407819763501,11.463501343542754,7.814656392658286,0.36617922563702054
Sri Lanka,291657602,134369850,426027452,LKA,Asia-Pacific,APAC,LKA,66120.9846719489,0.007348383230431019,0.0047672361155235475,0.006276541317725162,0.1554190857368613
Taiwan,32748689360,15157828871,47906518231,TWN,Asia-Pacific,APAC,TWN,388018.7348244907,0.8251110825207248,0.5377765118198519,0.705793111813896,0.9120480784488365
Thailand,33139416701,23869527022,57008943723,THA,Asia-Pacific,APAC,THA,297678.0861604056,0.8349555515850879,0.8468541959356479,0.8398965584905032,0.6997000456736425
United Arab Emirates,23383813198,11860816977,35244630175,ARE,Asia-Pacific,APAC,ARE,194803.4791281144,0.5891607816473604,0.42080358839701926,0.519249115245584,0.4578906193648326
Vietnam,6597447338,2745655075,9343102413,VNM,Asia-Pacific,APAC,VNM,166809.9929876592,0.16622426794214323,0.09741162942662,0.1376492713219151,0.39209120569725614
Albania,64338812,4078031,68416843,ALB,Europe,EUR,ALB,11861.8108936773,0.0016210317986727946,0.0001446822829929825,0.0010079658949250423,0.027881493499006742
Austria,13379924216,4038439527,17418363743,AUT,Europe,EUR,AUT,300421.3343858593,0.3371103995200931,0.14327763827579054,0.2566198004538576,0.7061481216250909
Belarus,122986104,367096148,490082252,BLR,Europe,EUR,BLR,38367.3499769278,0.0030986643859522833,0.01302400809865589,0.007220242473392993,0.09018344909933033
Belgium,64401108252,96852552488,161253660741,BEL,Europe,EUR,BEL,374582.8476014124,1.6226013676824014,3.4361799622566642,2.3757043343660453,0.8804666777991832
Bosnia-Herzegovina,116272161,25552232,141824393,BIH,Europe,EUR,BIH,17488.4189956358,0.0029295049818669756,0.0009065539867956725,0.0020894584570709572,0.04110698146390385
Bulgaria,1834054305,1019257253,2853311558,BGR,Europe,EUR,BGR,44922.4844541548,0.0462094380744508,0.03616168349902096,0.042037027900562976,0.10559146234032206
Croatia,793401255,331690007,1125091262,HRV,Europe,EUR,HRV,43670.5133328432,0.019989934900599384,0.01176785253930594,0.016575649665305007,0.10264867181763719
Cyprus,693032211,735983720,1429015931,CYP,Europe,EUR,CYP,18244.4639681177,0.01746111276558096,0.026111573172265732,0.021053285398634332,0.042884084738788034
Czech Republic,10931397846,7274061328,18205459175,CZE,Europe,EUR,CZE,144528.4832237735,0.2754191903995568,0.25807253538926167,0.2682158536582899,0.33971794033345115
Denmark,11888159375,6523198465,18411357840,DNK,Europe,EUR,DNK,235047.3064698575,0.2995250265821678,0.23143307305229385,0.27124930014646825,0.5524847770749383
Estonia,301391149,327647004,629038153,EST,Europe,EUR,EST,18707.2536775953,0.007593622281485865,0.011624412996009805,0.009267440253427664,0.04397188392829331
Finland,7138230073,3935884821,11074114894,FIN,Europe,EUR,FIN,194157.1741188239,0.17984941864601764,0.139639154655692,0.16315178602487476,0.4563714627135902
France,146511170317,58099744181,204610914497,FRA,Europe,EUR,FRA,2014573.998174121,3.691384073809486,2.061289781616503,3.014474426164328,4.735308321539648
Germany,217467354941,120876175526,338343530467,DEU,Europe,EUR,DEU,2655523.466630593,5.4791421627838615,4.288501248411833,4.984719032991159,6.241876635445793
Greece,4336043074,908969493,5245012567,GRC,Europe,EUR,GRC,178836.9666943203,0.10924764515964226,0.032248842987759,0.07727327883265891,0.4203609186627307
Hungary,11810090599,7339752808,19149843407,HUN,Europe,EUR,HUN,100612.0855095349,0.2975580650476672,0.2604031683098029,0.2821291980311219,0.2364913109136541
Iceland,854442011,141026594,995468605,ISL,Europe,EUR,ISL,18242.8047609981,0.02152787138738169,0.005003407179259904,0.014665955915396572,0.04288018472951177
Ireland,244971306069,275187174064,520158480133,IRL,Europe,EUR,IRL,147411.4861645103,6.172110807707402,9.763218718535189,7.663346990888035,0.34649451336013937
Italy,84388203038,24275841439,108664044477,ITA,Europe,EUR,ITA,1551440.413746356,2.126181014306794,0.8612696080461795,1.6009164707794818,3.646700845064251
Latvia,218136307,180771138,398907445,LVA,Europe,EUR,LVA,23966.1500090259,0.005495996570344676,0.006413482620676374,0.005876989965638828,0.056333055859881645
Lithuania,486104494,738351395,1224455889,LTU,Europe,EUR,LTU,37491.519980353,0.012247519308434675,0.02619557464856285,0.018039560462503705,0.08812478802518088
Luxembourg,39000473752,85297919923,124298393675,LUX,Europe,EUR,LUX,32467.9068662706,0.9826262896382929,3.0262393270213606,1.8312528921915705,0.0763166553852926
Macedonia,47057429,180447122,227504551,MKD,Europe,EUR,MKD,9223.4892565705,0.0011856232094056588,0.006401987030131266,0.003351759863404322,0.021680050209054114
Malta,2155081871,-861436214,1293645657,MLT,Europe,EUR,MLT,8075.2999537647,0.05429780459163998,-0.030562435178729988,0.019058913641687606,0.018981201536725927
Monaco,154545303,142335492,296880795,MCO,Europe,EUR,MCO,4992.4961262838,0.0038938059735781575,0.00504984487206924,0.0043738603404754155,0.011734991354734456
Netherlands,121488886439,217682682180,339171568619,NLD,Europe,EUR,NLD,572468.1955388244,3.0609416304262353,7.723047575125895,4.996918283648089,1.3456013095615684
Norway,20365280773,9410777562,29776058335,NOR,Europe,EUR,NOR,273553.9391497077,0.5131081332669412,0.3338799490266979,0.4386822012085319,0.6429956137722385
Poland,26255163925,18280813324,44535977248,POL,Europe,EUR,POL,401833.8331275361,0.6615051518481848,0.6485752086447731,0.6561358898588998,0.9445208245562472
Portugal,7841585852,2766100657,10607686509,PRT,Europe,EUR,PRT,180990.7931020744,0.19757063618325277,0.09813700730650374,0.15628002924847734,0.425423543376955
Romania,6353297287,5399171684,11752468971,ROU,Europe,EUR,ROU,167330.1158340855,0.1600728488528603,0.19155432744679624,0.17314578376457396,0.39331376790898803
Russia,43812426544,10941260921,54753687465,RUS,Asia-Pacific,APAC,RUS,1119068.988999701,1.1038645942800436,0.3881791503968906,0.8066705092794884,2.630400621069288
Serbia,762977769,624826484,1387804253,SRB,Europe,EUR,SRB,44978.7257851229,0.019223407874385774,0.02216788498655313,0.02044612546439661,0.10572365904433446
Slovakia,6280075636,2168049749,8448125385,SVK,Europe,EUR,SVK,71575.7995269037,0.15822801179521737,0.07691907867490037,0.12446382923764097,0.16824076922852574
Slovenia,1019126415,314009112,1333135527,SVN,Europe,EUR,SVN,34494.9886944306,0.025677134442308427,0.01114056151234729,0.01964070666822383,0.08108136368492697
Spain,56482628655,28455801497,84938430152,ESP,Europe,EUR,ESP,1010425.253395296,1.4230933751525001,1.0095681776281467,1.2513737408446175,2.3750307087419333
Sweden,20655531414,15246951757,35902483171,SWE,Europe,EUR,SWE,388130.0754203802,0.5204210677775466,0.5409384550746734,0.5289410763879924,0.9123097874010611
Switzerland,180584290524,257118836450,437703126974,CHE,Europe,EUR,CHE,450778.9768370809,4.54986450915771,9.122181822081608,6.448555717366809,1.0595676515860921
Turkey,24939969045,4140443617,29080412661,TUR,Asia-Pacific,APAC,TUR,626968.0841165092,0.6283685014243061,0.14689658688501436,0.4284334512867598,1.4737047081653405
Ukraine,3109297924,2436966825,5546264749,UKR,Europe,EUR,UKR,98438.3485046361,0.07833950689595116,0.08645984393428104,0.08171154157488676,0.23138188582553865
United Kingdom,486655416248,186498871015,673154287264,GBR,Europe,EUR,GBR,2241112.197336674,12.261399926600337,6.616693800038295,9.917390715977449,5.267792221666075
"United Kingdom Islands, Caribbean",16307545872,77289394225,93596940097,UKI,America,AMR,UKI,4801.1450593125,0.41087252927249057,2.7421091226667076,1.378937105985995,0.01128521571949548
