AFFILIATE_COUNTRY_CODE,AFFILIATE_COUNTRY_NAME,UNRELATED_PARTY_REVENUES,RELATED_PARTY_REVENUES,TOTAL_REVENUES,COUNTRY_CODE,CONS_2016_x,SHARE_OF_UNRELATED_PARTY_REVENUES,SHARE_OF_RELATED_PARTY_REVENUES,SHARE_OF_TOTAL_REVENUES,CONS_2016_y,SHARE_OF_CONS_2016
TJK,Tajikistan,166410587.803,123866.053,166534453.854,TJK,6395.0584984701,0.0025880460730756385,3.5625222651084634e-06,0.0016807385402417357,6395.0584984701,0.011373379725519996
TLS,Timor-Leste,11572439.4,0.0,11572439.4,TLS,1882.905741,0.00017997656723940655,0.0,0.00011679411949940337,1882.905741,0.0033486796070556274
TTO,Trinidad and Tobago,1231521019.26,663716789.25,1895237809.52,TTO,18278.6379050727,0.019152826631314214,0.01908921598906059,0.01912756883435193,18278.6379050727,0.03250789493315956
TUN,Tunisia,1501991340.238,1602232365.78,3104221501.6540003,TUN,38586.5054856381,0.023359227566086955,0.0460819436699792,0.03132916099062006,38586.5054856381,0.06862470128678438
TUR,Turkey,31525195137.71,8705618885.0,40230814319.546,TUR,644796.5469877567,0.4902852550204304,0.2503830578129523,0.40602697260141735,644796.5469877567,1.146747285634723
TWN,Chinese Taipei,31621153142.706,10107246258.606,41728399195.378,TWN,357747.8035802677,0.49177761041252877,0.2906953839500972,0.4211412541200073,357747.8035802677,0.6362415006934671
TZA,Tanzania,1837217626.7259998,251751686.64,2088969313.3600001,TZA,35210.8489975075,0.02857272441019435,0.007240652036709434,0.021082791897372513,35210.8489975075,0.06262121858656994
UGA,Uganda,734993107.128,21527819.073,756520926.196,UGA,24164.1145313824,0.011430739172029957,0.0006191634665777971,0.007635140042983065,24164.1145313824,0.042975001770838406
UKI,UK Caribbean Islands,24381942811.143,43453033294.534004,67834976107.686,UKI,4822.4787807740995,0.37919216667291805,1.249756449398422,0.6846202457331727,4822.4787807740995,0.008576603701925147
UKR,Ukraine,7541635543.248,8225132773.026,15766768317.380999,UKR,79539.0170517299,0.11728881262877662,0.23656375518301564,0.15912512127560616,79539.0170517299,0.14145725862247382
URY,Uruguay,9647182179.767,10103899869.237,19751082047.899002,URY,44192.3141257716,0.15003463593403135,0.29059913815598293,0.19933655793823699,44192.3141257716,0.07859442874871328
USA,United States,529179065439.067,105974796432.803,635082039490.521,USA,15425957.1,8.229883809344516,3.047950287333347,6.409525688437021,15425957.1,27.434505527956198
UZB,Uzbekistan,113821668.655,2754481.735,116576150.375,UZB,63684.3180570337,0.0017701741606862996,7.922188745105238e-05,0.0011765374928364857,63684.3180570337,0.1132602511762341
VEN,Venezuela,7624931776.866,1006982382.6029999,8631914159.362,VEN,274303.2330019446,0.11858424997542104,0.028961907412962905,0.08711705276565261,274303.2330019446,0.4878383566960721
VNM,Viet Nam,10560554327.167,2996900692.707,13557461178.268,VNM,154064.4413858542,0.16423955660971337,0.08619412006361148,0.13682782741235652,154064.4413858542,0.27399802433404286
YEM,Yemen,1869.067,0.0,1869.067,YEM,25421.1717865059,2.9068051339327466e-08,0.0,1.8863441579170537e-08,25421.1717865059,0.04521063253209879
ZAF,South Africa,41179893039.725,10281383234.189999,51461276154.285,ZAF,237307.939576745,0.6404367767590674,0.2957037525682257,0.5193697049522125,237307.939576745,0.4220435683790477
ZMB,Zambia,1914752953.793,1238149646.575,3152902600.365,ZMB,14140.3999521836,0.02977856714766449,0.0356105290887053,0.03182047192893569,14140.3999521836,0.025148188740632016
ZWE,Zimbabwe,602945337.533,755724476.2,1358669813.733,ZWE,20850.865043,0.009377109555846511,0.021735457032363268,0.013712289958966135,20850.865043,0.03708250765748935
