AFFILIATE_COUNTRY_CODE,AFFILIATE_COUNTRY_NAME,UNRELATED_PARTY_REVENUES,RELATED_PARTY_REVENUES,TOTAL_REVENUES,COUNTRY_CODE,CONS_2016_x,SHARE_OF_UNRELATED_PARTY_REVENUES,SHARE_OF_RELATED_PARTY_REVENUES,SHARE_OF_TOTAL_REVENUES,CONS_2016_y,SHARE_OF_CONS_2016
LTU,Lithuania,1427768023.422,765313093.289,2193081137.738,LTU,34444.9447120487,0.022204893781486053,0.022011236077903385,0.02213353396111622,34444.9447120487,0.061259085578090046
LUX,Luxembourg,36963221227.161,67660297738.937,104623374538.55699,LUX,30035.4722515727,0.5748583717427116,1.9459836760829932,1.0559048516846896,30035.4722515727,0.05341699864577909
LVA,Latvia,584195653.971,594324978.008,1178520629.767,LVA,22030.5554333433,0.009085511253390601,0.017093432103335027,0.011894145608186904,22030.5554333433,0.03918054425420399
MAC,"Macau, China",60590755723.535,16754495542.147001,77345251276.754,MAC,16700.6787969215,0.9423178505962412,0.4818774956005031,0.7806021019499645,16700.6787969215,0.029701551858637272
MAR,Morocco,11276491841.248001,6403887631.000999,17680379371.65,MAR,80341.7716718382,0.17537393992238062,0.18418276611020898,0.1784381209312944,80341.7716718382,0.14288492861534277
MCO,Monaco,1337751376.6599998,230212140.009,1567963528.841,MCO,5045.1138246593,0.020804939414161647,0.006621151272821532,0.015824573664059278,5045.1138246593,0.008972552057193509
MDA,Moldova,23947909.539,1039283.389,24987192.928,MDA,8155.156366187,0.00037244200659966814,2.9890919452078446e-05,0.0002521816788936893,8155.156366187,0.01450364998159527
MDG,Madagascar,463746486.637,19170097.075,482922502.959,MDG,10223.4078694137,0.007212265093759107,0.000551352820243478,0.004873865100520156,10223.4078694137,0.018181960308186067
MEX,Mexico,134582219367.832,73277387247.639,207852629292.598,MEX,836184.0762749452,2.0930458148074793,2.1075372733374245,2.0977396368016303,836184.0762749452,1.4871230688793975
MKD,North Macedonia,73817060.714,127453414.085,201270474.799,MKD,8788.5868775818,0.0011480156198535442,0.003665698667591362,0.0020313096550219185,8788.5868775818,0.015630183184934515
MLI,Mali,147415332.112,8254934.676000001,155670266.78399998,MLI,13032.2777977368,0.002292628590647432,0.00023742089029240256,0.0015710924130027844,13032.2777977368,0.02317743365718754
MLT,Malta,2481677829.14,-510083420.126,1971594436.68,MLT,7486.2135228573,0.038595480282468335,-0.01467055336994995,0.01989819330935211,7486.2135228573,0.013313959383193737
MMR,Myanmar,547161193.467,573678057.464,1120839250.93,MMR,50112.0814505488,0.008509544956166067,0.016499604235550094,0.011311999906669649,50112.0814505488,0.08912252035061555
MNE,Montenegro,318604857.40400004,76659643.18499999,395264500.588,MNE,4215.1016948196,0.0049549975212116945,0.002204814628926884,0.003989182204362795,4215.1016948196,0.007496405571322759
MNG,Mongolia,19195821.354,301814094.021,321009915.375,MNG,7771.9555921852,0.000298536714103149,0.008680501265938875,0.0032397724559958476,7771.9555921852,0.013822141295649976
MOZ,Mozambique,1128406701.651,528127821.812,1656534526.78,MOZ,10975.5297707367,0.0175491750350482,0.01518952996773446,0.01671847091077711,10975.5297707367,0.01951958184607708
MRT,Mauritania,4924113.667,0.0,4924113.667,MRT,4736.6945334579,7.65806623695352e-05,0.0,4.969630863240842e-05,4736.6945334579,0.00842403952766021
MUS,Mauritius,1957410560.9,4600383752.636,6557839875.907,MUS,10887.3240163132,0.03044198558766645,0.13231203505619876,0.06618458802425309,10887.3240163132,0.019362711109198842
MWI,Malawi,207480775.361,686196.21,208166971.571,MWI,6983.6638584536,0.0032267766913208658,1.9735748553786908e-05,0.0021009121165492797,6983.6638584536,0.012420193021937887
MYS,Malaysia,27013232009.388,25272154508.313,52296012196.201,MYS,202903.320227489,0.42011442869092136,0.7268546219287886,0.527794226149532,202903.320227489,0.3608561999969333
NAM,Namibia,2299974126.98,58727031.984,2358701160.061,NAM,10927.574566483,0.03576959306551317,0.0016890532469516636,0.023805043658430888,10927.574566483,0.019434295253636574
NCL,New Caledonia,1561724289.03,760609646.164,2322333968.392,NCL,7869.69426139,0.02428820465579817,0.021875959828279345,0.023438010055330156,7869.69426139,0.013995965975908823
NGA,Nigeria,8334904914.565001,9310501332.933,17645406246.392,NGA,350182.546361129,0.129625874281119,0.26778013422205227,0.17808515685609252,350182.546361129,0.622786964961686
NIC,Nicaragua,2008505175.953,226316957.06199998,2234822133.015,NIC,11273.1554957942,0.031236617825849338,0.006509121579138159,0.02255480234040071,11273.1554957942,0.020048898409478644
NLD,Netherlands,157426767926.516,189838494656.267,347264970952.089,NLD,542991.0684034333,2.448328161736501,5.459961366393302,3.5047499592294353,542991.0684034333,0.9656899323118716
NOR,Norway,34189168558.922,16140509589.348001,50329678214.849,NOR,257862.2186810971,0.5317158276935311,0.46421859250047237,0.5079491236559504,257862.2186810971,0.4585986086955738
NZL,New Zealand,29103330035.881,8599342890.635,37702672926.818,NZL,143744.1046970989,0.4526199925569174,0.24732644474583654,0.3805118640121547,143744.1046970989,0.25564367963422346
OMN,Oman,2621003630.101,1271140254.5479999,3892143884.665,OMN,46743.6948452536,0.04076229909379359,0.03655937481840072,0.0392812182688497,46743.6948452536,0.08313196687349841
PAK,Pakistan,4013086593.743,433255792.166,4446342386.909,PAK,253456.2163153351,0.06241221269012203,0.012460907316378118,0.044874431925900786,253456.2163153351,0.4507626932009245
PAN,Panama,5951135495.021,11047812480.701,16998947969.615,PAN,36460.508763,0.09255308241842823,0.3177470904254976,0.17156081720569252,36460.508763,0.06484369318067265
PER,Peru,74844803234.614,6416275305.003,81261078536.26201,PER,150000.8183314382,1.1639992482375547,0.18453904907375052,0.8201223431953841,150000.8183314382,0.2667710180337397
PHL,Philippines,12890612572.78,13180157366.374,26070769973.815,PHL,267046.2497875958,0.20047702306067633,0.3790756461364011,0.2631176123301372,267046.2497875958,0.4749320751072081
PNG,Papua New Guinea,4461248896.332,314602002.765,4775850899.103001,PNG,16139.2329372869,0.06938210987412252,0.009048295415516524,0.04819997593775853,16139.2329372869,0.028703040749087153
POL,Poland,61103839015.868,27796628541.934002,88114988615.16699,POL,361720.6119196679,0.9502974101748366,0.7994612379841415,0.8892950011912251,361720.6119196679,0.6433069963150506
PRI,Puerto Rico,15318335909.15,83606164442.009,98924500352.266,PRI,69583.1,0.23823339379499806,2.4046041276941033,0.9983893210589052,69583.1,0.12375102103728328
PRT,Portugal,21950527436.752003,7552164565.331,29452673242.382,PRT,171258.7754759254,0.3413783767285085,0.2172084583477837,0.2972492591534022,171258.7754759254,0.30457752423707213
PRY,Paraguay,3079947408.591,1286513089.1330001,4366460497.726,PRY,26580.5164330643,0.04789987164470389,0.037001514243695015,0.04406822896483127,26580.5164330643,0.047272484961003364
PYF,French Polynesia,644536780.998,61853372.605,706390144.75,PYF,5274.9698111313,0.010023946835578782,0.001778970199989842,0.007129198272503577,5274.9698111313,0.009381342597101073
QAT,Qatar,5658709466.206,1101994197.4,6760694233.089,QAT,68660.0973346154,0.08800522254045165,0.03169455043713899,0.06823188291297717,68660.0973346154,0.12210949425475305
ROU,Romania,19049824489.531002,13357841593.033,32402098483.627003,ROU,146050.8312427378,0.2962661457651677,0.38418603754954533,0.3270161485855928,146050.8312427378,0.2597461091792799
RUS,Russia,45313159722.782,16260896187.121,61574068085.814,RUS,915632.8062501061,0.7047180508611903,0.467681041852814,0.6214324238396063,915632.8062501061,1.628419755209003
RWA,Rwanda,23879673.6,3591.2,23883264.8,RWA,8043.1727668279,0.0003713807895442928,1.032868138492918e-07,0.00024104035343551627,8043.1727668279,0.014304491209420438
SAU,Saudi Arabia,20147450003.73,3582612718.519,23730062743.229,SAU,442690.3310029333,0.31333660648064354,0.10303983430379182,0.2394941712774082,442690.3310029333,0.7873087066391967
SDN,Sudan,283737.667,482.8,284220.467,SDN,86726.3070861672,4.412736981208807e-06,1.3885852563610517e-08,2.8684772535489994e-06,86726.3070861672,0.1542395934171683
SEN,Senegal,51250700.067,86120487.0,137371187.067,SEN,16303.2373545305,0.0007970596991568677,0.002476918776280729,0.0013864100976046666,16303.2373545305,0.028994716660170734
SGP,Singapore,315966737530.218,271384861384.14102,587351613961.584,SGP,149083.6684321459,4.913969027353318,7.805323473852649,5.927809359640861,149083.6684321459,0.26513990018354816
SLB,Solomon Islands,62496306.76,10649099.25,73145406.76,SLB,1270.0686661433,0.0009719533079435022,0.0003062796647074468,0.0007382154343327049,1270.0686661433,0.0022587710841094144
SLE,Sierra Leone,169594197.436,2550371.454,172144567.783,SLE,4276.2955828269,0.002637558117457366,7.335145400307576e-05,0.001737358263532652,4276.2955828269,0.007605236682930957
SLV,El Salvador,2969452876.49,1213055613.7,4182508490.191,SLV,24175.56,0.0461814416837518,0.03488879743848027,0.042211704855472106,24175.56,0.042995357121888844
SRB,Serbia,2061698703.7399998,745581795.21,2807280504.484,SRB,41566.8542002353,0.03206389271574491,0.021443742507038337,0.028332302583416395,41566.8542002353,0.07392514344125233
SSD,South Sudan ,34180805.0,-20781.0,34160024.0,SSD,5643.2513411609,0.0005315857561871998,-5.976841386172123e-07,0.00034475790170553723,5643.2513411609,0.010036317948448394
SVK,Slovak Republic,11043624354.451,6430321926.312,17473946130.264,SVK,66349.2967756599,0.1717523447299796,0.18494304516429247,0.1763547063779993,66349.2967756599,0.11799981922469159
SVN,Slovenia,1724663293.924,400326836.241,2124990130.164,SVN,32672.991443339,0.026822260074591465,0.011513834766568304,0.021446329733852562,32672.991443339,0.05810773092109464
SWE,Sweden,41269301034.835,20698211989.092,61967517652.113,SWE,372417.6715113986,0.6418272652712523,0.5953030654740825,0.6254032889333836,372417.6715113986,0.6623313290420108
SWZ,Eswatini,289636013.467,26040060.933,315676074.4,SWZ,3340.4679563854,0.004504469079587247,0.0007489404450353606,0.0031859410001815296,3340.4679563854,0.005940901172052125
SYC,Seychelles,13939699.333,0.0,13939699.333,SYC,1106.3160839245,0.0002167926007288304,0.0,0.00014068554203741654,1106.3160839245,0.001967543052488688
SYR,Syrian Arab Republic,163922.8,0.0,163922.8,SYR,9541.3721475021,2.5493555694291897e-06,0.0,1.654380587370092e-06,9541.3721475021,0.016968984499829424
TCD,Chad,205975149.264,5219702.197,211194852.568,TCD,8720.1029970842,0.0032033609353926797,0.00015012430640740657,0.002131470815780281,8720.1029970842,0.015508387085936721
TGO,Togo,284230869.775,11082648.153,295313517.928,TGO,5635.5490314496,0.004420407355563711,0.00031874900220987655,0.0029804331749338883,5635.5490314496,0.01002261966982731
THA,Thailand,39844547359.153,21165464815.492,61010011155.219,THA,276437.3309257844,0.6196692511440863,0.6087417644329076,0.6157397146121655,276437.3309257844,0.4916337724948613
