AFFILIATE_COUNTRY_NAME,UNRELATED_PARTY_REVENUES,RELATED_PARTY_REVENUES,TOTAL_REVENUES,CODE,CONTINENT_NAME,CONTINENT_CODE,COUNTRY_CODE,CONS_2018,SHARE_OF_UNRELATED_PARTY_REVENUES,SHARE_OF_RELATED_PARTY_REVENUES,SHARE_OF_TOTAL_REVENUES,SHARE_OF_CONS_2018
Colombia,17786971374,4564334753,22351306126,COL,America,AMR,COL,279188.6496014771,0.40577274111892697,0.1462079681315423,0.29780732420385697,0.6198799051857911
Costa Rica,6295873662,6570439068,12866312730,CRI,America,AMR,CRI,50560.2710715602,0.14362725726890782,0.2104689068287504,0.17142989966184324,0.11225848931446249
Curacao,167972924,717549609,885522533,CUW,America,AMR,CUW,2741.4044391061,0.003831952746315877,0.022985051720081986,0.011798643649204325,0.006086714220705932
Dominican Republic,2673610615,1769976538,4443587153,DOM,America,AMR,DOM,67723.4507026849,0.060992862985039975,0.05669712833647667,0.059206061267364024,0.1503657339234926
Ecuador,3709888285,944194964,4654083249,ECU,America,AMR,ECU,80031.51,0.08463338175997252,0.03024511449685836,0.062010697325397234,0.17769320100043642
El Salvador,2946878728,1208306002,4155184730,SLV,America,AMR,SLV,25863.000133,0.06722690637224032,0.038705304276258734,0.055363406462165414,0.05742337338265246
Guatemala,4327215529,983316436,5310531965,GTM,America,AMR,GTM,70934.8086996589,0.09871641830949053,0.03149828089261308,0.07075717659094714,0.15749588156209968
Honduras,2974405118,1871659039,4846064157,HND,America,AMR,HND,22640.3987602045,0.06785486368372144,0.059954293437255494,0.06456863824336445,0.05026826218357058
Jamaica,425752504,131085524,556838028,JAM,America,AMR,JAM,14085.1442796314,0.009712657481354922,0.004199023330377215,0.0074192730482417445,0.03127311197303025
Mexico,146037511715,102037479766,248074991481,MEX,America,AMR,MEX,933041.3513236125,3.3315419578064347,3.2685360292744985,3.305334775443504,2.0716228443330076
Nicaragua,1351597525,17143285,1368740810,NIC,America,AMR,NIC,11117.7864560681,0.030833885155428342,0.0005491457140172529,0.01823701200533232,0.02468471560036839
Panama,6922711574,3211665692,10134377266,PAN,America,AMR,PAN,40809.817933,0.15792725991923562,0.10287832522285284,0.13502977226682453,0.09060965088325566
Paraguay,687004384,1546668364,2233672748,PRY,America,AMR,PRY,30513.4326423776,0.015672575515800678,0.04954396447919266,0.02976130792889826,0.06774868448359005
Peru,11346128062,4256406353,15602534415,PER,America,AMR,PER,171123.5131452325,0.2588383029352549,0.1363441899184291,0.20788713638191708,0.3799439098077323
Puerto Rico,17947300190,95064894175,113012194365,PRI,America,AMR,PRI,71505.6,0.40943030944693193,3.0451852833167603,1.5057670015577709,0.1587632040612105
St. Kitts and Nevis,125003401,77555438,202558839,KNA,America,AMR,KNA,878.807152963,0.0028516924892060275,0.0024843101177184413,0.0026988805708431946,0.001951207169177186
St. Lucia Island,123213342,5263728,128477070,LCA,America,AMR,LCA,1580.1221003704,0.0028108560178404553,0.00016861142254548104,0.0017118199814615894,0.0035083300813185865
Trinidad and Tobago,1433132534,747435361,2180567895,TTO,America,AMR,TTO,19330.2792854879,0.03269393672932629,0.023942373063160778,0.029053742380602522,0.04291883537460151
Uruguay,3692132819,1341091507,5033224326,URY,America,AMR,URY,51663.2320734922,0.08422832774840565,0.042958782588867234,0.06706234795380484,0.11470738314405471
Venezuela,815024534,33070845,848095379,VEN,America,AMR,VEN,161589.7758186407,0.01859308885624994,0.0010593484732172916,0.011299966725248634,0.3587762434340822
Armenia,28336426,45262698,73599124,ARM,Asia-Pacific,APAC,ARM,11372.5525425173,0.0006464365973141995,0.0014498864489248873,0.000980629859330301,0.02525037032070932
Australia,139726948694,24820875776,164547824470,AUS,Asia-Pacific,APAC,AUS,1083879.882465238,3.1875795933772695,0.795079679918117,2.1924243278102487,2.4065282013949876
Azerbaijan,866631283,61115769,927747052,AZE,Asia-Pacific,APAC,AZE,30437.9957059244,0.01977038945238045,0.001957703124297268,0.012361240347057137,0.06758119257056684
Bahrain,1688860396,450680603,2139540999,BHR,Asia-Pacific,APAC,BHR,21616.545143617,0.03852783578736964,0.014436516777744822,0.02850710273237466,0.04799500972978948
Bangladesh,1366111367,28850175,1394961542,BGD,Asia-Pacific,APAC,BGD,208058.6944322472,0.03116498826054244,0.0009241490151915284,0.01858637530390497,0.46195074177205564
Brunei,154656502,6056252,160712754,BRN,Asia-Pacific,APAC,BRN,5925.2494560186,0.003528166286933881,0.00019399810647775011,0.002141326102571618,0.013155775051177215
Burma,332920374,18264010,351184384,MMR,Asia-Pacific,APAC,MMR,51915.0728541442,0.007594885598668325,0.0005850455622868224,0.004679157500310986,0.11526654283573741
Cambodia,430365870,46288000,476653870,KHM,Asia-Pacific,APAC,KHM,18578.0181178379,0.009817901827244027,0.0014827296408145,0.006350904631519031,0.04124859705386941
China,259181987128,177815387847,436997374975,CHN,Asia-Pacific,APAC,CHN,7650215.780302177,5.912697735563299,5.695907063465117,5.822524115225135,16.985701386190833
Fiji,58919443,202072325,260991768,FJI,Asia-Pacific,APAC,FJI,4512.3077498917,0.0013441244936311986,0.006472922266371433,0.0034774370512916227,0.010018634010245876
Georgia,196197354,4664356,200861710,GEO,Asia-Pacific,APAC,GEO,14522.3679706196,0.004475834387929143,0.00014941191878048215,0.002676268136318357,0.032243875578576595
Hong Kong,128448201609,57949840936,186398042545,HKG,Asia-Pacific,APAC,HKG,282903.2340371244,2.930278447227263,1.8562898988137895,2.4835551879713513,0.6281273617033123
India,69146401357,51187102213,120333503569,IND,Asia-Pacific,APAC,IND,1938613.758089493,1.5774312684931058,1.6396611147298779,1.6033156410610365,4.3042857016993405
Indonesia,19622838707,8875241701,28498080408,IDN,Asia-Pacific,APAC,IDN,687910.9626981505,0.4476542342848193,0.28429795928676116,0.37970653810608723,1.5273621722884674
Iraq,1472932670,119078157,1592010827,IRQ,Asia-Pacific,APAC,IRQ,145567.5789902,0.03360189401682903,0.0038143949394543433,0.021211846941728896,0.3232023120974791
Israel,9210539612,16464081465,25674621076,ISR,Asia-Pacific,APAC,ISR,288672.5437571634,0.21011929613879068,0.5273889906010222,0.3420869527484683,0.6409369052408098
Japan,230409394838,30221498210,260630893048,JPN,Asia-Pacific,APAC,JPN,3748650.441602349,5.256310911908954,0.9680762008682456,3.4726287773043456,8.323092946765854
Jordan,476335002,422992899,899327901,JOR,Asia-Pacific,APAC,JOR,40446.4788732394,0.010866591922161687,0.013549604847938,0.011982585459161779,0.08980293262219387
Kazakhstan,2197396265,121830226,2319226491,KAZ,Asia-Pacific,APAC,KAZ,108355.8892485623,0.050129023487207984,0.003902551141490869,0.030901220340943693,0.24058155103940698
Korea,64900086913,23141213440,88041300352,KOR,Asia-Pacific,APAC,KOR,1105138.804651279,1.48056044010051,0.7412755593653404,1.1730564616426484,2.4537291842710673
Kuwait,972489794,507079608,1479569402,KWT,Asia-Pacific,APAC,KWT,86814.2814021024,0.022185331112545628,0.01624312921349372,0.019713684833431947,0.19275292387826035
Lebanon,195292800,70727495,266020295,LBN,Asia-Pacific,APAC,LBN,58534.1017358766,0.004455198870597248,0.0022655926645579706,0.0035444368123845487,0.12996270975186044
Macau,18447464848,9979680808,28427145656,MAC,Asia-Pacific,APAC,MAC,18438.6327961359,0.4208405253864558,0.31967612642346177,0.37876140816302717,0.04093912114887018
Malaysia,23537032169,26522479315,50059511484,MYS,Asia-Pacific,APAC,MYS,248885.2584392029,0.536948413543868,0.8495866364552358,0.6669896193968082,0.5525975738041535
New Zealand,10659873250,1958459503,12618332753,NZL,Asia-Pacific,APAC,NZL,161207.8578800795,0.2431828273449396,0.06273474670396073,0.16812583085305904,0.3579282746650008
Oman,1415609890,1395112049,2810721939,OMN,Asia-Pacific,APAC,OMN,49413.0046137841,0.032294194067237984,0.044689206431683184,0.037449873175911176,0.10971122450235701
Pakistan,2372756634,299152305,2671908939,PAK,Asia-Pacific,APAC,PAK,266410.1659373475,0.054129505419549154,0.009582656190405284,0.03560033794688838,0.5915079593583167
Papua-New Guinea,166862474,19826185,186688659,PNG,Asia-Pacific,APAC,PNG,18716.5861370029,0.003806620140168315,0.0006350862461927892,0.0024874273423924516,0.04155625830981371
Qatar,3666646614,151083336,3817729950,QAT,Asia-Pacific,APAC,QAT,72042.6111167582,0.08364691301252286,0.004839607252858979,0.05086718129728795,0.15995552473977304
Philippines,12966846765,13524332355,26491179120,PHL,Asia-Pacific,APAC,PHL,293378.3186495069,0.2958116277847191,0.4332208878107732,0.35296671810848457,0.6513850925086497
Saudi Arabia,10878077709,2831412929,13709490638,SAU,Asia-Pacific,APAC,SAU,491824.3246178667,0.2481607080414941,0.0906978023507972,0.1826643463287962,1.0919928734473021
Singapore,265102249145,331452753267,596555002412,SGP,Asia-Pacific,APAC,SGP,167435.2932454386,6.047756194716826,10.617326775807035,7.948459387887101,0.37175499021858693
Sri Lanka,294059838,121432344,415492182,LKA,Asia-Pacific,APAC,LKA,68240.7999176701,0.006708363330064445,0.003889805906549922,0.005535990346671786,0.15151439946842338
Taiwan,34476028891,18493887666,52969916556,TWN,Asia-Pacific,APAC,TWN,405596.3332154536,0.7864988621078775,0.5924091647137896,0.7057676640424151,0.9005416836830094
Thailand,32557371494,22936341032,55493712526,THA,Asia-Pacific,APAC,THA,329686.0902390868,0.7427286858997559,0.7347129428788507,0.739394554588551,0.7319988926849198
United Arab Emirates,64676294880,9782574425,74458869305,ARE,Asia-Pacific,APAC,ARE,211618.507375902,1.4754550905296588,0.31336227668988426,0.9920850488988892,0.46985456061691816
Vietnam,7105607289,2561477969,9667085258,VNM,Asia-Pacific,APAC,VNM,181560.9646027683,0.16209964509116762,0.0820510566222266,0.12880360446527278,0.4031180840770446
Albania,75382007,1149964,76531971,ALB,Europe,EUR,ALB,13700.5407866776,0.001719683636313033,3.6836452399533475e-05,0.0010197069187399658,0.030419180493055552
Austria,16943848564,4715713654,21659562218,AUT,Europe,EUR,AUT,324284.2744768782,0.38653864856207504,0.15105704312952498,0.28859057413500244,0.7200052924891787
Belarus,112314691,74998557,187313248,BLR,Europe,EUR,BLR,41597.1585968845,0.002562225972973294,0.0024024063144274066,0.0024957493249096515,0.0923577758760672
Belgium,52700932501,90491566448,143192498949,BEL,Europe,EUR,BEL,406763.6018251762,1.2022621159503935,2.898689245942458,1.9078873832997267,0.9031333590829728
Bosnia-Herzegovina,139638343,28331793,167970136,BIH,Europe,EUR,BIH,19037.1668084088,0.0031855582388376387,0.000907543839840148,0.002238022980237801,0.042268040527604966
Bulgaria,2079259428,1396447018,3475706446,BGR,Europe,EUR,BGR,50597.9431215267,0.04743397736785115,0.044731969093839,0.04631008275607193,0.1123421322089524
Croatia,849312353,353139315,1202451668,HRV,Europe,EUR,HRV,48337.7256684865,0.01937529410131808,0.011312005912708015,0.016021386477946743,0.10732379288000848
Cyprus,196915659,1209133205,1406048864,CYP,Europe,EUR,CYP,20254.786988549,0.00449222102186928,0.0387318018222117,0.018734102048766903,0.04497151104080458
Czech Republic,12410722035,8389346948,20800068983,CZE,Europe,EUR,CZE,166442.6079253254,0.2831247992431282,0.26873343818865064,0.2771387431304188,0.3695509404372313
Denmark,13208420806,7327182679,20535603485,DNK,Europe,EUR,DNK,254271.13294476,0.3013226368676387,0.23470944827635445,0.2736150223304069,0.5645557797792636
Estonia,343085997,355931998,699017995,EST,Europe,EUR,EST,21146.414729178,0.007826793134985677,0.011401463090842709,0.009313669522835612,0.04695118363892442
Finland,8745065213,4554875972,13299941185,FIN,Europe,EUR,FIN,209535.5777199999,0.19950046627554568,0.1459049778326598,0.17720753651018759,0.46522985169894354
France,142694075008,60403796491,203097871500,FRA,Europe,EUR,FRA,2153317.024541175,3.2552684062933226,1.9348967221511533,2.7060626042142637,4.780989323573387
Germany,236383497411,124899147144,361282644556,DEU,Europe,EUR,DEU,2860771.366502743,5.392597631317257,4.000856973359413,4.813706055923021,6.3517434750920625
Greece,4671409819,962080287,5633490106,GRC,Europe,EUR,GRC,188754.0436866705,0.10656849484315702,0.03081802969189036,0.07506024949679321,0.41908880920103475
Hungary,10667259233,7653948141,18321207374,HUN,Europe,EUR,HUN,110714.0908053562,0.24335132317847696,0.24517662845484228,0.24411055503767803,0.2458174435426338
Iceland,293869444,1725874825,2019744269,ISL,Europe,EUR,ISL,19543.6719050891,0.0067040198871225224,0.05528443137234354,0.026910939026837482,0.04339262897973036
Ireland,308559353545,382431335239,690990688784,IRL,Europe,EUR,IRL,163151.1335419191,7.039139606917925,12.250308424108454,9.206714225848687,0.3622429111472878
Italy,81811797660,25749508961,107561306621,ITA,Europe,EUR,ITA,1654069.686476077,1.8663659312394651,0.8248263086089976,1.4331397338524652,3.6725152039205864
Latvia,233306932,217244117,450551049,LVA,Europe,EUR,LVA,26659.4646672957,0.005322412193121861,0.006958915735578837,0.0060031123713101455,0.05919175601822093
Lithuania,603036583,1066974472,1670011055,LTU,Europe,EUR,LTU,41832.91381024,0.013757024854528297,0.034178073704346716,0.022251116819606405,0.09288122093556539
Luxembourg,36465442910,92369817267,128835260177,LUX,Europe,EUR,LUX,35783.0669044635,0.831883203417947,2.958854691894225,1.716592483684374,0.07944880335091639
Macedonia,58669613,271554204,330223817,MKD,Europe,EUR,MKD,10215.1897701737,0.0013384251420225305,0.008698614486661498,0.0043998802922195785,0.022680688757329176
Malta,2696465141,-410296113,2286169028,MLT,Europe,EUR,MLT,9374.2988033725,0.06151424144048347,-0.013142892504668068,0.03046076489080129,0.02081366653591592
Moldova,43598135,111333156,154931291,MDA,Europe,EUR,MDA,11454.4694833304,0.0009946007318864102,0.0035663016420373465,0.002064294272024106,0.025432249725824165
Monaco,248804421,357631713,606436134,MCO,Europe,EUR,MCO,5550.6546084582,0.005675955157787703,0.011455909552375654,0.008080114931493361,0.012324065671443183
Netherlands,150048268646,247032136148,397080404794,NLD,Europe,EUR,NLD,626107.8334172544,3.423039031683358,7.913106431480356,5.290673045184058,1.3901412717485895
Norway,16983973665,7500973029,24484946694,NOR,Europe,EUR,NOR,289331.4478942514,0.387454019249872,0.24027642250795933,0.32623580998392226,0.6423998638338889
Poland,28978271109,20128263111,49106534219,POL,Europe,EUR,POL,447440.6907149413,0.661078957937403,0.6447626238505181,0.6542922133608081,0.9934483129330457
Portugal,9040280962,2503113467,11543394428,PRT,Europe,EUR,PRT,196871.7773677489,0.20623519930987833,0.08018148400974005,0.15380342372177988,0.4371125361388356
Romania,7313881619,7818834171,15132715790,ROU,Europe,EUR,ROU,194701.5057273452,0.1668509905570035,0.25045837327071746,0.2016273041026021,0.4322939026428063
Russia,43684391763,9780278932,53464670695,RUS,Asia-Pacific,APAC,RUS,1128250.127974176,0.9965685004528858,0.31328874585011196,0.7123597354606925,2.505043035785323
Serbia,1102566322,620069443,1722635765,SRB,Europe,EUR,SRB,50777.8178154482,0.02515275643819415,0.019862498757765232,0.022952284974333326,0.11274150628226283
Slovakia,6888032102,3498213061,10386245163,SVK,Europe,EUR,SVK,79231.3457980752,0.15713611992591633,0.11205721127352927,0.1383856434644889,0.17591660402799425
Slovenia,1073422575,352120547,1425543122,SVN,Europe,EUR,SVN,38086.0640083498,0.024487902492122543,0.011279372022483478,0.018993842252743903,0.08456212593203838
Spain,66231259749,28441186939,94672446688,ESP,Europe,EUR,ESP,1091394.462643921,1.5109283784756928,0.9110480231248167,1.261409416749428,2.4232127523440403
Sweden,23230060365,15192040249,38422100614,SWE,Europe,EUR,SWE,398576.323585551,0.5299454905764776,0.486642075303301,0.5119335268213449,0.8849552230228107
Switzerland,208479564231,306489120259,514968684490,CHE,Europe,EUR,CHE,462303.415540368,4.756027457768836,9.817674196231835,6.861408685121562,1.0264478796014582
Turkey,24125485711,4247704046,28373189757,TUR,Asia-Pacific,APAC,TUR,551718.6228026894,0.5503727566620851,0.1360654315246258,0.3780425033341272,1.2249756144468882
Ukraine,3859464131,2749774578,6609238709,UKR,Europe,EUR,UKR,117986.5408563623,0.08804564345199511,0.088082705503776,0.08806105933389981,0.26196439527051024
United Kingdom,556599758576,181240310436,737840069013,GBR,Europe,EUR,GBR,2416485.28860854,12.697665330122238,5.805616582999455,9.830932268765558,5.365299319022157
"United Kingdom Islands, Caribbean",17006238308,65518901068,82525139376,UKI,America,AMR,UKI,5087.5707749987005,0.3879619407520874,2.098747335100164,1.099559497712233,0.011295885037353291
