AFFILIATE_COUNTRY_CODE,OTHER_COUNTRY_CODE,AFFILIATE_COUNTRY_NAME,UNRELATED_PARTY_REVENUES,RELATED_PARTY_REVENUES,TOTAL_REVENUES
ALB,NLD,Albania,232792.4015978034,-96965.20926062249,244921.1357574937
ALB,OAMR,Albania,781766.356931901,-325629.7794624047,822497.2238035714
ALB,OEUR,Albania,1218363.8478924306,-507486.089131792,1281841.9129814936
ALB,POL,Albania,390890.76439315925,-162818.04950366137,411256.5930639499
ALB,ROU,Albania,283270.60716015106,-117990.93747107428,298029.3100470066
ALB,RUS,Albania,161002.3808384276,-67062.4532514977,169390.77780870453
ALB,SAU,Albania,157015.428744674,-65401.764838003786,165196.1012285817
ALB,SRB,Albania,446343.5026100461,-185915.8238655789,469598.4785023235
ALB,SWE,Albania,173967.17395475312,-72462.68912224205,183031.05057154776
ALB,TUR,Albania,281855.1177510143,-117401.34251083896,296540.0721193123
ALB,USA,Albania,2276882.492659714,-4682163.724596078,7232150.981689409
ARE,ARE,United Arab Emirates,44402077526.51941,6694743136.449717,50171567862.45142
ARE,AUS,United Arab Emirates,196235185.12302402,33635243.930108264,230196900.2615378
ARE,BEL,United Arab Emirates,133718645.36840564,22919739.149481714,156860848.637726
ARE,CHE,United Arab Emirates,971485553.9009627,166515263.60856155,1139617051.9403257
ARE,CHN,United Arab Emirates,1267891163.5740733,217319990.48441374,1487320510.543356
ARE,DEU,United Arab Emirates,199885065.03009614,34260843.26344396,234478451.7091446
ARE,EGY,United Arab Emirates,145231038.6784759,24892994.64370311,170365650.30164996
ARE,FRA,United Arab Emirates,221573592.89698452,37978315.87076667,259920534.80481216
ARE,GBR,United Arab Emirates,429463271.9843882,73611171.73335345,503788930.23188347
ARE,HKG,United Arab Emirates,366284210.09090817,62782108.85795538,429675696.1541454
ARE,IDN,United Arab Emirates,174645555.86887816,29934722.81373179,204870831.8045255
ARE,IND,United Arab Emirates,2145080730.3872764,367672665.6899896,2516322109.2911468
ARE,IRQ,United Arab Emirates,178831290.0539171,30652169.02630633,209780975.89571202
ARE,ITA,United Arab Emirates,197105525.39561868,33784422.61767424,231217867.18344057
ARE,JPN,United Arab Emirates,1862648040.6407878,319262935.2560505,2185009813.428349
ARE,KEN,United Arab Emirates,111822336.46004961,19166652.307079636,131175024.58577183
ARE,KOR,United Arab Emirates,686757992.0280589,117712185.85664788,805612718.7160006
ARE,KWT,United Arab Emirates,209827322.83848995,35964973.26638763,246141380.1878397
ARE,LKA,United Arab Emirates,108079722.30382615,18525158.071466725,126784689.70725617
ARE,MYS,United Arab Emirates,266891238.3113881,45745883.429540694,313081141.52784795
ARE,NGA,United Arab Emirates,90571715.6749937,15524238.163441326,106246635.56987497
ARE,NLD,United Arab Emirates,188525095.3372647,32313713.591374815,221152453.067691
ARE,NZL,United Arab Emirates,126737626.43859977,21723173.536452036,148671649.9611433
ARE,OAFR,United Arab Emirates,276908669.8395329,47462898.4123078,324832253.7706166
ARE,OASIAOCN,United Arab Emirates,264527306.38333243,45340699.07391927,310308092.43409574
ARE,OMN,United Arab Emirates,316408240.8489742,54233232.20950261,371167872.95294356
ARE,PAK,United Arab Emirates,458412517.3977806,78573151.05659041,537748317.050795
ARE,PHL,United Arab Emirates,104420841.46398483,17898015.95379752,122492579.5679365
ARE,QAT,United Arab Emirates,122853351.1095918,21057398.1909095,144115137.1220241
ARE,RUS,United Arab Emirates,108711767.7682616,18633492.381431967,127526120.99872506
ARE,SAU,United Arab Emirates,867143043.6358232,148630673.83508357,1017216360.0690664
ARE,SGP,United Arab Emirates,888239562.8731933,152246674.55473185,1041963977.7386802
ARE,THA,United Arab Emirates,531262280.2970378,91059798.36110365,623205925.449022
ARE,TUR,United Arab Emirates,317038318.4450879,54341229.22149052,371906995.8042237
ARE,TWN,United Arab Emirates,376480446.18276966,64529771.42878196,441636558.02104175
ARE,USA,United Arab Emirates,630241434.3841226,932263816.0134958,2462693305.589188
ARE,ZAF,United Arab Emirates,154208965.4646324,26431835.68920528,180897354.4690377
ARG,ARG,Argentina,20680798813.817993,850593839.069574,20623665873.384064
ARG,AUS,Argentina,23808259.022108044,77174195.29628243,108198258.94413294
ARG,BEL,Argentina,12276243.667481383,39793301.36736192,55790227.66687855
ARG,BGD,Argentina,17835178.098893862,57812522.808572106,81053184.7988935
ARG,BOL,Argentina,32885983.22166427,106599532.93108405,149452596.46855897
ARG,BRA,Argentina,340328051.2073711,1103169428.0666194,1546644069.030583
ARG,CAN,Argentina,24849476.961619318,80549291.16260423,112930144.97292255
ARG,CHE,Argentina,54795583.33708331,177619247.41758615,249022270.3556426
ARG,CHL,Argentina,110891062.10767734,359452090.7960255,503952004.2761215
ARG,CHN,Argentina,235557736.93997103,763557670.3561095,1070508221.288171
ARG,COL,Argentina,31926812.855139628,103490393.32033627,145093581.238071
ARG,DEU,Argentina,48582704.911652364,157480274.10958266,220787420.08628953
ARG,DZA,Argentina,43880031.31271218,142236612.2188802,199415798.7797764
ARG,EGY,Argentina,34206878.738915116,110881200.41964932,155455496.3480058
ARG,ESP,Argentina,66291090.58010056,214881800.7264459,301264388.0266224
ARG,FRA,Argentina,23665940.03167005,76712869.94056311,107551480.57340962
ARG,GBR,Argentina,33107561.711153865,107317777.03307599,150459575.04519418
ARG,IDN,Argentina,56077679.733921215,181775148.007644,254848844.98285887
ARG,IND,Argentina,72683439.72166505,235602526.27781978,330314855.2211389
ARG,IRL,Argentina,15591909.866241707,50540994.86829372,70858499.1273263
ARG,ITA,Argentina,42807621.78893588,138760409.19417965,194542160.46628374
ARG,JPN,Argentina,26529740.918580856,85995847.2775827,120566219.26718318
ARG,KOR,Argentina,30165325.99043369,97780554.0925952,137088383.89301676
ARG,MAR,Argentina,22102156.987070456,71643885.35110284,100444761.73962528
ARG,MEX,Argentina,27001685.74305644,87525650.94862507,122711004.75017609
ARG,MYS,Argentina,35091111.0925203,113747429.3312657,159473950.661415
ARG,NLD,Argentina,48575187.87261534,157455907.71478853,220753258.3890623
ARG,OAMR,Argentina,13960752.448505364,45253617.03027244,63445592.85396145
ARG,OASIAOCN,Argentina,34605737.14014816,112174095.29800807,157268135.58964804
ARG,PER,Argentina,53808937.2050678,174421045.43188947,244538389.63261652
ARG,PHL,Argentina,12561656.467597356,40718463.646374226,57087305.62727213
ARG,POL,Argentina,19020124.779684573,61653513.72160389,86438255.90737441
ARG,PRY,Argentina,66076542.71123541,214186346.2996092,300289360.585522
ARG,RUS,Argentina,25389655.155872345,82300272.50984871,115385021.66438876
ARG,SAU,Argentina,36908390.15199579,119638118.31081583,167732699.44553632
ARG,THA,Argentina,21370370.53243554,69271808.051678,97119108.22431052
ARG,TUR,Argentina,16545851.327349395,53633185.04282027,75193751.2400755
ARG,URY,Argentina,33775230.52148999,109482017.73266976,153493841.54752803
ARG,USA,Argentina,125205681.84417965,2947644647.929166,3386370190.865621
ARG,VNM,Argentina,95582265.97654097,309828805.81419563,434380134.8512494
ARG,ZAF,Argentina,19442017.49965186,63021074.076798335,88355576.18347175
ARM,ARE,Armenia,122107.54729376758,412272.1064014669,418700.57605608535
ARM,ARM,Armenia,35803536.1017085,12165398.075222015,62445627.482656665
ARM,BEL,Armenia,67803.05723282129,228923.6811757761,232493.23855016942
ARM,CAN,Armenia,231803.3785325448,782638.4957899039,794842.0083307751
ARM,CHE,Armenia,565151.9676790409,1908124.4142217257,1937877.3849020079
ARM,CHN,Armenia,1189476.1814049184,4016032.2739297925,4078653.395281587
ARM,DEU,Armenia,494927.162281473,1671024.1768937574,1697080.094930654
ARM,ESP,Armenia,282467.45526748156,953695.7817424817,968566.5534912236
ARM,FRA,Armenia,140258.74093127463,473556.04011796927,480940.0968765781
ARM,GBR,Armenia,54058.74515111785,182518.7158927479,185364.69069506426
ARM,GEO,Armenia,462853.1742345856,1562732.6674346966,1587100.0194211593
ARM,HKG,Armenia,67007.51028708142,226237.67345282697,229765.34849060103
ARM,IRQ,Armenia,298903.7275231178,1009189.6208572489,1024925.6960190239
ARM,ITA,Armenia,97748.42359273092,330028.31835649273,335174.37843860144
ARM,JPN,Armenia,115172.67645874899,388857.87959780445,394921.25628552906
ARM,KOR,Armenia,59585.16285583813,201177.5778425176,204314.49623760037
ARM,NLD,Armenia,87122.496222134,294151.9654476452,298738.6133298698
ARM,OASIAOCN,Armenia,305704.04287524667,1032149.5475493438,1048243.6318747769
ARM,POL,Armenia,45097.1502071357,152261.6539325751,154635.8369215994
ARM,RUS,Armenia,1910652.1896101797,6450941.16022236,6551529.288422903
ARM,SAU,Armenia,100312.53986141046,338685.55239791994,343966.60285523016
ARM,SRB,Armenia,271538.8382986272,916797.4569651863,931092.8811280641
ARM,UKR,Armenia,61652.13728203911,208156.31027514703,211402.04653341835
ARM,USA,Armenia,1137292.5932081821,18976479.8542806,12298308.382270811
AUS,ARE,Australia,230902057.72116023,120673400.31957366,351840402.46542495
AUS,AUS,Australia,115178314813.14774,10100283074.145061,125242049964.7789
AUS,CAN,Australia,150850694.55674988,78837176.38720807,229860961.86778095
AUS,CHE,Australia,114089026.89887057,59624894.42889161,173844830.7353855
AUS,CHN,Australia,7536159424.460554,3938526975.789337,11483333631.213528
AUS,DEU,Australia,276602962.72356546,144557481.98930863,421477827.8213223
AUS,FRA,Australia,123479261.5577759,64532393.120207824,188153338.7419439
AUS,GBR,Australia,822435479.1000347,429818975.13581043,1253198143.0752006
AUS,HKG,Australia,416584694.0836975,217714350.6311952,634777047.3502889
AUS,IDN,Australia,384680519.3710677,201040678.31766355,586162592.4510841
AUS,IND,Australia,839441049.3314574,438706379.62432843,1279110630.5316927
AUS,JPN,Australia,2659027825.3964133,1389653831.593123,4051732710.7756743
AUS,KOR,Australia,1310463902.957588,684871051.9371862,1996838623.1958456
AUS,MYS,Australia,409443525.55187595,213982252.71273187,623895586.8942555
AUS,NLD,Australia,138171748.78615624,72210940.51168083,210541231.99274418
AUS,NZL,Australia,512234085.8970044,267702373.52941287,780524213.2408897
AUS,PHL,Australia,124906259.86952512,65278167.06535396,190327748.38245752
AUS,PNG,Australia,118638647.01248194,62002604.41853063,180777381.21863362
AUS,SGP,Australia,651833391.9934663,340659380.12853265,993240706.6564095
AUS,THA,Australia,271536396.2338025,141909606.90192747,413757572.7033331
AUS,TWN,Australia,636528290.2965953,332660669.8432019,969919333.1097769
AUS,USA,Australia,658782626.4234407,4827319474.513472,5501956041.86313
AUS,VNM,Australia,307029374.62898284,160458849.9562611,467840519.93430734
AUT,ARE,Austria,16914818.85876685,25454010.730257563,50600657.68646489
AUT,AUS,Austria,18140135.32190537,27297909.77884383,54266190.224918716
AUT,AUT,Austria,14135139767.449213,265906362.95196053,12867046759.629871
AUT,BEL,Austria,42348648.63575706,63727726.89952728,126685924.98652062
AUT,BGR,Austria,13546428.43036964,20385139.060746223,40524122.28606641
AUT,CAN,Austria,21820193.698646963,32835790.272373613,65275079.87029589
AUT,CHE,Austria,142212812.36119875,214006811.5447712,425429435.3964545
AUT,CHN,Austria,101402719.78796117,152594357.59327054,303346098.78531176
AUT,CZE,Austria,71626330.46075629,107785806.00478159,214270070.4775132
AUT,DEU,Austria,777664936.0156523,1170257381.4810913,2326383601.897078
AUT,DNK,Austria,14735531.245284772,22174542.545522045,44081321.744950764
AUT,ESP,Austria,33283360.313817315,50085964.12652912,99567127.26023966
AUT,FRA,Austria,90079125.88173027,135554217.63073748,269471582.9649572
AUT,GBR,Austria,82999954.16555694,124901232.557154,248294250.37246937
AUT,HRV,Austria,23984336.777792186,36092468.4324134,71749110.95787106
AUT,HUN,Austria,97416794.39191543,146596197.71653205,291422208.3663161
AUT,IRL,Austria,15535343.058405494,23378127.32188576,46473957.69968561
AUT,ITA,Austria,154914028.21262833,233120045.1696198,463425105.39838225
AUT,JPN,Austria,29361448.086278345,44184133.503544666,87834732.14805646
AUT,KOR,Austria,20966118.48140245,31550548.0285336,62720115.01568358
AUT,MEX,Austria,22755443.85523398,34243187.40266582,68072879.44591147
AUT,NLD,Austria,67194877.40455787,101117200.53020126,201013384.66712302
AUT,NOR,Austria,14028266.999896515,21110226.584378336,41965541.71363117
AUT,POL,Austria,57852978.51105625,87059184.49930969,173067106.79098484
AUT,ROU,Austria,44567999.5144709,67067483.68632311,133325110.13166624
AUT,RUS,Austria,42303308.32516393,63659497.2151312,126550289.50884409
AUT,SAU,Austria,13252983.850982677,19943553.39939104,39646283.22462045
AUT,SGP,Austria,13415576.996713763,20188229.249050546,40132680.39966557
AUT,SVK,Austria,43966338.142916985,66162082.62141148,131525240.95426802
AUT,SVN,Austria,41946098.508937135,63121955.39626166,125481696.82783121
AUT,SWE,Austria,30546378.97954202,45967258.934776515,91379451.3089759
AUT,TUR,Austria,21805535.252599332,32813731.73032828,65231229.14881522
AUT,USA,Austria,42910594.022889845,1190423393.400675,1705146622.7085545
AZE,AUT,Azerbaijan,4085512.22969496,1847491.3664018118,7273158.3584204
AZE,AZE,Azerbaijan,744812517.0580479,33895483.09189512,674432604.2919225
AZE,CAN,Azerbaijan,1966237.9995889922,889143.7656528705,3500359.205245173
AZE,CHE,Azerbaijan,2055447.666290601,929484.873392771,3659173.081338049
AZE,CHN,Azerbaijan,8965360.547486084,4054185.9323712387,15960418.996731156
AZE,CZE,Azerbaijan,9189936.77389329,4155740.55173347,16360216.712749263
AZE,DEU,Azerbaijan,13326884.79174313,6026491.46778233,23724942.691460088
AZE,ESP,Azerbaijan,6124604.541473619,2769580.257465701,10903215.119286109
AZE,FRA,Azerbaijan,6025746.930727976,2724876.2957376703,10727225.667421998
AZE,GBR,Azerbaijan,2325396.6708174213,1051557.3155230694,4139744.8550194367
AZE,GEO,Azerbaijan,4372832.095257382,1977419.0085623486,7784654.289473232
AZE,GRC,Azerbaijan,2760003.2089290256,1248088.8106699872,4913445.18868031
AZE,HRV,Azerbaijan,3483076.5585121065,1575066.603300343,6200683.282852869
AZE,IND,Azerbaijan,3599823.4434227296,1627860.1943607193,6408519.787572044
AZE,ITA,Azerbaijan,43656729.483754575,19741816.025012378,77719093.49290465
AZE,JPN,Azerbaijan,1162743.6311209123,525799.1407346658,2069953.0643721921
AZE,NLD,Azerbaijan,823376.4678391198,372335.42089892854,1465800.8843209087
AZE,OASIAOCN,Azerbaijan,1642678.3767746084,742828.3035864573,2924348.109741613
AZE,PRT,Azerbaijan,5929082.072962532,2681163.909110094,10555139.823910827
AZE,ROU,Azerbaijan,1667755.4495600904,754168.295455547,2968991.109512553
AZE,RUS,Azerbaijan,8095763.126616817,3660949.1392895533,14412334.106888995
AZE,THA,Azerbaijan,2595068.394700742,1173504.369803293,4619823.004911074
AZE,TUR,Azerbaijan,3488702.2076375317,1577610.5531419532,6210698.241726504
AZE,TWN,Azerbaijan,5859150.619675912,2649540.516760927,10430645.634347223
AZE,UKR,Azerbaijan,3070732.0738306073,1388602.132604253,5466614.562286655
AZE,USA,Azerbaijan,23658829.579641424,52872659.6587525,132825635.43690425
BEL,ARE,Belgium,192804831.08524975,547546567.7322352,724730462.3255558
BEL,AUT,Belgium,194084596.12265918,551180973.3111463,729540947.1148074
BEL,BEL,Belgium,29736147115.81152,17255357545.288918,52732796799.76711
BEL,CAN,Belgium,234383425.86172184,665625646.626895,881019462.1684902
BEL,CHE,Belgium,597427695.293752,1696635308.2804022,2245659755.407738
BEL,CHN,Belgium,465174217.8817172,1321048570.0228236,1748534640.3912652
BEL,CZE,Belgium,183716802.2899282,521737468.7261537,690569641.3887135
BEL,DEU,Belgium,2921410943.058883,8296516875.658619,10981236784.828566
BEL,DNK,Belgium,216048136.1423931,613555245.186821,812099285.6336671
BEL,ESP,Belgium,557379660.4395368,1582902867.5245438,2095123948.5415077
BEL,FIN,Belgium,126588766.60470085,359499522.2770829,475832139.83928734
BEL,FRA,Belgium,3104778250.417976,8817261813.49879,11670492716.27869
BEL,GBR,Belgium,2150068142.2149377,6105979943.727028,8081850802.015977
BEL,GRC,Belgium,121441231.1926543,344881033.04482913,456483165.5526411
BEL,HKG,Belgium,175811182.62822828,499286294.203217,660853355.9608837
BEL,HUN,Belgium,175049214.76174256,497122381.15359,657989209.2429458
BEL,IND,Belgium,556780313.3789546,1581200781.4095073,2092871074.119927
BEL,IRL,Belgium,391973615.72748363,1113166131.3936713,1473382270.2813578
BEL,ISR,Belgium,138528617.5896977,393407513.01191425,520712621.70142984
BEL,ITA,Belgium,1347212020.1574328,3825948309.970781,5064009987.319959
BEL,JPN,Belgium,272255956.1477715,773179870.516091,1023377805.7284154
BEL,LUX,Belgium,559532237.872084,1589015973.6035502,2103215231.4678762
BEL,NGA,Belgium,141578360.7305206,402068480.58115613,532176243.9767737
BEL,NLD,Belgium,3588387528.0508146,10190664121.941175,13488322556.905481
BEL,OAFR,Belgium,125790857.7191651,357233540.30360746,472832895.09913707
BEL,POL,Belgium,368830828.0807884,1047442913.3997144,1386391279.9815576
BEL,PRT,Belgium,181858947.75688484,516461346.4050077,683586186.8399487
BEL,ROU,Belgium,153264893.32223874,435257072.242829,576104532.0829659
BEL,RUS,Belgium,183632198.37506968,521497202.0122091,690251625.3204188
BEL,SGP,Belgium,137322183.0671914,389981358.810934,516177777.60888267
BEL,SWE,Belgium,458315471.87574196,1301570412.6894193,1722753428.7073827
BEL,TUR,Belgium,207648465.44217944,589701014.7917877,780525921.0261348
BEL,USA,Belgium,348366013.8983825,34576186514.65355,30822208779.3745
BGD,ARE,Bangladesh,3605726.888857223,179180.9383257769,5600703.607934792
BGD,AUS,Bangladesh,4647586.468128279,230954.51485326941,7219003.297414096
BGD,AUT,Bangladesh,5055896.382984889,251244.83520388053,7853222.938496712
BGD,BEL,Bangladesh,2500757.192352719,124271.20357768134,3884376.2330035283
BGD,BGD,Bangladesh,1149455985.8870454,5748443.7091509,908149127.2146568
BGD,CAN,Bangladesh,8576139.910846865,426177.8120765303,13321146.948003234
BGD,CHE,Bangladesh,3881115.6841623574,192865.95226836595,6028459.52705797
BGD,CHN,Bangladesh,8352694.613214111,415074.0487221714,12974073.827048015
BGD,CZE,Bangladesh,3430858.228233454,170491.11470348106,5329083.607679955
BGD,DEU,Bangladesh,38324187.747292414,1904460.3578696086,59528195.89601763
BGD,DNK,Bangladesh,4618838.310393075,229525.92027666693,7174349.357803029
BGD,ESP,Bangladesh,19356982.17726708,961914.8472937475,30066814.060148865
BGD,FRA,Bangladesh,18869987.835784752,937714.4278621464,29310375.469690803
BGD,GBR,Bangladesh,23724115.750934947,1178932.6957453298,36850195.47429881
BGD,HKG,Bangladesh,2714539.5289725144,134894.7812511286,4216440.069485246
BGD,IND,Bangladesh,9107023.355234368,452559.2315902865,14145757.6059991
BGD,IRL,Bangladesh,1492740.7909514087,74179.41065542163,2318644.47621619
BGD,ITA,Bangladesh,9416953.142839823,467960.70593097195,14627165.359041227
BGD,JPN,Bangladesh,9373777.602697842,465815.1652303521,14560101.654301135
BGD,KOR,Bangladesh,2816471.5611792016,139960.13360288038,4374769.060598895
BGD,MEX,Bangladesh,2116548.913217619,105178.57618521184,3287593.181630394
BGD,MYS,Bangladesh,1857218.485105301,92291.55759564874,2884780.403750742
BGD,NLD,Bangladesh,9244716.092254322,459401.6560390498,14359632.986133197
BGD,NOR,Bangladesh,1685414.8319547474,83754.04470901164,2617921.218428017
BGD,POL,Bangladesh,11019246.038911354,547584.136501393,17115974.933534615
BGD,RUS,Bangladesh,6185448.169438679,307376.13832886383,9607733.18309983
BGD,SAU,Bangladesh,2442747.038403559,121388.48002777665,3794270.2187283086
BGD,SGP,Bangladesh,3145180.7787591955,156294.82224064966,4885346.52739233
BGD,SVK,Bangladesh,1689137.3669113314,83939.03024092544,2623703.3576761205
BGD,SWE,Bangladesh,3528641.4687688476,175350.29936491835,5480968.363498416
BGD,TUR,Bangladesh,2959294.4628552436,147057.49353211065,4596613.023097741
BGD,USA,Bangladesh,36512253.29404724,8966843.959043842,178854764.91813418
BGR,ARE,Bulgaria,3829189.8199684075,5603361.384403753,8931072.40957615
BGR,AUT,Bulgaria,16476089.080725674,24109925.50943747,38428271.129113674
BGR,BEL,Bulgaria,20620632.005438246,30174751.97983946,48094862.420090705
BGR,BGR,Bulgaria,1307269166.6059048,263316140.8632761,1700589203.7328186
BGR,CHE,Bulgaria,8670932.398393303,12688419.75776832,20223788.516503815
BGR,CHN,Bulgaria,21086756.70271234,30856845.386492275,49182035.84814527
BGR,CZE,Bulgaria,16851212.764625356,24658854.568471707,39303196.88128823
BGR,DEU,Bulgaria,97719180.87872398,142995231.4706418,227916901.81594434
BGR,DNK,Bulgaria,4432061.939443186,6485561.148014973,10337190.88525629
BGR,EGY,Bulgaria,3714771.5254236483,5435929.8692623265,8664207.061655663
BGR,ESP,Bulgaria,14125125.803308591,20669694.686683726,32944964.150344037
BGR,FRA,Bulgaria,25022350.834350295,36615911.19903225,58361282.06390262
BGR,GBR,Bulgaria,27236416.750664305,39855816.25500588,63525294.28263825
BGR,GRC,Bulgaria,36933581.99028419,54045951.452408224,86142633.45737381
BGR,HUN,Bulgaria,9681078.34214993,14166594.786945816,22579818.640913922
BGR,IND,Bulgaria,3386355.344679725,4955349.215987465,7898220.305030308
BGR,ISR,Bulgaria,3514158.361654774,5142366.972692511,8196303.725396205
BGR,ITA,Bulgaria,41504863.48712478,60735236.50248895,96804535.3145076
BGR,JPN,Bulgaria,3499415.16879263,5120792.8430592,8161917.202609189
BGR,KOR,Bulgaria,4589812.386723821,6716401.823516411,10705122.675934145
BGR,MKD,Bulgaria,7548766.393070274,11046322.615357773,17606486.601398576
BGR,NAM,Bulgaria,3665045.156851518,5363163.872656287,8548226.966841081
BGR,NLD,Bulgaria,17788850.4715212,26030926.2510984,41490111.25428863
BGR,OASIAOCN,Bulgaria,3344273.535608727,4893769.718751618,7800070.1214120565
BGR,POL,Bulgaria,14455229.42534841,21152744.62036526,33714886.637792125
BGR,ROU,Bulgaria,47930671.73958066,70138302.821539,111791872.45132495
BGR,RUS,Bulgaria,17461832.818989214,25552392.10357181,40727386.37741196
BGR,SAU,Bulgaria,3621996.098587746,5300168.972415964,8447820.804024901
