AFFILIATE_COUNTRY_CODE,OTHER_COUNTRY_CODE,AFFILIATE_COUNTRY_NAME,UNRELATED_PARTY_REVENUES,RELATED_PARTY_REVENUES,TOTAL_REVENUES
ALB,SWE,Albania,120224.63013485256,16344.343294548687,177351.1604983566
ALB,TUR,Albania,284006.2501879969,38610.188658209394,418956.065850488
ALB,USA,Albania,1653317.2993817013,904766.3801771125,6297677.067453303
ARE,ARE,United Arab Emirates,19221711508.999115,2124372393.561398,25194884319.458397
ARE,AUS,United Arab Emirates,46930274.18784653,68927169.76898664,112928021.94718783
ARE,BEL,United Arab Emirates,51856608.2171886,76162547.52578507,124782228.3632413
ARE,BHR,United Arab Emirates,28051337.060172945,41199402.84291633,67499754.94495471
ARE,CHE,United Arab Emirates,180056083.1401027,264450963.1642133,433267814.0166482
ARE,CHN,United Arab Emirates,292582814.72243565,429720594.8795391,704040176.4987288
ARE,DEU,United Arab Emirates,56425680.7487244,82873210.174109,135776758.69678006
ARE,EGY,United Arab Emirates,24903955.227930307,36576797.805271074,59926229.94902102
ARE,FRA,United Arab Emirates,49499898.59623734,72701214.15514864,119111292.90838617
ARE,GBR,United Arab Emirates,99799660.9855518,146577199.78588712,240147293.00296572
ARE,HKG,United Arab Emirates,94908875.2803275,139394032.36482337,228378626.29439592
ARE,IDN,United Arab Emirates,45706696.27920944,67130083.26792267,109983734.16468759
ARE,IND,United Arab Emirates,459301445.3926421,674582649.4642153,1105214162.995612
