AFFILIATE_COUNTRY_CODE,AFFILIATE_COUNTRY_NAME,UNRELATED_PARTY_REVENUES,RELATED_PARTY_REVENUES,TOTAL_REVENUES,COUNTRY_CODE,CONS_2017_x,SHARE_OF_UNRELATED_PARTY_REVENUES,SHARE_OF_RELATED_PARTY_REVENUES,SHARE_OF_TOTAL_REVENUES,CONS_2017_y,SHARE_OF_CONS_2017
BTN,Bhutan,64287360.0,0.0,64287360.0,BTN,1597.8443970275,0.0004724123146103047,0.0,0.0003171746562317207,1597.8443970275,0.0026838485486721684
BWA,Botswana,2224541229.266,82735209.505,2307266394.983,BWA,11785.8023216386,0.016346925290813056,0.0012423614264760478,0.011383364096203896,11785.8023216386,0.01979623830374919
CAF,Central African Republic,15946108.0,0.0,15946108.0,CAF,2010.6508721868,0.0001171791436031266,0.0,7.867333987791521e-05,2010.6508721868,0.003377226490416575
CAN,Canada,524271151100.544,217560820540.303,741832008391.8469,CAN,1297834.327381754,3.852579231357716,3.266918316504846,3.6599778283533655,1297834.327381754,2.1799311512687254
CHE,Switzerland,609893947213.489,503339098736.249,1113233099556.263,CHE,450778.9768370809,4.481773886343122,7.5581978271215196,5.492360016922931,450778.9768370809,0.7571591482917737
CHL,Chile,101917366797.23401,25112132441.242,127029517359.476,CHL,214765.4703491433,0.7489344584638213,0.37708667045402744,0.6267257435952136,214765.4703491433,0.36073474799781996
CHN,China (People's Republic of),763119278178.46,401186007657.774,1164294211253.04,CHN,6754483.54273015,5.607742245567889,6.024255256473624,5.744280309640423,6754483.54273015,11.345291748627236
CIV,Côte d'Ivoire,5810159229.163,2747505054.858,8557667538.809999,CIV,40536.8576473225,0.04269565229779721,0.041256852066075364,0.042220978739326315,40536.8576473225,0.06808847392580263
CMR,Cameroon,10899215279.693,475165791.295,11374381076.987,CMR,28389.8051847337,0.08009231546785822,0.007135144200610268,0.05611780306333843,28389.8051847337,0.04768545521946827
COD,Democratic Republic of the Congo,443352198.931,4704183377.53,5147535578.461,COD,31256.0021365079,0.003257950528448547,0.07063855891922159,0.025396404947083215,31256.0021365079,0.05249971532110155
COG,Congo,1964777268.276,842639260.137,2807416533.413,COG,6636.8728215686,0.01443806336113315,0.012653168094839466,0.01385095567596052,6636.8728215686,0.011147744751006616
COL,Colombia,103947781056.67,9220827298.362999,113168625199.245,COL,260089.0702229156,0.7638548518338077,0.1384610037760433,0.5583402366155179,260089.0702229156,0.4368633610017609
CPV,Cabo Verde,42704816.954,109563510.0,152268326.954,CPV,1473.2441496187,0.0003138141218156808,0.0016452182739090865,0.0007512465009702405,1473.2441496187,0.002474561465527898
CRI,Costa Rica,12719426271.098,7437843057.407,20157278261.505,CRI,49309.5099233286,0.09346804107750767,0.11168750724136008,0.09944999768477016,49309.5099233286,0.08282361967764482
CUB,Cuba,136358422.0,1210479.0,137568900.0,CUB,84088.0,0.0010020227577182933,1.817669195686773e-05,0.0006787239134672191,84088.0,0.1412399462554558
CUW,Curacao,331433145.199,1731845087.046,2063278233.245,CUW,2740.6765273743,0.002435519194784679,0.026005585114859425,0.010179599291989512,2740.6765273743,0.004603427426385874
CYP,Cyprus,3499045526.9449997,1844629705.799,5343675247.7439995,CYP,18244.4639681177,0.02571255370123957,0.027699171928464657,0.0263640995635403,18244.4639681177,0.03064464739697155
CZE,Czech Republic,86274825197.15399,51936822823.246,138211526585.588,CZE,144528.4832237735,0.6339860567300781,0.7798893080148933,0.6818944413341161,144528.4832237735,0.2427599087016972
DEU,Germany,606188951893.0,268774360831.0,874963994423.0,DEU,2655523.466630593,4.4545479213171415,4.03594673078104,4.3168113319048755,2655523.466630593,4.460398531383867
DJI,Djibouti,115086410.0,6449381.0,121535790.0,DJI,2324.761433986,0.0008457064861318075,9.684464724251768e-05,0.0005996213316754739,2324.761433986,0.0039048280372102917
DMA,Dominica,11303530.0,10311.0,11313841.0,DMA,540.9481481481,8.306340111908496e-05,1.5483116251274345e-07,5.581911638361487e-05,540.9481481481,0.0009086134450983017
DNK,Denmark,40601078615.876,11255861046.206,51856966368.083,DNK,235047.3064698575,0.2983549102747558,0.16901930471011342,0.25584680224878775,235047.3064698575,0.39480150477229004
DOM,Dominican Republic,4862203842.468,2899220323.863,7761425293.1189995,DOM,64309.5575196864,0.035729651541569374,0.04353502600371262,0.03829255703163422,64309.5575196864,0.10801872381068227
DZA,Algeria,7399365324.184,1114953231.572,8514317527.7560005,DZA,104632.0515452627,0.054373850465239064,0.01674226602576208,0.042007102716828365,104632.0515452627,0.17574713796083846
ECU,Ecuador,11828013822.333,2039130369.0279999,13867144187.361,ECU,77675.205,0.08691754315391097,0.03061981626919259,0.0684163526164697,77675.205,0.13046857791339445
EGY,Egypt,19945458983.363,3834129607.516,23779588664.878998,EGY,189112.5354635932,0.14656816587732657,0.05757373138941238,0.11732139661847553,189112.5354635932,0.31764632700398254
ESP,Spain,272111256749.717,123076060194.932,395180850491.438,ESP,1010425.253395296,1.9995953890881928,1.8481242825593749,1.949704427184144,1010425.253395296,1.6971792465596391
EST,Estonia,2634865452.0030003,981114555.414,3615972219.204,EST,18707.2536775953,0.01936217145746013,0.014732529063419948,0.017840128223798282,18707.2536775953,0.031421980591888714
ETH,Ethiopia,1503841610.0,104969764.0,1608811375.0,ETH,59623.2197132634,0.011050901698053664,0.0015762380553591626,0.007937395388569494,59623.2197132634,0.10014723085194743
FIN,Finland,35482298626.531,10882794043.375,46365109210.693,FIN,194157.1741188239,0.2607398222893823,0.16341728766584337,0.2287516173482274,194157.1741188239,0.3261196465328449
FJI,Fiji,660652259.61,192736453.104,853398755.503,FJI,4288.7928379812,0.004854768699708434,0.0028941527584788263,0.004210414876349601,4288.7928379812,0.007203749285715541
FRA,France,413818321193.75,141277800691.063,555096093748.0,FRA,2014573.998174121,3.0409223670608023,2.1214437123694063,2.7386785319865816,2014573.998174121,3.3838160406925075
FSM,Micronesia,574218907.0,210616955.0,784835863.0,FSM,408.880403,0.0042196177125467475,0.0031626484325035565,0.0038721460182118356,408.880403,0.0006867834428768566
GAB,Gabon,3791520440.0,1599212393.0,5390733964.0,GAB,7942.5581520812,0.027861790357430777,0.024013957318686482,0.026596273231135344,7942.5581520812,0.013340862983193572
GBR,United Kingdom,1389459544588.31,465285886653.185,1854798278623.7,GBR,2241112.197336674,10.210371051421982,6.986786415603259,9.151021388989365,2241112.197336674,3.764325067837008
GEO,Georgia,1900884222.938,265669762.30900002,2166553985.2469997,GEO,13594.2592438858,0.013968548647266755,0.0039893277221207165,0.010689131043461446,13594.2592438858,0.022833846030220286
GHA,Ghana,7684535646.63,1407318413.13,9091854055.76,GHA,49651.7714462476,0.05646940971802035,0.02113245523523492,0.044856495657072455,49651.7714462476,0.08339850550085846
GIN,Guinea,965691098.0,40363271.0,1006054369.0,GIN,9257.1615433263,0.007096330706452195,0.0006060995220392693,0.0049635721335888686,9257.1615433263,0.015548960599104258
GMB,Gambia,29016313.167,2351429.0,31367742.167,GMB,1413.0057805933,0.00021322486511625194,3.530932844885829e-05,0.00015475908232323547,1413.0057805933,0.002373380987889426
GNB,Guinea-Bissau,39343778.0,21361.0,39365139.0,GNB,1327.4556784333,0.00028911570222348503,3.207592340640784e-07,0.00019421585253833569,1327.4556784333,0.002229685195014971
GNQ,Equatorial Guinea,518816912.0,467273329.0,986090242.0,GNQ,8622.4262501963,0.003812499039576221,0.007016630078583032,0.004865075086608071,8622.4262501963,0.014482815861589724
GRC,Greece,19696032904.866,2553250142.281,22249281993.147,GRC,178836.9666943203,0.1447352713383855,0.03833989794541702,0.10977132001654778,178836.9666943203,0.3003867800922193
GRL,Greenland,120187367.0,36492676.0,156680044.0,GRL,2258.6941736479,0.0008831906028088282,0.0005479782221201524,0.0007730125967852914,2258.6941736479,0.003793856955731383
GTM,Guatemala,9442507108.347,1999497352.13,11442004462.477001,GTM,68417.3149867369,0.06938777138738411,0.030024682326781134,0.056451436674144914,68417.3149867369,0.11491839372644505
GUY,Guyana,186353730.0,13103830.0,199457559.0,GUY,4016.5303407215,0.0013694106730399846,0.00019676861917072668,0.0009840640945380733,4016.5303407215,0.006746438605471794
HKG,"Hong Kong, China",522540145149.31604,404454278540.028,926994515943.344,HKG,262482.9179097296,3.8398590243368678,6.073331988129714,4.573514403500478,262482.9179097296,0.4408842310263703
HND,Honduras,3701788637.739,2042790447.027,5744588002.766,HND,21008.802164966,0.02720240088490813,0.030674776421599968,0.02834208349775404,21008.802164966,0.035287818579004156
HRV,Croatia,9831509044.015999,2036689571.618,11868199817.422,HRV,43670.5133328432,0.07224633183872758,0.030583164974415322,0.05855415741415098,43670.5133328432,0.07335197597848611
HTI,Haiti,2921221.0,8694.0,2929915.0,HTI,15756.1685577203,2.1466440278434656e-05,1.305501044404802e-07,1.4455326566733522e-05,15756.1685577203,0.026465136527023092
HUN,Hungary,50766598117.884,40975948157.603,91742561849.698,HUN,100612.0855095349,0.37305570055701026,0.6152995527401397,0.45263043180642876,100612.0855095349,0.16899492852744782
IDN,Indonesia,111790896677.638,44953833572.333,156744898242.18298,IDN,674331.6851519806,0.8214895782288212,0.6750319378730204,0.7733325682691033,674331.6851519806,1.1326535411618386
IND,India,161939848819.522,76233906220.32199,238176981845.845,IND,1823707.896953406,1.1900065395199493,1.1447371082319773,1.175094176199873,1823707.896953406,3.0632243049109196
IRL,Ireland,290405972232.599,313703802524.245,604109775478.844,IRL,147411.4861645103,2.1340331523810896,4.7106123973908405,2.9804974160351945,147411.4861645103,0.24760239728989036
IRN,Iran,1833507974.49,123414547.501,1956930310.204,IRN,327302.9339233331,0.013473437796874415,0.0018532070468978785,0.009654910365091803,327302.9339233331,0.5497603557770975
IRQ,Iraq,4322519398.842,2268950543.388,6591469940.23,IRQ,135440.8279771259,0.03176380853335542,0.034070822453368725,0.0325203463379764,135440.8279771259,0.22749566245223696
ISL,Iceland,1215681407.175,160566319.645,1376247726.82,ISL,18242.8047609981,0.008933371465125555,0.0024110823325601887,0.006789995726124397,18242.8047609981,0.030641860479404256
ISR,Israel,13988605579.564,16430873361.672,30419487858.236,ISR,273482.0098864331,0.1027945390822154,0.2467278851408539,0.15008067844411413,273482.0098864331,0.4593590569188688
ITA,Italy,339837092521.68,82371242223.538,422213510394.56,ITA,1551440.413746356,2.4972751637118575,1.2368960518949825,2.0830755068458653,1551440.413746356,2.605905249929567
JAM,Jamaica,1517060236.437,428014043.575,1945074278.011,JAM,13576.4667680613,0.011148038085534377,0.006427108130976363,0.009596416239106741,13576.4667680613,0.022803960572970697
JOR,Jordan,1502960043.426,731902381.985,2234862289.6219997,JOR,40219.7183098592,0.011044423552027657,0.01099033038973752,0.011026143839723609,40219.7183098592,0.06755578504060133
JPN,Japan,313957436177.68896,73443567745.992,387533523220.681,JPN,3650076.538704889,2.307099857791937,1.102837064610161,1.9119747957574718,3650076.538704889,6.130917778458028
KAZ,Kazakhstan,20140678829.325,10719311896.52,30859990742.845,KAZ,105294.3638422773,0.1480027287414538,0.16096242093636626,0.15225398826730396,105294.3638422773,0.1768596029170114
KEN,Kenya,4949178117.6380005,844743407.536,5793930439.174,KEN,74035.6915231931,0.03636877746997293,0.012684764214312394,0.02858552435930665,74035.6915231931,0.12435540257493696
KGZ,Kyrgyzstan,252534746.0,23413850.0,275948596.0,KGZ,7642.0598870421,0.0018557384200779965,0.00035158506589069905,0.0013614480525242594,7642.0598870421,0.012836125579473895
KHM,Cambodia,1720434111.453,477869868.85899997,2191877006.524,KHM,17412.4234869065,0.012642520407215894,0.007175748940476309,0.01081406727615604,17412.4234869065,0.02924709539372931
KIR,Kiribati,0.0,0.0,0.0,KIR,293.5442100991,0.0,0.0,0.0,293.5442100991,0.0004930568982256339
KNA,Saint Kitts and Nevis,148752539.0,40071403.0,188823942.0,KNA,861.0125796296,0.0010931002805707004,0.0006017167985652832,0.0009316010004481186,861.0125796296,0.0014462155179354493
KOR,Korea,170340599119.751,42688944723.334,213028472602.874,KOR,1022480.560200378,1.25173901529426,0.6410221062899862,1.0510189338212845,1022480.560200378,1.717428162995311
KWT,Kuwait,5245979244.992001,729629227.954,5975608468.946,KWT,81725.6494160716,0.03854980508647874,0.010956196447230464,0.02948186956056846,81725.6494160716,0.13727198091544782
LAO,Lao People's Democratic Republic,1939051639.169,613152377.856,2552204016.025,LAO,13333.2415528973,0.014249019916337093,0.009207166662874348,0.012591813249384427,13333.2415528973,0.022395422894375232
LBN,Lebanon,2203090323.146,219424322.24199998,2422514640.388,LBN,55011.5883420497,0.016189294425108854,0.0032949008724953628,0.01195196455852868,55011.5883420497,0.09240121992268051
LBR,Liberia,2312216011.222,743320169.915,3055536173.137,LBR,2476.0,0.016991198856826466,0.011161781207168018,0.015075103960067974,2476.0,0.004158858659125066
LBY,Libya,1179063452.408,254881172.61,1433944628.0180001,LBY,53084.8224357782,0.008664286332872903,0.0038273250177303392,0.0070746550246725305,53084.8224357782,0.08916489234860774
LCA,Saint Lucia,123520229.0,-1852729.0,121667500.0,LCA,1589.95493,0.000907681965523003,-2.7820791862193063e-05,0.0006002711495241503,1589.95493,0.0026705968611668374
LIE,Liechtenstein,981700300.029,1083008803.661,2064710231.478,LIE,4142.7569147703,0.007213973493239269,0.016262584820324714,0.010186664344081808,4142.7569147703,0.006958457377884776
LKA,Sri Lanka,2965257167.465,415457367.666,3380627611.131,LKA,66120.9846719489,0.0217900377600968,0.006238555640598492,0.016679008134848565,66120.9846719489,0.11106132053829178
LSO,Lesotho,369732626.737,16394218.788,386126846.525,LSO,2977.6916763794,0.0027169609388808936,0.000246177475844661,0.0019050346725764634,2977.6916763794,0.005001534253842933
LTU,Lithuania,2743119564.152,1314928458.58,4058047894.9440002,LTU,37491.519980353,0.020157671158900544,0.019745117046167316,0.020021197729238237,37491.519980353,0.06297331684735522
LUX,Luxembourg,73901197794.571,100124328104.059,174025543721.63,LUX,32467.9068662706,0.54305910061647,1.5034784323691985,0.8585901179554779,32467.9068662706,0.05453531325301118
LVA,Latvia,1844885450.416,552368078.071,2397243603.487,LVA,23966.1500090259,0.013557044585777004,0.008294422622700297,0.011827284801237452,23966.1500090259,0.04025518194302409
MAC,"Macau, China",31595271412.999,13712059534.044,45307339874.043,MAC,17306.8754912939,0.23217620538400785,0.205901863844436,0.22353289899170412,17306.8754912939,0.02906980977357311
MAR,Morocco,15336919146.944,8856764264.144001,24193693443.876,MAR,84376.3081028501,0.11270255106445365,0.13299419136056043,0.11936446606357774,84376.3081028501,0.1417242082304292
MCO,Monaco,2274839238.5880003,445345771.146,2851167680.5220003,MCO,4992.4961262838,0.016716537591024122,0.006687363346588049,0.014066810784088161,4992.4961262838,0.00838573737699666
MDA,Moldova,242583180.053,95080819.60100001,337664000.654,MDA,9733.7668633786,0.0017826098563444826,0.0014277445283180366,0.0016659334483366552,9733.7668633786,0.01634949943686055
MDG,Madagascar,945432111.222,185641469.50599998,1131073580.728,MDG,11559.8118349221,0.006947458597915548,0.0027876136683336232,0.005580379628906596,11559.8118349221,0.019416649251826415
MDV,Maldives,45793009.0,318512.0,46111522.0,MDV,2936.7436550401,0.0003365075401239142,4.7828128439781726e-06,0.00022750049370002788,2936.7436550401,0.004932755161306186
MEX,Mexico,260956931584.749,162988812610.134,423945796298.095,MEX,890457.8950696142,1.9176284119234979,2.4474587656870086,2.091622088723683,890457.8950696142,1.4956738802490084
MHL,Marshall Islands,344323559.105,1246178783.703,1590501214.02,MHL,277.062084,0.0025302437295862067,0.01871276401701602,0.0078470585165253,277.062084,0.0004653723938443605
MKD,North Macedonia,565186247.833,402276458.306,967462705.139,MKD,9223.4892565705,0.004153241687397038,0.006040629588888289,0.004773172376645625,9223.4892565705,0.015492402327154783
MLI,Mali,262393901.0,37283885.0,299677785.0,MLI,14144.2995467278,0.0019281879067834975,0.0005598591075105652,0.0014785207922312956,14144.2995467278,0.023757731279146873
MLT,Malta,8494868296.61,3270538459.74,11765406754.35,MLT,8075.2999537647,0.06242409696573675,0.0491107818605549,0.05804700710586539,8075.2999537647,0.013563825176795868
MMR,Myanmar,2533981225.183,521038988.2,3055055874.383,MMR,50622.816867031,0.0186208289742767,0.00782398140408007,0.015072734309296988,50622.816867031,0.08502953969174246
MNE,Montenegro,269468670.237,25612160.563,295080835.8,MNE,4527.4232509412,0.0019801764798184603,0.00038459515026984117,0.0014558408162262974,4527.4232509412,0.007604569220800069
MNG,Mongolia,301304789.384,310316188.0,611620977.3840001,MNG,7571.334805945,0.0022141225422239426,0.004659743587873441,0.0030175554455164942,7571.334805945,0.012717330904216223
MOZ,Mozambique,1707708957.821,1026770654.722,2734479615.543,MOZ,11814.4748019436,0.01254901027892528,0.01541810630439123,0.013491106681507825,11814.4748019436,0.019844398559401472
MRT,Mauritania,79825168.0,2128187.0,81953354.0,MRT,4889.6257097825,0.0005865910869420743,3.1957100887839e-05,0.0004043334005625136,4889.6257097825,0.00821294920153857
MUS,Mauritius,8278459219.028,5614909674.144,13893367766.172,MUS,11932.8942722516,0.0608338261373314,0.08431412978874649,0.06854573193138548,11932.8942722516,0.02004330398730916
MWI,Malawi,410529554.402,402316832.06700003,812846386.469,MWI,8543.8139251992,0.0030167550356864216,0.006041235845929376,0.004010341584994336,8543.8139251992,0.014350773232943464
MYS,Malaysia,75494789883.838,60434271079.065,135899019025.114,MYS,215667.797185292,0.5547695290340515,0.9074879688470473,0.6704852188909081,215667.797185292,0.3622503577619064
NAM,Namibia,2746626750.084,105539549.43,2852166300.514,NAM,12399.2239786974,0.020183443531944095,0.0015847940189426875,0.014071737677223431,12399.2239786974,0.02082658320284202
NCL,New Caledonia,1878181781.684,761783355.552,2639964008.448,NCL,8175.9900886748,0.013801720940854382,0.011439026527298491,0.013024794871707436,8175.9900886748,0.013732951202425651
NER,Niger,559874877.0,78723018.0,638597895.0,NER,9726.0336250298,0.004114211355633979,0.0011821138971439848,0.0031506515093624233,9726.0336250298,0.016336510161711126
NGA,Nigeria,13486862633.256,10744147952.985,24229788013.242,NGA,317618.2031408037,0.09910750718971344,0.16133536201819226,0.11954254590120825,317618.2031408037,0.5334932206897721
NIC,Nicaragua,2636334344.92,780281772.2509999,3416616117.171,NIC,11550.8160071325,0.01937296554050903,0.01171680088111008,0.016856564687669058,11550.8160071325,0.019401539245243706
NLD,Netherlands,332041764670.312,316907780925.745,648976025156.06,NLD,572468.1955388244,2.43999160325128,4.75872370575763,3.2018541075804303,572468.1955388244,0.9615566688571654
NOR,Norway,60527599040.206,19797298066.027,80324914683.233,NOR,273553.9391497077,0.4447839071380156,0.2972785058844194,0.3962991667646132,273553.9391497077,0.45947987422073233
NPL,Nepal,516221588.0,70823903.0,587045491.0,NPL,25619.9145110517,0.0037934274364180938,0.0010634998773329238,0.0028963073269816443,25619.9145110517,0.0430329577182275
NZL,New Zealand,50192383516.416,9688358818.06,59880733124.476,NZL,155698.2396722111,0.36883611448344106,0.14548151087584316,0.2954336737993143,155698.2396722111,0.2615213942937419
OMN,Oman,4662869433.627,1723409248.1069999,6386287594.734,OMN,49177.3990143043,0.034264853026557185,0.025878911586618165,0.03150803785466783,49177.3990143043,0.0826017171744297
PAK,Pakistan,14095159025.827,911832590.214,15006990616.041,PAK,282088.1090667495,0.10357754152902313,0.01369218310152649,0.07404001486008234,282088.1090667495,0.4738144487190902
PAN,Panama,15727153938.699,10885373162.31,26612527070.010002,PAN,38621.340792,0.11557017109449454,0.16345601601255702,0.13129826959588609,38621.340792,0.06487104102577922
PER,Peru,41201549773.171,19202753815.799,60213980848.757,PER,163239.9566802851,0.3027674412804537,0.2883507610072911,0.2970778186574766,163239.9566802851,0.27418897712237655
PHL,Philippines,35514869571.627,35724747660.514,71237341722.929,PHL,274297.8869333612,0.2609791681819784,0.5364469218069823,0.3514637927553973,274297.8869333612,0.460729459714264
PLW,Palau,27794776.0,0.0,27794776.0,PLW,284.99772,0.00020424846290522657,0.0,0.00013713113313157797,284.99772,0.00047870162990827994
PNG,Papua New Guinea,6585066680.83,616529911.756,7201596592.587,PNG,16989.3561926477,0.04839001932190242,0.009257884100578083,0.03553052922959214,16989.3561926477,0.02853648267962559
POL,Poland,144527061339.213,60707528191.395004,205234522397.796,POL,401833.8331275361,1.0620495781920911,0.9115912290901789,1.0125659085767766,401833.8331275361,0.674947542985408
PRI,Puerto Rico,20463600705.897,84172785589.3,104636395209.197,PRI,71511.3,0.15037570332229955,1.263948234383398,0.5162447591533317,71511.3,0.12011526220932567
PRK,Democratic People's Republic of Korea,353331407.0,57678712.0,411010119.0,PRK,18279.6790872673,0.0025964374303966693,0.0008661101766266828,0.002027801315866503,18279.6790872673,0.030703797115552905
PRT,Portugal,49826802144.656,19036285931.02,68863086950.888,PRT,180990.7931020744,0.36614965882541506,0.28585106009357086,0.33974992799055664,180990.7931020744,0.3040044939880757
PRY,Paraguay,4123785517.76,1526043585.25,5649827975.222,PRY,28858.1107152324,0.030303422965283617,0.022915246081793465,0.027874565790373045,28858.1107152324,0.048472053163987935
PYF,French Polynesia,603897802.0,85163014.0,689060817.0,PYF,5587.7477995616,0.004437711525732205,0.001278817618146547,0.003399620512566134,5587.7477995616,0.00938556273070024
QAT,Qatar,8553411898.558001,1620146472.19,10173558300.749,QAT,69440.7796038462,0.06285430157363914,0.02432830586074075,0.050193301711151814,69440.7796038462,0.11663747477861511
ROU,Romania,48951242589.042,28001320052.023,76952563647.065,ROU,167330.1158340855,0.35971565506096154,0.4204710440836112,0.37966099278158955,167330.1158340855,0.28105908770960697
RUS,Russia,165938904708.577,26760937502.848,192703742068.213,RUS,1119068.988999701,1.219393393309006,0.4018453169912549,0.9507427765746118,1119068.988999701,1.879664682980509
RWA,Rwanda,201246800.449,11364345.446,212612272.683,RWA,8214.969436709,0.0014788516250788678,0.0001706483189409933,0.001048965527576111,8214.969436709,0.01379842357685985
SAU,Saudi Arabia,32457366822.081,3901220889.515,36358125246.466,SAU,451899.2605509334,0.23851126856935786,0.058581181800272185,0.17938014372152938,451899.2605509334,0.7590408533095574
SDN,Sudan,1288152612.0,116200676.0,1404353287.0,SDN,116284.1908860214,0.009465922336929526,0.0017448827223204972,0.006928660175687911,116284.1908860214,0.19531886679550978
SEN,Senegal,4858628198.103001,817360170.12,5675989369.222,SEN,17643.3168257694,0.035703376105298654,0.01227357437021563,0.02800363830398214,17643.3168257694,0.02963491961087967
SGP,Singapore,710331372079.978,576867573047.7109,1287196781344.063,SGP,155786.0854137625,5.219833068656357,8.66230985848919,6.350644926551355,155786.0854137625,0.2616689459992825
SLB,Solomon Islands,84916028.0,12175982.0,97092010.0,SLB,1316.1894510358,0.0006240010063408023,0.00018283594683292007,0.00047902301314903565,1316.1894510358,0.0022107616702299287
