UNRELATED_PARTY_REVENUES,RELATED_PARTY_REVENUES,TOTAL_REVENUES,COUNTRY_CODE,COUNTRY_NAME,CONS_2017_x,SHARE_OF_UNRELATED_PARTY_REVENUES,SHARE_OF_RELATED_PARTY_REVENUES,SHARE_OF_TOTAL_REVENUES,CONS_2017_y,SHARE_OF_CONS_2017
5349195358.209429,688670616.0140489,7395767398.43425,CIV,Côte d'Ivoire,40536.8576473225,0.030817210258724328,0.009554558463437545,0.029898664466061563,40536.8576473225,0.06808847392580263
9970715388.303963,135248155.48121276,9729711627.580446,CMR,Cameroon,28389.8051847337,0.05744221550624312,0.0018764215846708591,0.03933403629840397,28389.8051847337,0.04768545521946827
647048235.4775666,1175361549.6409328,4735683860.97472,COD,"Congo, Dem. Rep. of the",31256.0021365079,0.0037277048574504597,0.016306867725414537,0.01914481826545844,31256.0021365079,0.05249971532110155
1866166674.8291664,334495917.46458936,2566477041.211715,COG,Congo,6636.8728215686,0.010751159182805687,0.004640768351195923,0.010375425805209186,6636.8728215686,0.011147744751006616
103290860450.81235,9302697812.574783,113137321799.99803,COL,Colombia,260089.0702229156,0.5950682207618511,0.12906485052663422,0.4573771240835821,260089.0702229156,0.4368633610017609
39699566.6386358,36148125.99601205,139098332.59713247,CPV,Cabo Verde,1473.2441496187,0.00022871288303304816,0.0005015160733466779,0.0005623289849530373,1473.2441496187,0.002474561465527898
11460310833.985598,450600379.0369113,11569763067.331106,CRI,Costa Rica,49309.5099233286,0.06602391293472801,0.00625159192949719,0.04677276140068959,49309.5099233286,0.08282361967764482
221318221.7909546,108996164.51347058,292396865.9836734,CUB,Cuba,84088.0,0.001275034789027012,0.0015122036600922237,0.0011820647291888382,84088.0,0.1412399462554558
294456300.65202165,330626472.8359798,1454213948.4782157,CUW,Curaçao,2740.6765273743,0.0016963900402839286,0.004587084000411411,0.0058789105396448256,2740.6765273743,0.004603427426385874
3242874482.713272,2674026828.6969504,5426945494.334608,CYP,Cyprus,18244.4639681177,0.018682500466739197,0.03709922432216028,0.021939362566360133,18244.4639681177,0.03064464739697155
107679043653.82542,54561065098.7018,164675934313.53934,CZE,Czechia,144528.4832237735,0.6203489509212975,0.7569756487219332,0.6657308485280479,144528.4832237735,0.2427599087016972
917334583944.8315,516795464235.1599,1416507356933.8179,DEU,Germany,2655523.466630593,5.2848495629612176,7.169976998951051,5.726475144099063,2655523.466630593,4.460398531383867
106116352.28877327,1943095.9262004516,105357722.45232083,DJI,Djibouti,2324.761433986,0.0006113461411262884,2.6958350182565076e-05,0.0004259267528042156,2324.761433986,0.0039048280372102917
10206405.648323344,10639.422973030698,8314236.086469433,DMA,Dominica,540.9481481481,5.880004893960309e-05,1.4761046347734478e-07,3.361173244761564e-05,540.9481481481,0.0009086134450983017
60893316132.7386,39882209529.75217,106272183492.62299,DNK,Denmark,235047.3064698575,0.35081203825050233,0.5533224356349037,0.4296236191790381,235047.3064698575,0.39480150477229004
4733925135.612625,1436442358.6645317,6692401013.018674,DOM,Dominican Republic,64309.5575196864,0.02727258147888393,0.019929081009227214,0.02705518461856135,64309.5575196864,0.10801872381068227
12524172141.424866,5669697322.001882,17697052050.691776,DZA,Algeria,104632.0515452627,0.07215291653284145,0.07866090591551703,0.07154338323485933,104632.0515452627,0.17574713796083846
12051755248.54373,2367127699.008404,13896297629.127739,ECU,Ecuador,77675.205,0.06943127902611847,0.03284133149386005,0.056178178375617664,77675.205,0.13046857791339445
23005990636.7887,5712252402.303376,29447900496.15665,EGY,Egypt,189112.5354635932,0.13253964441139465,0.0792513115364367,0.11904821348910394,189112.5354635932,0.31764632700398254
348435258926.8723,121572535706.86572,485420888008.65686,ESP,Spain,1010425.253395296,2.0073678220450732,1.686687180996119,1.962397608456575,1010425.253395296,1.6971792465596391
2257646110.1851974,862794889.6945062,2971602722.021512,EST,Estonia,18707.2536775953,0.013006508494888363,0.011970344056864967,0.012013216198628163,18707.2536775953,0.031421980591888714
1405176751.4465063,91793700.71150091,1443385550.8703084,ETH,Ethiopia,59623.2197132634,0.008095353506493265,0.0012735381176847427,0.005835134875897955,59623.2197132634,0.10014723085194743
43418002898.72591,20203541054.129528,60170059692.26919,FIN,Finland,194157.1741188239,0.2501351389775795,0.28030223692047757,0.24324783740804465,194157.1741188239,0.3261196465328449
635533157.3848959,111325988.51756206,641326207.3686126,FJI,Fiji,4288.7928379812,0.003661365425262242,0.0015445274432462858,0.0025926717343037913,4288.7928379812,0.007203749285715541
623977450588.7906,290005342959.89124,912981091482.0891,FRA,France,2014573.998174121,3.5947919273477917,4.0235098457620415,3.6908834266286736,2014573.998174121,3.3838160406925075
472038748.668267,37723273.673778,498099531.65588087,FSM,Micronesia (Federated States of),408.880403,0.002719458982863639,0.0005233695403391706,0.0020136532107316502,408.880403,0.0006867834428768566
3478954197.002135,345413493.84854585,4624163047.943017,GAB,Gabon,7942.5581520812,0.02004257758224293,0.004792237891806364,0.018693976156697264,7942.5581520812,0.013340862983193572
1473242993161.712,463194963094.80273,1966882238287.0332,GBR,United Kingdom,2241112.197336674,8.487489433860254,6.426328134158124,7.951460466327016,2241112.197336674,3.764325067837008
1743214288.5633252,296590856.04908663,1587432553.727132,GEO,Georgia,13594.2592438858,0.010042819089458515,0.00411487670294935,0.006417469713344273,13594.2592438858,0.022833846030220286
7031414422.349656,321846058.75716513,7776104688.668706,GHA,Ghana,49651.7714462476,0.040508630206826025,0.004465265270675579,0.031436243517974215,49651.7714462476,0.08339850550085846
896989868.2182561,39775563.190185755,889157135.3214521,GIN,Guinea,9257.1615433263,0.005167641769972756,0.0005518428332493736,0.003594570977476765,9257.1615433263,0.015548960599104258
38032946.22227086,23069514.898012817,50827545.046880595,GMB,Gambia,1413.0057805933,0.00021911132834056946,0.0003200645180594003,0.00020547911164864937,1413.0057805933,0.002373380987889426
41143740.84776137,7654067.059727701,43834842.64436526,GNB,Guinea-Bissau,1327.4556784333,0.0002370329045077821,0.00010619188550328383,0.0001772099069021492,1327.4556784333,0.002229685195014971
479811671.8400674,100546048.62756655,851155090.6583033,GNQ,Equatorial Guinea,8622.4262501963,0.0027642395137041625,0.0013949674598286055,0.003440941161773216,8622.4262501963,0.014482815861589724
18289485638.63737,7703828672.420666,30758446256.8561,GRC,Greece,178836.9666943203,0.10536742195904297,0.10688227395119194,0.12434632061654927,178836.9666943203,0.3003867800922193
106649837.6862011,6944226.258570569,110351380.24598275,GRL,Greenland,2258.6941736479,0.0006144195999479523,9.634361366377383e-05,0.000446114475157766,2258.6941736479,0.003793856955731383
8919303597.005535,1161805319.6630414,9309348854.125813,GTM,Guatemala,68417.3149867369,0.05138493472452353,0.01611878972577918,0.0376346473316547,68417.3149867369,0.11491839372644505
177618837.58629733,16493013.382959636,171512177.2222338,GUY,Guyana,4016.5303407215,0.0010232785862656147,0.00022882268669719309,0.0006933675388029234,4016.5303407215,0.006746438605471794
610863834722.0618,222365417901.1459,767586788019.0298,HKG,"China, Hong Kong SAR",262482.9179097296,3.5192431708797898,3.085079189061666,3.1031018942566493,262482.9179097296,0.4408842310263703
3450873538.025272,669462323.7809924,5367842209.540572,HND,Honduras,21008.802164966,0.019880802303169333,0.009288064225327365,0.021700427350350895,21008.802164966,0.035287818579004156
8653872111.74052,2366739462.0664186,9905049472.376831,HRV,Croatia,43670.5133328432,0.04985575933590293,0.032835945127034444,0.04004286975777958,43670.5133328432,0.07335197597848611
46738734.269396834,117462191.46822831,145790120.8566299,HTI,Haiti,15756.1685577203,0.0002692661801921526,0.0016296606091928672,0.000589381692409873,15756.1685577203,0.026465136527023092
57216822273.026505,30629004929.415714,91774321263.6408,HUN,Hungary,100612.0855095349,0.3296314163620578,0.42494424979074347,0.37101351222092915,100612.0855095349,0.16899492852744782
155732451487.37146,60506146272.43011,200678760444.6612,IDN,Indonesia,674331.6851519806,0.897189087369468,0.8394572071381126,0.8112784787242404,674331.6851519806,1.1326535411618386
309689003023.0442,164543468634.9377,468118782785.2634,IND,India,1823707.896953406,1.7841470505146233,2.282862306437135,1.8924508658453552,1823707.896953406,3.0632243049109196
203708736248.29877,151178846071.19437,352227088200.3583,IRL,Ireland,147411.4861645103,1.1735849106479872,2.0974426520221754,1.4239387150263698,147411.4861645103,0.24760239728989036
5713144965.982037,5484319479.614916,10116617578.332315,IRN,Iran (Islamic Republic of),327302.9339233331,0.032913957682445844,0.07608898925212909,0.040898170292653406,327302.9339233331,0.5497603557770975
4693372855.396498,2116579345.8688388,5382088983.52786,IRQ,Iraq,135440.8279771259,0.02703895603389561,0.029365244621088443,0.02175802238981359,135440.8279771259,0.22749566245223696
904835351.7633036,132871039.76535602,906402259.5522298,ISL,Iceland,18242.8047609981,0.005212840327848949,0.0018434416802675527,0.003664287364603911,18242.8047609981,0.030641860479404256
41239120692.28079,29683600435.713192,71054366884.74393,ISR,Israel,273482.0098864331,0.23758239663251604,0.4118277870048635,0.287249525287282,273482.0098864331,0.4593590569188688
476253741403.4506,196633245949.6625,670250286634.0602,ITA,Italy,1551440.413746356,2.7437419466854407,2.7280731899895923,2.709602310180268,1551440.413746356,2.605905249929567
1514453785.7445753,244637111.85537612,1762936681.1869798,JAM,Jamaica,13576.4667680613,0.008724908629628773,0.003394074806149444,0.007126975399047936,13576.4667680613,0.022803960572970697
1350370515.9284961,228747774.96784726,1611584598.4866533,JOR,Jordan,40219.7183098592,0.007779609703856555,0.0031736274766033666,0.006515108517207561,40219.7183098592,0.06755578504060133
551100443320.7991,198626160785.91,761160638447.1584,JPN,Japan,3650076.538704889,3.1749407337364874,2.7557227235587582,3.0771230769808677,3650076.538704889,6.130917778458028
17934004641.9965,7086036636.572945,25532031072.382545,KAZ,Kazakhstan,105294.3638422773,0.10331946298898027,0.09831107897424127,0.10321763639184173,105294.3638422773,0.1768596029170114
4902485798.688347,659932153.2056134,5629860884.9104805,KEN,Kenya,74035.6915231931,0.02824367508222043,0.009155843436736127,0.02275968300790245,74035.6915231931,0.12435540257493696
252666821.466962,108930337.66001731,312524840.17461765,KGZ,Kyrgyzstan,7642.0598870421,0.0014556369773635173,0.0015112903838391673,0.0012634355341771069,7642.0598870421,0.012836125579473895
1720903474.945186,1026351331.6493033,2507616340.417409,KHM,Cambodia,17412.4234869065,0.00991428442428533,0.01423951243778665,0.010137471276831402,17412.4234869065,0.02924709539372931
86358.04521200233,18574.72494447885,185560.12079816655,KIR,Kiribati,293.5442100991,4.975167027217224e-07,2.577041785977324e-07,7.501587720566758e-07,293.5442100991,0.0004930568982256339
132065244.37739655,7637068.751907187,133172778.34785257,KNA,Saint Kitts and Nevis,861.0125796296,0.0007608401135699742,0.00010595605240386886,0.0005383739105530267,861.0125796296,0.0014462155179354493
361401335001.46,146461988152.32535,498399847543.163,KOR,"Korea, Republic of",1022480.560200378,2.0820665880955507,2.0320013602034415,2.0148672894693855,1022480.560200378,1.717428162995311
5403984219.074062,1148543789.7730305,5763951187.6903715,KWT,Kuwait,81725.6494160716,0.031132853964372532,0.015934800370487525,0.023301766169119404,81725.6494160716,0.13727198091544782
1878130005.6158166,983256910.2728034,2668357965.060788,LAO,Lao People's Dem. Rep.,13333.2415528973,0.01082008104031105,0.013641624043951969,0.010787297000387754,13333.2415528973,0.022395422894375232
2074533437.103985,238906708.00158694,1835573069.2173262,LBN,Lebanon,55011.5883420497,0.011951579413130225,0.003314571662894934,0.0074206205174984895,55011.5883420497,0.09240121992268051
4730555963.085499,3253014516.2561326,8305930294.358625,LBR,Liberia,2476.0,0.027253171363677154,0.04513205102008616,0.033578154851395065,2476.0,0.004158858659125066
1186945050.4255035,221684296.40553245,1404397297.0847428,LBY,Libya,53084.8224357782,0.00683810044970184,0.00307562936646257,0.0056775181398309085,53084.8224357782,0.08916489234860774
112192134.5934909,2550373.7755649355,92287394.7169532,LCA,Saint Lucia,1589.95493,0.0006463492861289034,3.538367221661163e-05,0.00037308770009090986,1589.95493,0.0026705968611668374
669990978.6223711,164856570.4249978,1038805378.4928445,LIE,Liechtenstein,4142.7569147703,0.0038598801271983226,0.0022872062544560747,0.004199549794342246,4142.7569147703,0.006958457377884776
4070458468.6136017,1129404671.6411693,4812419837.879998,LKA,Sri Lanka,66120.9846719489,0.023450288515665618,0.015669265848065307,0.01945503667855403,66120.9846719489,0.11106132053829178
790951911.9721968,288834758.2952293,948422190.2065883,LSO,Lesotho,2977.6916763794,0.004556747275714826,0.004007269252138852,0.0038341601769624795,2977.6916763794,0.005001534253842933
2795255530.984635,2169424098.6230483,4877976400.745886,LTU,Lithuania,37491.519980353,0.016103726197438873,0.030098408296051597,0.019720060383476172,37491.519980353,0.06297331684735522
72183866019.38135,42358930604.57348,133062428557.96518,LUX,Luxembourg,32467.9068662706,0.4158579426329803,0.5876842564484193,0.5379278025071677,32467.9068662706,0.05453531325301118
1642679386.735391,692026585.6389908,2238951198.1007323,LVA,Latvia,23966.1500090259,0.009463628201764196,0.009601118905014992,0.009051346131041449,23966.1500090259,0.04025518194302409
30140648859.3471,12600519314.26282,43892872781.79085,MAC,"China, Macao SAR",17306.8754912939,0.1736430717205661,0.17481854991086487,0.1774445037349504,17306.8754912939,0.02906980977357311
20432216777.47125,8541412081.59936,32541652901.751877,MAR,Morocco,84376.3081028501,0.1177118946528694,0.11850283603836528,0.13155524083768516,84376.3081028501,0.1417242082304292
1552532649.348401,67790932.2954928,1434491037.2198057,MCO,Monaco,4992.4961262838,0.008944284492260417,0.00094052571845901,0.005799177271379257,4992.4961262838,0.00838573737699666
351720278.46474826,301135213.188569,627267509.988185,MDA,"Moldova, Republic of",9733.7668633786,0.002026293124080897,0.004177924733398551,0.0025358370269418086,9733.7668633786,0.01634949943686055
893987892.4316727,127769000.352493,1033125110.3414935,MDG,Madagascar,11559.8118349221,0.005150347109222563,0.0017726564126528128,0.004176586331271401,11559.8118349221,0.019416649251826415
43312380.26309122,3379753.308600171,42125332.238255754,MDV,Maldives,2936.7436550401,0.00024952663718385843,4.6890414413090114e-05,0.00017029891642882393,2936.7436550401,0.004932755161306186
473056567642.0796,129223845387.36353,609191295467.0176,MEX,Mexico,890457.8950696142,2.72532273231021,1.7928408108508456,2.4627608140664075,890457.8950696142,1.4956738802490084
3099242603.691063,3669273689.1042147,7269594792.096938,MHL,Marshall Islands,277.062084,0.0178550238989055,0.05090719593034616,0.029388589957432966,277.062084,0.0004653723938443605
586574340.4675163,231548715.74319077,786098415.4826162,MKD,North Macedonia,9223.4892565705,0.003379309143162588,0.003212487494394658,0.003177938339000933,9223.4892565705,0.015492402327154783
339342122.468225,187018287.88480943,460096283.8383478,MLI,Mali,14144.2995467278,0.0019549814200926106,0.0025946760668687408,0.001860018531069123,14144.2995467278,0.023757731279146873
6759570466.804535,4715573086.348537,10518461122.407711,MLT,Malta,8075.2999537647,0.03894251198257004,0.06542346615992484,0.04252269208260408,8075.2999537647,0.013563825176795868
5624275273.557735,4746592949.824471,10021177464.046286,MMR,Myanmar,50622.816867031,0.032401971147337394,0.06585383314846296,0.04051233718029177,50622.816867031,0.08502953969174246
285732051.1995016,107521296.62516093,367534366.8064813,MNE,Montenegro,4527.4232509412,0.0016461288305647406,0.0014917414665021119,0.0014858210272026408,4527.4232509412,0.007604569220800069
247675333.73531818,55580247.49397571,388127182.6104236,MNG,Mongolia,7571.334805945,0.0014268805538962313,0.0007711156999367106,0.0015690710345330266,7571.334805945,0.012717330904216223
2111301557.8972795,598566284.0799129,3095409757.825609,MOZ,Mozambique,11814.4748019436,0.012163403964941774,0.008304458506717273,0.012513727480639012,11814.4748019436,0.019844398559401472
111876039.33119434,676245378.5490298,553599313.3294605,MRT,Mauritania,4889.6257097825,0.0006445282320249381,0.009382171759226548,0.002238020644265232,4889.6257097825,0.00821294920153857
7568965508.635068,1187551752.708971,11857457996.918901,MUS,Mauritius,11932.8942722516,0.04360551183883439,0.016475993582081506,0.047935817741557446,11932.8942722516,0.02004330398730916
383496818.59510905,116138596.37591651,713322905.5640073,MWI,Malawi,8543.8139251992,0.002209360717039386,0.001611297161708193,0.002883730796337588,8543.8139251992,0.014350773232943464
135107133936.38623,85514106266.87189,219131807747.6419,MYS,Malaysia,215667.797185292,0.7783647212624818,1.1864155501572473,0.8858781030722138,215667.797185292,0.3622503577619064
3755787884.2918553,988730730.0405233,4225000886.9681444,NAM,Namibia,12399.2239786974,0.021637442113562083,0.013717567361080419,0.01708029432010213,12399.2239786974,0.02082658320284202
1543882858.766404,136441826.35541868,1675288831.9403274,NCL,New Caledonia,8175.9900886748,0.008894452246995671,0.0018929824744322284,0.006772643861207467,8175.9900886748,0.013732951202425651
512866282.74546415,17974774.017314356,547084458.8705609,NER,Niger,9726.0336250298,0.0029546701908579904,0.00024938050966879735,0.0022116832221941835,9726.0336250298,0.016336510161711126
14138478924.662205,4509044914.069301,24763085511.064438,NGA,Nigeria,317618.2031408037,0.08145308753608606,0.0625581115905517,0.10010904142232109,317618.2031408037,0.5334932206897721
2487547619.6806827,498786481.638836,2916614159.7785525,NIC,Nicaragua,11550.8160071325,0.014330992399939096,0.006920121882321398,0.011790915457758263,11550.8160071325,0.019401539245243706
462547055777.6106,300021769009.98816,774938535260.7767,NLD,Netherlands,572468.1955388244,2.664776460365431,4.162476902094816,3.1328225996518495,572468.1955388244,0.9615566688571654
74586319814.89293,29498121856.661495,96534296546.32288,NOR,Norway,273553.9391497077,0.4296987016248025,0.4092544727294239,0.39025653274558597,273553.9391497077,0.45947987422073233
2441077611.517293,1064983696.2757154,3556467714.121979,NPL,Nepal,25619.9145110517,0.014063274375751026,0.014775494629883491,0.0143776337383766,25619.9145110517,0.0430329577182275
48079458904.58662,7646319924.668668,61935195107.854416,NZL,New Zealand,155698.2396722111,0.2769902190830271,0.10608440240015087,0.2503837015698783,155698.2396722111,0.2615213942937419
4558569295.434023,1912235518.8911216,5847429679.567494,OMN,Oman,49177.3990143043,0.02626234023043415,0.026530195475530975,0.02363924236114991,49177.3990143043,0.0826017171744297
16302248642.119015,5128241820.168899,18178678029.25123,PAK,Pakistan,282088.1090667495,0.09391876543135882,0.07114879761974562,0.07349043926776488,282088.1090667495,0.4738144487190902
11708323282.79815,4523852341.299812,17662410246.08881,PAN,Panama,38621.340792,0.06745273563983031,0.06276354859610579,0.07140333776878068,38621.340792,0.06487104102577922
28139994207.810238,4979977743.659272,38648788048.676895,PER,Peru,163239.9566802851,0.16211711483868016,0.0690917942365638,0.1562443873142847,163239.9566802851,0.27418897712237655
73345589353.47247,39962271518.10058,115205877044.20023,PHL,Philippines,274297.8869333612,0.4225507384371583,0.554433208957572,0.4657396152010025,274297.8869333612,0.460729459714264
58295340.82154618,18381072.29310727,86202272.52894202,PLW,Palau,284.99772,0.000335844861684569,0.00025501745792735073,0.0003484875447949428,284.99772,0.00047870162990827994
6084796566.692531,395379973.5114228,5493810627.898888,PNG,Papua New Guinea,16989.3561926477,0.035055077001356,0.005485468646901311,0.022209676393879916,16989.3561926477,0.02853648267962559
190508348901.49402,70274911330.7595,257459170654.03842,POL,Poland,401833.8331275361,1.0975362556406936,0.9749882356080279,1.0408230738469744,401833.8331275361,0.674947542985408
18158644691.493618,16017319967.059895,73696498548.97299,PRI,Puerto Rico,71511.3,0.10461363513531226,0.22222295607532833,0.2979307979461092,71511.3,0.12011526220932567
290441696.3527417,10330743.97038464,260821988.47095674,PRK,"Korea, Dem. People's Rep. of",18279.6790872673,0.0016732615328147412,0.00014332787684066275,0.0010544178444977957,18279.6790872673,0.030703797115552905
62539717704.5622,25980929091.069088,92295872196.57164,PRT,Portugal,180990.7931020744,0.36029711030555733,0.360457234797979,0.3731219717634726,180990.7931020744,0.3040044939880757
4249687831.3816357,1278391523.996817,5785482398.702005,PRY,Paraguay,28858.1107152324,0.02448284548677773,0.017736296962816017,0.023388809800821656,28858.1107152324,0.048472053163987935
496409598.9252723,15253414.351213021,437269556.5370302,PYF,French Polynesia,5587.7477995616,0.0028598617100516434,0.00021162459352371872,0.001767737551466537,5587.7477995616,0.00938556273070024
8110181411.738218,1395528054.741313,8335693143.465771,QAT,Qatar,69440.7796038462,0.046723506820210085,0.019361439382395745,0.033698476298929636,69440.7796038462,0.11663747477861511
54398647035.835785,25433065167.416256,79276587560.77562,ROU,Romania,167330.1158340855,0.3133956476128102,0.3528562165944631,0.3204892695781355,167330.1158340855,0.28105908770960697
255155822513.87122,90725727377.9823,338198762767.40204,RUS,Russian Federation,1119068.988999701,1.4699763430924333,1.2587211450780766,1.367226791497045,1119068.988999701,1.879664682980509
208537604.6501549,29134878.64205508,227742101.44228485,RWA,Rwanda,8214.969436709,0.0012014044690836926,0.00040421486678472474,0.0009206866994302978,8214.969436709,0.01379842357685985
85091116912.5805,43959492720.86278,125590181906.40512,SAU,Saudi Arabia,451899.2605509334,0.49021781136115716,0.6098903212330062,0.5077199574781388,451899.2605509334,0.7590408533095574
1206458908.8794925,84539253.86653657,1268275265.6513875,SDN,Sudan,116284.1908860214,0.006950521596933387,0.0011728905295804494,0.005127221365337135,116284.1908860214,0.19531886679550978
