UNRELATED_PARTY_REVENUES,RELATED_PARTY_REVENUES,TOTAL_REVENUES,COUNTRY_CODE,COUNTRY_NAME,CONS_2018,SHARE_OF_UNRELATED_PARTY_REVENUES,SHARE_OF_RELATED_PARTY_REVENUES,SHARE_OF_TOTAL_REVENUES,SHARE_OF_CONS_2018
84673631.95926222,15409297.543568037,91533594.53585115,CMR,Cameroon,31570.0041558785,0.001488452458263835,0.000598339682939057,0.0010844141569402853,0.07009458017292353
28254250956.069214,6047822781.715349,36176702190.35686,COL,Colombia,279188.6496014771,0.49667302935815827,0.23483564746879856,0.42859158110818096,0.619879905185791
5575196158.915077,240109738.90982854,7187143344.222867,CRI,Costa Rica,50560.2710715602,0.0980047062588827,0.009323409106981283,0.08514731700372362,0.11225848931446249
148088272.30289915,161429098.60865828,612193147.9044964,CUW,Curaçao,2741.4044391061,0.002603199459488675,0.006268256901753419,0.007252756976668868,0.006086714220705931
892489031.0621436,4085637016.669086,4746042858.526297,CYP,Cyprus,20254.786988549,0.015688797817212833,0.15864439960653823,0.05622718184868668,0.044971511040804574
17017608197.004475,13322416468.72545,30082919357.40744,CZE,Czechia,166442.6079253254,0.299147446123354,0.517306543230879,0.3563974931683505,0.36955094043723125
369418486406.69824,255731543699.5387,606770730912.6427,DEU,Germany,2860771.366502743,6.493897114094528,9.930000400217267,7.188516674727086,6.351743475092062
17875423771.9977,15062399239.741932,36857077603.3117,DNK,Denmark,254271.13294476,0.31422672962391257,0.5848696970077355,0.43665210504568835,0.5645557797792635
2566286113.7730474,932168779.0305175,3511443426.964529,DOM,Dominican Republic,67723.4507026849,0.045111976258342124,0.036195911599073406,0.04160067112849822,0.1503657339234926
2073302108.238721,1305673214.7571933,3532811513.2597976,DZA,Algeria,103576.0843469722,0.036445957830369705,0.050699007863984846,0.04185382250316903,0.22996899564564866
3738175896.039026,822611697.5484685,4501866379.389288,ECU,Ecuador,80031.51,0.06571227633838683,0.03194183387668822,0.05333438131888451,0.1776932010004364
10053237918.438065,1695323504.0568826,11896163164.914248,EGY,Egypt,234261.9443474951,0.17672286338691168,0.06582904412277613,0.14093588058810305,0.5201295685123584
92795104968.19054,44248043785.435425,137312332018.97649,ESP,Spain,1091394.462643921,1.6312174039163216,1.718141947379163,1.6267626931830106,2.42321275234404
326673590.87422276,238523905.54108348,602033500.9077864,EST,Estonia,21146.414729178,0.005742497376521509,0.009261831541075616,0.0071323939002638104,0.04695118363892441
264345404.90126753,13018007.702557651,262028927.6786517,ETH,Ethiopia,60891.4566681268,0.004646848831822199,0.0005054864168352578,0.0031043015424388172,0.13519672250265952
10868112988.173119,7061226926.294674,17272650164.580963,FIN,Finland,209535.5777199999,0.19104730858501776,0.27418591070061077,0.20463204205328406,0.4652298516989435
63267588.17797123,47948615.184904404,186503828.38745305,FJI,Fiji,4512.3077498917,0.0011121620151741244,0.0018618343325505972,0.002209542767903656,0.010018634010245876
222113103707.2093,121614976647.89346,344592422811.87976,FRA,France,2153317.024541175,3.9044598368552896,4.7222831775686585,4.08244539686677,4.780989323573386
63995433.48754351,1174357.584848376,64065997.86129946,GAB,Gabon,8295.308990334,0.0011249565902407743,4.560005042335962e-05,0.0007590008391081825,0.01841799570919188
592421398646.5897,199972081809.74673,793992894669.944,GBR,United Kingdom,2416485.28860854,10.413998629087494,7.764872583478044,9.406569684672961,5.3652993190221565
206890987.0279485,34387179.92712298,177928040.39589694,GEO,Georgia,14522.3679706196,0.003636874799259105,0.0013352467415590483,0.002107943940149552,0.032243875578576595
1625227294.577855,226101394.0211947,2430762152.596759,GHA,Ghana,52744.779991352,0.028569384658210288,0.00877946811191206,0.02879765515379316,0.11710873370660016
4126938563.050556,2752979653.8783,8149823978.06455,GRC,Greece,188754.0436866705,0.07254621901930214,0.10689760312447068,0.09655235919881937,0.41908880920103464
4072414439.5912714,608108512.8202902,4263607488.8373837,GTM,Guatemala,70934.8086996589,0.07158775575606692,0.023612721717175877,0.050511687473619046,0.15749588156209965
157051973636.31805,74466383660.73639,197095026025.27335,HKG,"China, Hong Kong SAR",282903.2340371244,2.7607696850258203,2.89151353351479,2.335018498597335,0.6281273617033122
2704586266.0463758,571358827.2195734,4404632425.609824,HND,Honduras,22640.3987602045,0.04754311328254037,0.022185739392493516,0.052182434030586665,0.05026826218357057
813726861.8401756,340692775.146549,1118105460.0223296,HRV,Croatia,48337.7256684865,0.014304261194843387,0.013229026598029586,0.01324638670587274,0.10732379288000847
12329170885.677048,9586001448.31799,21796439299.9003,HUN,Hungary,110714.0908053562,0.21673080849974685,0.37222235802916576,0.25822614601291305,0.24581744354263374
37349385448.9997,22234286471.146584,55617616886.52231,IDN,Indonesia,687910.9626981505,0.656553679107017,0.8633525233650291,0.6589114240826971,1.5273621722884672
133740843888.60509,64343252928.394005,205994736925.70966,IND,India,1938613.758089493,2.3509903053650536,2.498434561834563,2.4404548964799604,4.30428570169934
144886475414.7476,96410458933.94086,239274756792.79202,IRL,Ireland,163151.1335419191,2.5469160293492483,3.743597218980421,2.8347289864479106,0.3622429111472878
1546624423.4613893,219708573.6778673,1399392347.2461524,IRQ,Iraq,145567.5789902,0.02718764828960633,0.008531236283920038,0.016578840590306464,0.32320231209747907
227046071.03559566,308181391.9912895,1080070770.2548463,ISL,Iceland,19543.6719050891,0.0039911749945327635,0.01196661663845632,0.012795783228014826,0.043392628979730355
21394456334.408524,8083453533.129772,31472464754.135605,ISR,Israel,288672.5437571634,0.37608675082568305,0.313878748229138,0.3728596752509414,0.6409369052408097
124646130277.79929,74224346901.95892,195330926602.2636,ITA,Italy,1654069.686476077,2.191117054177218,2.8821152986441185,2.314118910874789,3.672515203920586
428828801.911468,137409526.62013447,655836404.4886445,JAM,Jamaica,14085.1442796314,0.0075382532862952115,0.005335582128791811,0.007769806105295524,0.031273111973030246
421306651.76110566,114426643.75289264,637501499.5734538,JOR,Jordan,40446.4788732394,0.0074060236579721545,0.0044431617696592835,0.00755258934944749,0.08980293262219385
355037537662.01996,102895210121.72208,450106347284.639,JPN,Japan,3748650.441602349,6.241098716105871,3.9953987017323245,5.332486914768405,8.323092946765854
2730486944.9864726,5478473427.900036,7075516807.277862,KAZ,Kazakhstan,108355.8892485623,0.04799841357316258,0.21272793549294622,0.08382485831992344,0.24058155103940693
881375361.6486448,129991970.61448242,1142869802.9008536,KEN,Kenya,82477.0382734343,0.015493433945649927,0.005047560037190556,0.013539774113424798,0.18312298418263068
410377923.7199062,142584577.4092444,480343727.8827392,KHM,Cambodia,18578.0181178379,0.007213910815494269,0.005536528229001423,0.005690714336685376,0.0412485970538694
109939711.09132989,17429618.071714398,139889479.10106334,KNA,Saint Kitts and Nevis,878.807152963,0.0019325973086100228,0.0006767882910490963,0.0016572945956446553,0.0019512071691771859
133196374990.47133,50235850185.83732,185121644720.713,KOR,"Korea, Republic of",1105138.804651279,2.341419249404382,1.9506471717728857,2.193167801495913,2.4537291842710673
1024000983.078195,319766281.20639133,1413733385.5606704,KWT,Kuwait,86814.2814021024,0.01800060709880294,0.012416455375118362,0.016748741325138806,0.19275292387826032
220092583.5883176,74186458.48273775,236545119.76436213,LBN,Lebanon,58534.1017358766,0.0038689417178335043,0.0028806440995398272,0.0028023905094991175,0.12996270975186042
2103730588.728345,91613320.18092427,2025697784.5943887,LBY,Libya,53067.240704779,0.03698085099058994,0.0035573253612024075,0.023998788274793945,0.11782469016382217
109600313.33214724,3036763.074723094,91624839.34575212,LCA,Saint Lucia,1580.1221003704,0.0019266311368834137,0.00011791685183269686,0.0010854951498162416,0.003508330081318586
1122343500.4323435,1464689972.2090902,2480764541.1714582,LKA,Sri Lanka,68240.7999176701,0.019729340806340853,0.0568735940816077,0.029390042007234114,0.15151439946842335
589021691.5221853,687779640.6038644,1431006559.09024,LTU,Lithuania,41832.91381024,0.010354236194081384,0.026706334336611532,0.016953379567586663,0.09288122093556536
33437776252.72485,24421149725.37897,86368115051.35988,LUX,Luxembourg,35783.0669044635,0.5877926706414313,0.948267949423153,1.023217837613254,0.07944880335091636
232318266.9935643,266789433.7078843,480947148.430573,LVA,Latvia,26659.4646672957,0.004083853350858173,0.010359375871932409,0.005697863163167912,0.059191756018220916
15305235200.69068,2053546716.2073615,18392568977.393528,MAC,"China, Macao SAR",18438.6327961359,0.26904615323144004,0.07973877378913558,0.2178999118599487,0.040939121148870175
2393958913.90842,1393587798.2644713,3923478198.690706,MAR,Morocco,90957.0300551168,0.04208268793883749,0.05411271208202175,0.04648211757313139,0.201951029338152
166625139.90206203,53949306.93356746,299699857.168538,MCO,Monaco,5550.6546084582,0.0029290535123744636,0.0020948398922238055,0.0035505954900443798,0.01232406567144318
64412792.49705736,84804718.13657129,169240460.54638964,MDA,"Moldova, Republic of",11454.4694833304,0.0011322932194760518,0.0032929488198994695,0.0020050206951253992,0.025432249725824165
300291849221.73865,75863125597.88437,383735514967.4406,MEX,Mexico,933041.3513236125,5.278740628319025,2.9457487201258523,4.546180307476918,2.071622844333007
81713830.69551547,75272377.31595394,218224090.07303068,MKD,North Macedonia,10215.1897701737,0.0014364229968476076,0.0029228100924104973,0.0025853381358023593,0.022680688757329173
2469497971.264025,3842535403.398677,5108734613.387313,MLT,Malta,9374.2988033725,0.043410566441438835,0.1492048166667627,0.06052405312934804,0.020813666535915917
1723550469.0923247,2262572443.1085744,3808629648.1317024,MMR,Myanmar,51915.0728541442,0.030297778343753117,0.08785519744871909,0.04512148714272177,0.11526654283573738
273001515.9077051,89371609.7193044,499746922.6435955,MOZ,Mozambique,12977.3041357957,0.004799012018972781,0.0034702802299720957,0.005920587305131961,0.028813385031042648
-177005197.38723713,650936106.53708,2538334560.1431212,MUS,Mauritius,12912.4827424638,-0.003111521439203942,0.02527570789633776,0.03007208387289842,0.028669462707517156
44317711.81314603,67933837.11586735,316910865.1285524,MWI,Malawi,9431.4061971083,0.0007790478046889745,0.00263785616740902,0.0037544972463524583,0.02094046153945523
45293401717.4522,32424004439.476818,79008287472.06998,MYS,Malaysia,248885.2584392029,0.7961991657793599,1.259017062982802,0.9360247009283886,0.5525975738041535
317477620.3073139,245195411.35797206,467574605.68411607,NAM,Namibia,13017.1762215716,0.005580844159578805,0.009520884665588057,0.005539436361051371,0.02890191264413009
3705714048.6511292,3550733705.502128,10359327628.12289,NGA,Nigeria,346669.2407210636,0.06514163922945135,0.13787421999894914,0.12272872701310908,0.769706420285168
1279683189.717326,217075599.24757987,1226661340.4180713,NIC,Nicaragua,11117.7864560681,0.022495168158725758,0.008428998457610921,0.014532466796108364,0.024684715600368383
190016186130.78912,138773912614.01596,370805778458.415,NLD,Netherlands,626107.8334172544,3.340237719959448,5.388560941140483,4.3929995066245775,1.3901412717485895
19442310640.65668,8800696670.935593,26561056848.23737,NOR,Norway,289331.4478942514,0.3417705653790489,0.3417291437745263,0.3146733853901358,0.6423998638338887
10690635586.84685,2313994945.980672,13578045333.538471,NZL,New Zealand,161207.8578800795,0.1879274864139615,0.08985192208703763,0.1608614264296048,0.35792827466500077
1700275393.2029786,502500924.62923324,2725343603.266411,OMN,Oman,49413.0046137841,0.02988863274408825,0.01951200196304463,0.032287612006225715,0.10971122450235701
2579365112.0456195,1040072206.3907112,3224537598.4918084,PAK,Pakistan,266410.1659373475,0.045341888058272994,0.04038577829041295,0.038201648685621904,0.5915079593583167
5374833816.784135,1872698696.5067062,7460950501.881621,PAN,Panama,40809.817933,0.09448259655616223,0.0727164843913289,0.08839115725213033,0.09060965088325565
18909760451.29339,4224514862.424916,21055361899.40612,PER,Peru,171123.5131452325,0.33240902483608464,0.16403699624904303,0.24944647524220354,0.37994390980773224
16791479445.884039,8248562760.928831,25420485411.173405,PHL,Philippines,293378.3186495069,0.29517239642132537,0.3202899037495166,0.30116084041005803,0.6513850925086496
269576114.70456064,80871469.2050793,324927675.75609004,PNG,Papua New Guinea,18716.5861370029,0.004738797915439188,0.003140221616603195,0.0038494737736274372,0.0415562583098137
37155268999.10502,23968460276.32147,62813875115.925804,POL,Poland,447440.6907149413,0.6531413640763568,0.9306901162576183,0.7441667266908196,0.9934483129330455
15784538516.339806,21364650116.452137,78047529694.75687,PRI,Puerto Rico,71505.6,0.27747168290253277,0.8295847322461313,0.9246424391436102,0.1587632040612105
10854943386.110256,7414762112.297733,17754858404.007263,PRT,Portugal,196871.7773677489,0.19081580408814847,0.28791360532801236,0.21034484557726582,0.4371125361388355
811715946.7112049,698195126.0012283,2137723586.663324,PRY,Paraguay,30513.4326423776,0.01426891191906747,0.027110765376553155,0.025325977120836285,0.06774868448359003
3143447738.6785192,209883015.13278475,2726334504.7219605,QAT,Qatar,72042.6111167582,0.05525772788760275,0.008149711975758582,0.0322993513853245,0.159955524739773
7367340994.410974,6285419336.429159,14205350928.001331,ROU,Romania,194701.5057273452,0.1295082844594976,0.24406147017829735,0.16829322314656786,0.43229390264280626
66387624095.84804,27937335553.15481,92402193643.7093,RUS,Russian Federation,1128250.127974176,1.1670081936641354,1.0848006828198402,1.094704599198599,2.5050430357853224
31496782222.84643,16277784833.721678,46806510847.51716,SAU,Saudi Arabia,491824.3246178667,0.5536725169596105,0.6320628561309483,0.55452474315478,1.091992873447302
202026630.75367817,33746734.93553193,236786879.03532517,SEN,Senegal,19254.4174839844,0.0035513657347868003,0.0013103784013816307,0.00280525467295007,0.04275040013774521
201894587556.95044,124482097498.71991,348262917489.92053,SGP,Singapore,167435.2932454386,3.5490445869132685,4.833612858625243,4.125930375382308,0.3717549902185869
2722732630.5957174,452849719.72813463,3184098548.3679075,SLV,El Salvador,25863.000133,0.04786210279907621,0.017584056440929256,0.03772256033920719,0.057423373382652444
882190866.4948285,263081471.3982482,1109975640.624567,SRB,Serbia,50777.8178154482,0.015507769461499916,0.010215396499321506,0.013150071344359776,0.1127415062822628
5868467483.614705,3039911328.407787,8546612485.228889,SVK,Slovakia,79231.3457980752,0.10316003518580849,0.11803909784074394,0.10125318053837336,0.1759166040279942
988947022.7846395,385863791.6197009,1294589322.8019176,SVN,Slovenia,38086.0640083498,0.01738440401215693,0.01498300737477578,0.01533722122668611,0.08456212593203837
41348743194.37511,27354445173.809418,68336551726.92302,SWE,Sweden,398576.323585551,0.726857193079874,1.0621671757582982,0.8095948214961941,0.8849552230228106
355379238.0858816,130311677.13670656,828733552.3736229,SWZ,Eswatini,4134.9464982732,0.006247105365686362,0.005059974172137349,0.009818148201023374,0.009180782409874692
52433542147.842064,27508288121.07638,80917870554.60167,THA,Thailand,329686.0902390868,0.9217135594583268,1.0681408640481027,0.9586478584592553,0.7319988926849197
1292265979.7012227,282129753.17873836,1812018921.3178508,TTO,Trinidad and Tobago,19330.2792854879,0.022716357261519403,0.010955037151262167,0.02146729821859137,0.042918835374601505
302982227.5503641,157606337.44103053,545094198.9700758,TUN,Tunisia,36683.2607107775,0.0053260339845179056,0.006119819914374662,0.006457824247223836,0.08144749510326117
37477535098.37746,16293200495.28025,57233920885.81778,TUR,Turkey,551718.6228026894,0.6588063834758782,0.6326614429272103,0.6780600541309654,1.224975614446888
71804235827.6147,28108216128.110977,99715327338.41887,TWN,"China, Taiwan Province of",405596.3332154536,1.2622251916959164,1.0914359384991228,1.1813445454429685,0.9005416836830091
166173374.3953563,52300783.4283522,339734659.55135345,TZA,"Tanzania, United Republic of",39856.3874255673,0.002921112061612809,0.0020308280819099863,0.004024894644298916,0.08849275818940061
260883969.10984406,22182943.010957222,296791452.2176866,UGA,Uganda,27208.1966416179,0.004586001287035819,0.0008613588679369452,0.0035161391189293665,0.06041010040543292
6740291590.229459,2923742293.6456885,19073422680.448063,UKI,"United Kingdom Islands, Caribbean",5087.5707749987005,0.11848557047510293,0.11352827940594101,0.2259661021821082,0.01129588503735329
2895738349.9764366,1191581068.7059927,4146690651.7663603,UKR,Ukraine,117986.5408563623,0.050903318610272634,0.04626883456756442,0.049126553698993394,0.2619643952705102
3383734480.2380834,600699077.5774188,3921328538.804828,URY,Uruguay,51663.2320734922,0.05948165667023266,0.023325014953032845,0.046456650184631326,0.11470738314405468
812975868.5508444,123459864.74941026,1007312882.7873049,VEN,Venezuela (Bolivarian Rep. of),161589.7758186407,0.014291059708361947,0.004793919782585762,0.011933808085457005,0.35877624343408215
22358266587.291092,15297070620.44125,35922814937.72164,VNM,Viet Nam,181560.9646027683,0.3930292830757836,0.5939819358444182,0.42558373538311806,0.4031180840770445
28893056938.572086,5046474446.395626,34514488644.65309,ZAF,South Africa,298942.3261528538,0.5079024087175732,0.1959535086968827,0.4088990528079505,0.6637388054857027
364242498.97820693,89472304.48697372,427684047.4447162,ZMB,Zambia,15175.8915282873,0.0064029099787418445,0.003474190185970449,0.00506684609184575,0.03369488772230807
151327131.36231828,128718345.86710286,430954394.6851968,ZWE,Zimbabwe,24957.467436,0.0026601343944549927,0.0049981054643668575,0.005105590455198581,0.05541282774206052
