PARENT_COUNTRY_CODE,AFFILIATE_COUNTRY_CODE,OTHER_COUNTRY_CODE,UNRELATED_PARTY_REVENUES,RELATED_PARTY_REVENUES,TOTAL_REVENUES
AUS,AUT,HRV,321356.4910525894,1212914.3037846657,1324210.3900620067
AUS,AUT,HUN,1102188.2816428049,4160052.6813370795,4541775.924847095
AUS,AUT,IND,175159.81618022686,661115.7776754608,721779.2543958593
AUS,AUT,IRL,153010.33338025134,577515.7096590153,630508.1082548362
AUS,AUT,ITA,1864023.6881896078,7035491.913025124,7681063.255132564
AUS,AUT,JPN,294791.7234331473,1112649.3720983656,1214745.2251418084
AUS,AUT,KOR,264706.97309216065,999098.7669904645,1090775.303596217
AUS,AUT,MEX,229220.09841952985,865158.6130322741,944544.9038354859
AUS,AUT,NLD,716763.8637710687,2705323.113145462,2953561.487175039
AUS,AUT,POL,643247.8298232427,2427847.314101325,2650624.721619147
AUS,AUT,ROU,530610.8033981154,2002714.9010627135,2186482.4844130734
AUS,AUT,RUS,508100.4450065041,1917752.7595261466,2093724.2819303572
AUS,AUT,SVK,475555.14339577436,1794915.1541137195,1959615.1920549101
AUS,AUT,SVN,442136.9213992053,1668782.835037405,1821909.0681166397
AUS,AUT,SWE,380962.6495199424,1437889.2590497723,1569828.8746789377
AUS,AUT,TUR,283332.1463514961,1069396.830622914,1167523.8636328678
AUS,AUT,USA,1870453.5388000114,7059760.468332696,7707558.674462525
AUS,AUT,AUT,140797137.66239908,13066952.046833422,171658684.05870274
AUS,BEL,ARE,4876215.517141351,2061521.8522252592,9252048.03238742
AUS,BEL,AUT,3723795.6049325014,1574312.2890698516,7065466.175257645
AUS,BEL,BRA,2424287.0036251503,1024917.9135890254,4599800.751830117
AUS,BEL,CAN,3278160.8546113456,1385910.900191826,6219926.411812281
AUS,BEL,CHE,11388837.921293851,4814868.859603439,21608986.540992454
AUS,BEL,CHN,9957576.81866888,4209773.365171488,18893336.172007717
AUS,BEL,CZE,3370265.160926322,1424849.917445043,6394683.549395784
AUS,BEL,DEU,57254161.279692985,24205391.290438928,108633067.66316174
AUS,BEL,DNK,4318405.893209552,1825696.1949969055,8193669.579793822
AUS,BEL,ESP,11440001.51639661,4836499.33696277,21706063.472423464
AUS,BEL,FRA,61595847.33295018,26040929.658837073,116870908.62098537
AUS,BEL,GBR,42407436.96156735,17928628.807692222,80463146.53641042
AUS,BEL,GRC,2450727.796873871,1036096.3106227074,4649969.061309392
AUS,BEL,HKG,3702949.731786436,1565499.261247709,7025913.571615236
AUS,BEL,HUN,2973510.582196159,1257113.6409930629,5641888.188612985
AUS,BEL,IND,7312079.449092455,3091334.1538169687,13873814.65027959
AUS,BEL,IRL,7369051.055507188,3115420.089142732,13981911.603168251
AUS,BEL,ISR,4779632.217923764,2020689.247268169,9068792.530175446
AUS,BEL,ITA,25024300.620712854,10579545.220039181,47480680.56177063
AUS,BEL,JPN,4326705.054963589,1829204.8387906333,8209416.267549311
AUS,BEL,LUX,10273455.17537916,4343317.53128025,19492678.370563462
AUS,BEL,NGA,4523603.702916692,1912447.8505078212,8583008.398982054
AUS,BEL,NLD,68013419.46151744,28754092.178985313,129047500.36023311
AUS,BEL,POL,7075133.2505702395,2991160.204503585,13424236.980442649
AUS,BEL,PRT,3072214.0987825943,1298842.6120812201,5829166.555045528
AUS,BEL,ROU,2746323.010224578,1161065.3546679372,5210826.370107721
AUS,BEL,RUS,4742119.641173246,2004830.022746074,8997616.80779518
AUS,BEL,SGP,2568286.3820597036,1085796.6553727186,4873022.7128421
AUS,BEL,SWE,9699871.533722766,4100823.0789335654,18404370.56617262
AUS,BEL,TUR,4779996.682211265,2020843.3321502663,9069484.058489196
AUS,BEL,USA,25997470.045358032,10990972.899511324,49327155.60554525
AUS,BEL,BEL,583267877.6420118,26943139.131114945,412076695.272842
AUS,BGR,ARE,42137.83569562483,21538.402584866475,78563.52590911534
AUS,BGR,AUT,172664.84770767987,88256.19400686979,321923.4925699858
AUS,BGR,BEL,280098.84508492047,143170.18397842295,522227.88640346023
AUS,BGR,CHE,80460.83150171328,41126.88163946076,150014.506345663
AUS,BGR,CHN,206156.48140714862,105375.16269464549,384366.6814155869
AUS,BGR,CZE,148030.44949185773,75664.5272197836,275994.1003614259
AUS,BGR,DEU,951124.1849645036,486159.17893703096,1773315.3189926066
AUS,BGR,DNK,46914.83679380788,23980.126776498335,87469.96458470075
AUS,BGR,EGY,33463.02877657398,17104.347520479238,62389.85664275131
AUS,BGR,ESP,162753.42800630655,83190.05465273297,303444.2312208841
AUS,BGR,FRA,263452.53200839006,134661.56015669057,491191.81093613314
AUS,BGR,GBR,225784.04747869715,115407.62907150717,420961.1284283243
AUS,BGR,GRC,376288.81650993414,192336.8840468334,701568.4526070247
AUS,BGR,HUN,97232.5432532448,49699.601946007715,181284.3802957499
AUS,BGR,IND,47715.000343118816,24389.12368804555,88961.82264290535
AUS,BGR,ITA,428051.04425929836,218794.7142023369,798076.0936324261
AUS,BGR,KOR,34607.5761682286,17689.37335514677,64523.798198458804
AUS,BGR,MKD,78627.43646323498,40189.75708657485,146596.24871023133
AUS,BGR,NAM,73727.09136929217,37684.98664225243,137459.84238095337
AUS,BGR,NLD,171338.09773137994,87578.03684366321,319449.84496997914
AUS,BGR,POL,142207.54596863597,72688.19874382892,265137.63789103826
AUS,BGR,ROU,464142.1789675101,237242.39610762338,865365.8998108761
AUS,BGR,RUS,221038.7254584998,112982.09737585687,412113.75353764906
AUS,BGR,SAU,52012.120020693386,26585.56050173227,96973.55052476123
AUS,BGR,SGP,41907.40865845624,21420.621730414794,78133.90819843081
AUS,BGR,SRB,99469.06185584291,50842.779739932776,185454.23819852964
AUS,BGR,SVK,44080.47457427588,22531.366213744644,82185.46228423873
AUS,BGR,SVN,36374.536743454584,18592.54048731051,67818.19266937762
AUS,BGR,SWE,54509.37660781562,27862.01233755195,101629.53912373091
AUS,BGR,TUR,538025.93387599,275007.46000875,1003117.8321821387
AUS,BGR,UKR,60062.202138555636,30700.292704595606,111982.45700029821
AUS,BGR,USA,171264.2936728951,87540.31251592301,319312.24162692047
AUS,BGR,BGR,12564852.186442418,536501.6344828866,11036060.299703645
AUS,BMU,CAN,1049934.7899869941,45200874.89939529,34269012.50616102
AUS,BMU,GBR,2786623.081887291,119967261.31697671,90953097.42458907
