AFFILIATE_COUNTRY_NAME,UNRELATED_PARTY_REVENUES,RELATED_PARTY_REVENUES,TOTAL_REVENUES,CODE,CONTINENT_NAME,CONTINENT_CODE,COUNTRY_CODE,CONS_2019,SHARE_OF_UNRELATED_PARTY_REVENUES,SHARE_OF_RELATED_PARTY_REVENUES,SHARE_OF_TOTAL_REVENUES,SHARE_OF_CONS_2019
Dominican Republic,3371304070,1402585923,4773889993,DOM,America,AMR,DOM,70147.254108893,0.077447494758067,0.04548965649274934,0.06419688759225854,0.15434500295844394
Ecuador,3491623787,836501123,4328124910,ECU,America,AMR,ECU,80080.014,0.08021154702335247,0.027129994759735706,0.05820246146013866,0.17620005451040574
El Salvador,3622471207,701866224,4324337431,SLV,America,AMR,SLV,26828.394159,0.08321744760785732,0.022763420700339557,0.05815152933476972,0.059030515569620794
Guatemala,4132894221,819994873,4952889094,GTM,America,AMR,GTM,73929.6129551654,0.09494317239576165,0.02659465241088522,0.0666039780746245,0.16266732711402052
Honduras,3613070266,1498843084,5111913350,HND,America,AMR,HND,23950.721911183,0.0830014838995412,0.048611536669253344,0.06874245682085532,0.05269877333330654
Jamaica,527113720,163230024,690343744,JAM,America,AMR,JAM,14211.1750628116,0.012109153081111783,0.005293991333651244,0.00928339777384286,0.031268848438567
Mexico,150541793200,103787198687,254328991888,MEX,America,AMR,MEX,967399.786558093,3.4583308113548497,3.366099672894233,3.4200892202432387,2.1285697468146156
Nicaragua,1225624510,205232316,1430856826,NIC,America,AMR,NIC,10949.7689808674,0.028155736131384744,0.006656239309804754,0.01924144774052774,0.024092776648430483
Panama,6695349742,3879494946,10574844688,PAN,America,AMR,PAN,42340.542049,0.15380934299615703,0.12582251793988464,0.14220522817588277,0.09316189451507748
Paraguay,650800920,1161438764,1812239684,PRY,America,AMR,PRY,29289.3448547028,0.014950565061384445,0.037668601648815615,0.024370093876182483,0.06444534537634702
Peru,11476518304,3217106739,14693625044,PER,America,AMR,PER,178102.6986650209,0.2636450384583376,0.10433947614745812,0.1975925286622881,0.39187936721922967
Puerto Rico,18988533927,89953906903,108942440830,PRI,America,AMR,PRI,75364.5,0.436215289763142,2.9174485912748063,1.465003516680278,0.16582450907350585
St. Kitts and Nevis,68310555,123439624,191750179,KNA,America,AMR,KNA,912.5763614815,0.0015692685205589145,0.0040034809998261605,0.0025785606088762785,0.002007941764819722
St. Lucia Island,107251640,4570065,111821705,LCA,America,AMR,LCA,1509.3094181481,0.002463845044595485,0.00014821957328281025,0.0015037224227591654,0.003320933507213972
Trinidad and Tobago,1332179099,686661489,2018840588,TTO,America,AMR,TTO,20368.8818155723,0.030603568128047532,0.022270290004478947,0.027148359615442264,0.04481765058407521
Uruguay,5149037048,2505895275,7654932323,URY,America,AMR,URY,48658.7408398577,0.11828657739082929,0.08127296402828196,0.10293970547845793,0.10706382729142173
Venezuela,107543217,506955318,614498534,VEN,America,AMR,VEN,94277.043892691,0.002470543315564283,0.01644193264371762,0.008263469282000621,0.20743777933120827
Armenia,43972233,54882031,98854264,ARM,Asia-Pacific,APAC,ARM,13075.066691008,0.001010154887858573,0.0017799727609375277,0.0013293427547197043,0.028769069192255636
Australia,133872136058,24353024983,158225161041,AUS,Asia-Pacific,APAC,AUS,1020336.685921834,3.0753860643614943,0.7898344927535772,2.1277329164497325,2.2450468062904423
Azerbaijan,914743992,152913447,1067657439,AZE,Asia-Pacific,APAC,AZE,33062.0588235294,0.02101401388139791,0.004959396827735189,0.014357323838425874,0.07274644790811502
Bahrain,1469909700,598080104,2067989803,BHR,Asia-Pacific,APAC,BHR,21444.2232207447,0.03376759302093502,0.019397356012183363,0.027809293703833338,0.04718372427393089
Bangladesh,1411708226,25933082,1437641308,BGD,Asia-Pacific,APAC,BGD,225717.7727548309,0.03243055599937476,0.0008410800170124773,0.01933268206493914,0.4966468145643504
Brunei,198998402,-42363549,156634853,BRN,Asia-Pacific,APAC,BRN,6127.3958137065,0.004571503304286258,-0.001373964518125108,0.0021063472484316504,0.013482108986418476
Burma,375877293,21335119,397212412,MMR,Asia-Pacific,APAC,MMR,54402.7342264733,0.008634864751103246,0.0006919556361053896,0.00534151406940765,0.1197023359189187
Cambodia,529379529,34856637,564236166,KHM,Asia-Pacific,APAC,KHM,20127.0184087004,0.012161204520853404,0.001130495050336005,0.0075875660681963535,0.04428547853082232
China,256886524298,152536300583,409422824881,CHN,Asia-Pacific,APAC,CHN,7999438.352172541,5.901341834166684,4.947164948977911,5.505713601513756,17.601164176937235
Fiji,40415986,206392207,246808193,FJI,Asia-Pacific,APAC,FJI,4475.5168349113,0.0009284587800106412,0.006693857713279228,0.0033189532741856485,0.009847479675435743
Georgia,144159217,-1812681,142346536,GEO,Asia-Pacific,APAC,GEO,14621.8421979707,0.003311706678221565,-5.879014944379515e-05,0.001914205099853331,0.032172439334550926
Hong Kong,126084678506,62174306834,188258985340,HKG,Asia-Pacific,APAC,HKG,290486.881985728,2.8964882060211194,2.016480997117107,2.5316127807356095,0.6391582853674711
India,73480364672,55670456397,129150821069,IND,Asia-Pacific,APAC,IND,2072428.475316623,1.6880322983609044,1.8055435298234561,1.7367557180353506,4.559964366635925
Indonesia,17732619689,6490437195,24223056884,IDN,Asia-Pacific,APAC,IDN,746887.994467165,0.4073637209504579,0.21050243956306525,0.3257395671461239,1.6433776514859513
Iraq,1218522957,959378789,2177901746,IRQ,Asia-Pacific,APAC,IRQ,157849.0021305017,0.027992595258499422,0.031115249941118833,0.029287334601332864,0.347315158808633
Israel,9741645244,21843616298,31585261543,ISR,Asia-Pacific,APAC,ISR,304400.2849442673,0.22379055798714662,0.7084475793326788,0.42474281724573826,0.6697719458461001
Japan,241347900399,28936583280,270284483679,JPN,Asia-Pacific,APAC,JPN,3824312.243825524,5.5443798194750284,0.9384916901672298,3.6346507024910415,8.414634216058822
Jordan,482341052,568005231,1050346283,JOR,Asia-Pacific,APAC,JOR,40167.0461943662,0.011080610149879043,0.01842194650649915,0.014124532061184759,0.08837955159410076
Kazakhstan,2502038632,-60168827,2441869805,KAZ,Asia-Pacific,APAC,KAZ,111563.6675079065,0.057478239818427625,-0.0019514378598263328,0.03283704518042406,0.24547353720834653
Korea,65581774798,16978003838,82559778636,KOR,Asia-Pacific,APAC,KOR,1085026.331807685,1.506581445764646,0.5506426022523256,1.1102226562632567,2.38738343389575
Kuwait,1381105336,356062415,1737167751,KWT,Asia-Pacific,APAC,KWT,90673.4249318691,0.03172752918433678,0.011548067524936053,0.02336056402710735,0.19950873654493267
Lebanon,146601763,72838839,219440602,LBN,Asia-Pacific,APAC,LBN,57848.5302911151,0.003367818219810081,0.0023623606305370527,0.002950927583255592,0.12728412098730826
Macau,18508650372,4196697182,22705347554,MAC,Asia-Pacific,APAC,MAC,19362.9359313259,0.4251911346176392,0.13611024471494654,0.3053301703232818,0.04260426785865844
Malaysia,21902776292,33334990924,55237767217,MYS,Asia-Pacific,APAC,MYS,260808.9709599617,0.5031629057600207,1.0811439509375975,0.7428098967669473,0.5738579778463586
New Zealand,11010378277,1493329243,12503707519,NZL,Asia-Pacific,APAC,NZL,162239.3148315902,0.2529366073740991,0.048432707886693516,0.16814361186804183,0.356975163828731
Oman,1528103008,1474272519,3002375527,OMN,Asia-Pacific,APAC,OMN,49793.7034850455,0.03510444244854675,0.04781464676514529,0.0403744461014368,0.10956108559546454
Pakistan,2132826280,159395583,2292221863,PAK,Asia-Pacific,APAC,PAK,239394.0170109526,0.04899648584358264,0.005169630037083665,0.030824654420462356,0.5267386547509202
Papua New Guinea,170200862,-8952187,161248675,PNG,Asia-Pacific,APAC,PNG,19628.8323093886,0.00390995000565567,-0.00029034364655380635,0.002168391621623953,0.04318931965833429
Philippines,13693397098,13994498355,27687895453,PHL,Asia-Pacific,APAC,PHL,322840.4139718395,0.31457242596556556,0.45387944689738324,0.3723329851900187,0.7103457616778148
Qatar,2852768122,25358377,2878126499,QAT,Asia-Pacific,APAC,QAT,75689.0195574176,0.0655353950836525,0.0008224407788695848,0.03870360724765943,0.1665385494545012
Saudi Arabia,13597935181,1287994480,14885929661,SAU,Asia-Pacific,APAC,SAU,497863.9211381334,0.3123794210740037,0.041773145943485496,0.20017854507639138,1.0954499838536924
Singapore,242955221538,300867650313,543822871851,SGP,Asia-Pacific,APAC,SGP,172013.0239036284,5.5813041054197345,9.757951964358194,7.313058286954513,0.3784802558640793
Sri Lanka,322381305,139797520,462178825,LKA,Asia-Pacific,APAC,LKA,66587.4513469241,0.007405924802590204,0.004534011827051722,0.006215149934236688,0.14651236895434383
Taiwan,34294510126,21202275228,55496785353,TWN,Asia-Pacific,APAC,TWN,405515.2455782973,0.7878327905361147,0.687647153140898,0.7462930432545142,0.89225519335819
Thailand,31497147537,23275316629,54772464166,THA,Asia-Pacific,APAC,THA,358818.5214261853,0.7235702025435725,0.7548814948524095,0.7365527338023248,0.789508391377617
United Arab Emirates,60098226191,10209344388,70307570579,ARE,Asia-Pacific,APAC,ARE,215044.2345385977,1.3806102805483806,0.3311166621670837,0.9454610835111563,0.4731618284663311
Vietnam,8554422902,4253136615,12807559517,VNM,Asia-Pacific,APAC,VNM,195452.9180941712,0.19651701807512525,0.13794072823664344,0.17222966173280443,0.43005505496553537
Albania,91037049,-19333305,71703744,ALB,Europe,EUR,ALB,14051.8781153079,0.002091354333166806,-0.0006270313917299691,0.00096423612614906,0.03091834736555902
Austria,16360639212,4740765758,21101404970,AUT,Europe,EUR,AUT,316061.2495476858,0.37584581316333043,0.1537558607338229,0.2837611517827482,0.6954295662202207
Belarus,148639187,60407165,209046352,BLR,Europe,EUR,BLR,45606.7033711268,0.003414623070776835,0.001959167806043089,0.0028111509022188965,0.1003484292601703
Belgium,50313592721,109280120614,159593713334,BEL,Europe,EUR,BEL,398147.378469019,1.1558321728360639,3.5442499933154368,2.146136523957797,0.8760436753846759
Bosnia-Herzegovina,153927589,21677751,175605340,BIH,Europe,EUR,BIH,18779.284052975,0.003536111218291678,0.0007030681189328845,0.0023614528799596373,0.041320058632864226
Bulgaria,1915210983,1428891173,3344102156,BGR,Europe,EUR,BGR,52218.6171861956,0.04399730474815487,0.04634280692498557,0.04496981508173631,0.11489662320320869
Croatia,765056329,354206142,1119262471,HRV,Europe,EUR,HRV,48253.9102350654,0.017575304629775943,0.011487863568984354,0.015051282526907725,0.10617307851318245
Cyprus,524329286,1431253064,1955582350,CYP,Europe,EUR,CYP,20471.8303607843,0.01204518749594308,0.04641940944073983,0.02629769443460965,0.045044168267727495
Czech Republic,11728029373,8533396581,20261425954,CZE,Europe,EUR,CZE,167653.0213999935,0.2694228923076266,0.2767611401345083,0.27246553362877374,0.36888694237132724
Denmark,13482945323,6487901195,19970846518,DNK,Europe,EUR,DNK,245530.3618919514,0.30973780932977263,0.21042019022135014,0.26855796654682024,0.5402404543700691
Estonia,459388849,353040288,812429137,EST,Europe,EUR,EST,21537.7167452784,0.01055333922307457,0.011450051769285652,0.010925141145091447,0.04738943807561938
Finland,8619826903,3866729631,12486556534,FIN,Europe,EUR,FIN,203329.0357411761,0.19801951560113576,0.12540850423502034,0.16791297399038735,0.44738487659534465
France,142558938666,50254888546,192813827212,FRA,Europe,EUR,FRA,2090116.003003918,3.2749441835576194,1.6299020113856821,2.592864018633017,4.59888223374139
Germany,236155546305,111430433732,347585980038,DEU,Europe,EUR,DEU,2807762.97383529,5.425098138520901,3.613990465885168,4.674162605729006,6.177920861028784
Greece,4888057840,946996539,5835054379,GRC,Europe,EUR,GRC,182826.731045286,0.11229121612294328,0.03071366007067255,0.07846689609786721,0.40227365564819556
Hungary,9692172350,7615440427,17307612777,HUN,Europe,EUR,HUN,113180.296566435,0.22265403881854742,0.24698933832464137,0.23274412974840553,0.24903060611989578
Iceland,198433393,1453170375,1651603768,ISL,Europe,EUR,ISL,18462.4383180473,0.004558523599502239,0.047130247138655865,0.02220994233145637,0.04062290296346525
Ireland,321883268037,414108392086,735991660122,IRL,Europe,EUR,IRL,164507.4715703692,7.394483617137813,13.430655618206217,9.897248144170169,0.3619657890927452
Italy,82767105605,20870889028,103637994632,ITA,Europe,EUR,ITA,1577809.987502743,1.9013725384561992,0.6768994020354296,1.3936719743088555,3.4716553097136815
Latvia,213362463,242477297,455839760,LVA,Europe,EUR,LVA,26572.0350364235,0.004901482598916319,0.00786419481825953,0.006129905355111126,0.05846644859315624
Lithuania,650795496,1088774851,1739570347,LTU,Europe,EUR,LTU,42212.4149183058,0.014950440458203349,0.035311914341759974,0.023392872937779315,0.0928799763898811
Luxembourg,38089713166,91617297253,129707010419,LUX,Europe,EUR,LUX,35599.7573521098,0.8750183310400894,2.9713968409998635,1.744235074542165,0.07833014597124029
Macedonia,55341843,266207153,321548996,MKD,Europe,EUR,MKD,10116.9788815445,0.0012713439685801662,0.00863381825477138,0.004324030252453199,0.02226038859594561
Malta,2439904877,215165290,2655070167,MLT,Europe,EUR,MLT,9700.5824698039,0.056050868224306924,0.006978392532507111,0.03570405713378116,0.021344191572720425
Moldova,27074262,115016023,142090285,MDA,Europe,EUR,MDA,11902.3139198702,0.0006219651864044208,0.003730280827459979,0.0019107591644282325,0.02618866127422368
Monaco,204879780,278640455,483520235,MCO,Europe,EUR,MCO,5655.5621097392,0.00470661363025137,0.009037063879710263,0.006502138553756455,0.012443933289310271
Netherlands,133172693564,274805901621,407978595185,NLD,Europe,EUR,NLD,619831.7660627442,3.0593180776824895,8.912698938387647,5.486292322098549,1.3638158325938428
Norway,17146831988,6982728172,24129560160,NOR,Europe,EUR,NOR,278552.2727272727,0.39390667615101405,0.22646876795049906,0.3244822699126993,0.6128985646598771
Poland,27807974239,17109329440,44917303679,POL,Europe,EUR,POL,451056.2265993814,0.6388204369555472,0.5549018468559687,0.6040254592075398,0.9924590137318026
Portugal,8707035994,3061529109,11768565103,PRT,Europe,EUR,PRT,194522.1488036154,0.2000229319284201,0.09929367265649006,0.15825778393454226,0.4280070832989401
Romania,7185245795,7072121571,14257367366,ROU,Europe,EUR,ROU,201132.2050295841,0.16506351088161725,0.2293680377539001,0.19172595336271236,0.44255118998868836
Russia,43512935127,9636371204,53149306331,RUS,Asia-Pacific,APAC,RUS,1173387.191224619,0.9996036385873797,0.3125335915028868,0.7147253181662752,2.5818038325466546
Serbia,972493152,642679766,1615172918,SRB,Europe,EUR,SRB,51019.6985762853,0.022340660091148663,0.02084384372520223,0.021720038461495027,0.11225864259022159
Slovakia,5532043058,3126719015,8658762073,SVK,Europe,EUR,SVK,80133.3825159528,0.12708520704151613,0.10140795769393843,0.11643870644350068,0.17631748125586091
Slovenia,1101743881,422779194,1524523075,SVN,Europe,EUR,SVN,38320.5360370588,0.025309880591245483,0.013711873185070767,0.020501024661457742,0.08431667530175169
Spain,64502659515,28366939060,92869598575,ESP,Europe,EUR,ESP,1061223.773160783,1.4817914020639922,0.9200165868128094,1.24886396402085,2.335010664192297
Sweden,23570886000,16411121601,39982007601,SWE,Europe,EUR,SWE,377408.037819144,0.5414836609288687,0.5322570774797578,0.5376580632226193,0.8304109042288436
Switzerland,216564077903,324673292637,541237370540,CHE,Europe,EUR,CHE,459989.729563667,4.975031898614297,10.53003335641421,7.278289757039645,1.012115400271345
Turkey,21384656509,3825910524,25210567033,TUR,Asia-Pacific,APAC,TUR,550721.6109886079,0.4912603664622399,0.12408463014978843,0.33901911027018505,1.2117527586377692
Ukraine,4019010244,2858488102,6877498346,UKR,Europe,EUR,UKR,143347.5922029664,0.09232696557234826,0.09270850342663181,0.09248516176147799,0.31540770659827927
United Kingdom,549509072458,187569174175,737078246632,GBR,Europe,EUR,GBR,2390828.631212568,12.6236317238217,6.083375828839985,9.911860016698446,5.26054022848564
"United Kingdom Islands, Caribbean",19742379931,60704925325,80447305256,UKI,America,AMR,UKI,5637.3988289976005,0.4535330644968757,1.968824979039983,1.0818151696399054,0.012403968622761165
