UNRELATED_PARTY_REVENUES,RELATED_PARTY_REVENUES,TOTAL_REVENUES,COUNTRY_CODE,COUNTRY_NAME,CONS_2017,SHARE_OF_UNRELATED_PARTY_REVENUES,SHARE_OF_RELATED_PARTY_REVENUES,SHARE_OF_TOTAL_REVENUES,SHARE_OF_CONS_2017
284344671.9223518,7571442.761330311,253711295.82876882,ABW,Aruba,2416.9106145251,0.0054990623596038405,0.0003248208119878406,0.0033007663211897685,0.005681010951075039
716082130.8868687,1260770431.5509887,5471811760.113441,AGO,Angola,85631.1940353788,0.013848616419372229,0.05408803687960502,0.07118789060878922,0.2012783377858621
65929400.943182945,16955720.006913394,53170422.70661667,ALB,Albania,11861.8108936773,0.0012750366823011602,0.0007274136401866421,0.0006917435031031181,0.027881493499006735
52096037524.58918,25766138346.985,79409329621.8499,ARE,United Arab Emirates,194803.4791281144,1.0075073926977212,1.1053874728345956,1.0331098579897673,0.45789061936483255
42811889656.437675,6107595190.84612,50145339758.79755,ARG,Argentina,543457.079921875,0.8279573144859871,0.2620206071313016,0.6523873842501923,1.2774099314724046
19299955.515029605,8656620.264027502,45989670.90993686,ARM,Armenia,10645.4403982933,0.00037325003558958916,0.000371375774983441,0.0005983224214209677,0.025022383168938168
149604354279.78647,39776765644.42497,186631342361.45905,AUS,Australia,1063863.887697721,2.8932621381330756,1.7064543340220732,2.4280607898550213,2.5006396017055734
20960063578.521515,17444631676.94441,35533176094.24232,AUT,Austria,300421.3343858593,0.40535557040796666,0.7483883329441295,0.46228415078506363,0.7061481216250909
1191041334.8848648,32622396.369530153,936445814.3909674,AZE,Azerbaijan,28168.4715037016,0.023034054160811657,0.0013995263005697164,0.012183094945236322,0.06621072129265214
86341810738.09845,78286089511.36475,161649767932.97638,BEL,Belgium,374582.8476014124,1.6698009436222985,3.358534425209915,2.1030522432135554,0.880466677799183
2771214708.7762046,3590086084.302697,5675721186.775248,BGD,Bangladesh,183416.3463266789,0.053593698072082044,0.15401749887950789,0.07384073807425112,0.43112486900669944
1561909771.4657059,584733777.4431154,2026461054.810257,BGR,Bulgaria,44922.4844541548,0.03020643634817246,0.025085536056065814,0.02636411744723715,0.10559146234032203
