AFFILIATE_COUNTRY_CODE,AFFILIATE_COUNTRY_NAME,UNRELATED_PARTY_REVENUES,RELATED_PARTY_REVENUES,TOTAL_REVENUES,COUNTRY_CODE,CONS_2017_x,SHARE_OF_UNRELATED_PARTY_REVENUES,SHARE_OF_RELATED_PARTY_REVENUES,SHARE_OF_TOTAL_REVENUES,CONS_2017_y,SHARE_OF_CONS_2017
GBR,United Kingdom,1464569874816.31,502768077575.185,1967390899773.7,GBR,2241112.197336674,10.013883232630242,7.086750588267542,9.058647358974909,2241112.197336674,3.764325067837008
GEO,Georgia,1900884222.938,265669762.30900002,2166553985.2469997,GEO,13594.2592438858,0.012997148838417592,0.0037447392312743954,0.009975673130739698,13594.2592438858,0.022833846030220286
GHA,Ghana,7684535646.63,1407318413.13,9091854055.76,GHA,49651.7714462476,0.052542418074787364,0.019836809529016567,0.04186249907929793,49651.7714462476,0.08339850550085846
GIN,Guinea,965691098.0,40363271.0,1006054369.0,GIN,9257.1615433263,0.006602838185085135,0.000568939133692068,0.004632273003689964,9257.1615433263,0.015548960599104258
GMB,Gambia,29016313.167,2351429.0,31367742.167,GMB,1413.0057805933,0.0001983967968289754,3.314448866640184e-05,0.00014442951564469714,1413.0057805933,0.002373380987889426
GNB,Guinea-Bissau,39343778.0,21361.0,39365139.0,GNB,1327.4556784333,0.00026901003878148256,3.0109325963191296e-07,0.00018125269994846864,1327.4556784333,0.002229685195014971
GNQ,Equatorial Guinea,518816912.0,467273329.0,986090242.0,GNQ,8622.4262501963,0.003547370504622332,0.006586435549256369,0.004540350251407439,8622.4262501963,0.014482815861589724
GRC,Greece,19696032904.866,2553250142.281,22249281993.147,GRC,178836.9666943203,0.13467010147269942,0.03598925181382107,0.102444511453973,178836.9666943203,0.3003867800922193
GRL,Greenland,120187367.0,36492676.0,156680044.0,GRL,2258.6941736479,0.0008217718252099296,0.0005143812915842554,0.0007214170132371401,2258.6941736479,0.003793856955731383
GTM,Guatemala,9442507108.347,1999497352.13,11442004462.477001,GTM,68417.3149867369,0.06456241196284838,0.02818384791808439,0.052683522891825256,68417.3149867369,0.11491839372644505
GUY,Guyana,186353730.0,13103830.0,199457559.0,GUY,4016.5303407215,0.0012741792141663143,0.00018470459661825057,0.0009183816445784931,4016.5303407215,0.006746438605471794
HKG,"Hong Kong, China",529745589577.31604,408707830917.028,938453512749.344,HKG,262482.9179097296,3.6220944922094955,5.7609275337248596,4.321011872000331,262482.9179097296,0.4408842310263703
HND,Honduras,3701820124.739,2043779371.027,5745608413.766,HND,21008.802164966,0.02531090876219642,0.02880802363143019,0.026455058061441765,21008.802164966,0.035287818579004156
HRV,Croatia,10649127719.015999,2333410528.618,12982539449.422,HRV,43670.5133328432,0.07281258705458979,0.032890509906887265,0.05977675646960737,43670.5133328432,0.07335197597848611
HTI,Haiti,2921221.0,8694.0,2929915.0,HTI,15756.1685577203,1.9973622627173252e-05,1.2254598563924215e-07,1.3490489754640966e-05,15756.1685577203,0.026465136527023092
HUN,Hungary,50781656621.884,41157163243.603,91938835439.698,HUN,100612.0855095349,0.34721564912350167,0.5801294152061787,0.42332283276233873,100612.0855095349,0.16899492852744782
IDN,Indonesia,131253605859.638,62551124822.333,193804898673.18298,IDN,674331.6851519806,0.8974363774244213,0.8816872836664439,0.8923545563437184,674331.6851519806,1.1326535411618386
IND,India,167585453478.522,78535498324.32199,246124178608.845,IND,1823707.896953406,1.1458525752018411,1.1069944846817448,1.1332532547504097,1823707.896953406,3.0632243049109196
IRL,Ireland,290405972232.599,313703802524.245,604109775478.844,IRL,147411.4861645103,1.9856283718524845,4.4218014353705755,2.781560808684142,147411.4861645103,0.24760239728989036
IRN,Iran,1833507974.49,123414547.501,1956930310.204,IRN,327302.9339233331,0.012536468951296757,0.0017395856183265604,0.009010482659173875,327302.9339233331,0.5497603557770975
IRQ,Iraq,4322519398.842,2268950543.388,6591469940.23,IRQ,135440.8279771259,0.0295548920369619,0.03198191634531591,0.03034973973534956,135440.8279771259,0.22749566245223696
ISL,Iceland,1215681407.175,160566319.645,1376247726.82,ISL,18242.8047609981,0.008312127586986537,0.0022632571775203746,0.0063367899268453615,18242.8047609981,0.030641860479404256
ISR,Israel,13988605579.564,16430873361.672,30419487858.236,ISR,273482.0098864331,0.09564600861303595,0.23160082482397787,0.14006337702389252,273482.0098864331,0.4593590569188688
ITA,Italy,342563508129.68,82454240361.538,422990160140.56,ITA,1551440.413746356,2.342251489094055,1.1622309817390908,1.947614323859281,1551440.413746356,2.605905249929567
JAM,Jamaica,1517060236.437,428014043.575,1945074278.011,JAM,13576.4667680613,0.010372782020012477,0.006033057607239005,0.008955892788535867,13576.4667680613,0.022803960572970697
JOR,Jordan,1502960043.426,731902381.985,2234862289.6219997,JOR,40219.7183098592,0.010276373040968434,0.010316505497131463,0.010290191633948096,40219.7183098592,0.06755578504060133
JPN,Japan,314762513803.68896,73524514298.992,388419547399.681,JPN,3650076.538704889,2.152164340833951,1.036362327285085,1.7884375228283682,3650076.538704889,6.130917778458028
KAZ,Kazakhstan,20140678829.325,10719311896.52,30859990742.845,KAZ,105294.3638422773,0.1377103335872346,0.15109370160265673,0.14209162687131385,105294.3638422773,0.1768596029170114
KEN,Kenya,4949178117.6380005,844743407.536,5793930439.174,KEN,74035.6915231931,0.03383962255384481,0.011907052391160702,0.02667755181593298,74035.6915231931,0.12435540257493696
KGZ,Kyrgyzstan,252534746.0,23413850.0,275948596.0,KGZ,7642.0598870421,0.00172668679187677,0.0003300291380100495,0.001270576691523665,7642.0598870421,0.012836125579473895
KHM,Cambodia,2252622535.453,519350430.85899997,2765545993.524,KHM,17412.4234869065,0.015402132342812961,0.0073204865932575604,0.012733669711108989,17412.4234869065,0.02924709539372931
KIR,Kiribati,0.0,0.0,0.0,KIR,293.5442100991,0.0,0.0,0.0,293.5442100991,0.0004930568982256339
KNA,Saint Kitts and Nevis,148752539.0,40071403.0,188823942.0,KNA,861.0125796296,0.0010170839792059115,0.0005648251180793978,0.0008694202579194003,861.0125796296,0.0014462155179354493
KOR,Korea,171386088892.751,43162934631.334,214547952285.874,KOR,1022480.560200378,1.1718391258624314,0.6084016985828162,0.9878637954315336,1022480.560200378,1.717428162995311
KWT,Kuwait,5245979244.992001,729629227.954,5975608468.946,KWT,81725.6494160716,0.035868977304166126,0.010284464330667382,0.027514069462104464,81725.6494160716,0.13727198091544782
LAO,Lao People's Democratic Republic,1992403940.169,613446207.856,2605850147.025,LAO,13333.2415528973,0.013622907825812795,0.00864681046450068,0.011998366748035495,13333.2415528973,0.022395422894375232
LBN,Lebanon,2203090323.146,219424322.24199998,2422514640.388,LBN,55011.5883420497,0.015063459672546301,0.003092888180626705,0.011154217421536822,55011.5883420497,0.09240121992268051
LBR,Liberia,2312216011.222,743320169.915,3055536173.137,LBR,2476.0,0.015809598123748946,0.01047744454425611,0.01406889941811949,2476.0,0.004158858659125066
LBY,Libya,1179063452.408,254881172.61,1433944628.0180001,LBY,53084.8224357782,0.008061755153714644,0.0035926690267285783,0.006602449324638866,53084.8224357782,0.08916489234860774
LCA,Saint Lucia,123520229.0,-1852729.0,121667500.0,LCA,1589.95493,0.0008445600113336245,-2.611507952926242e-05,0.0005602053855565023,1589.95493,0.0026705968611668374
LIE,Liechtenstein,981700300.029,1083008803.661,2064710231.478,LIE,4142.7569147703,0.00671229986562537,0.015265514297287062,0.009506744128773816,4142.7569147703,0.006958457377884776
LKA,Sri Lanka,3591031438.465,447068458.666,4038012973.131,LKA,66120.9846719489,0.024553399689450073,0.006301638476586354,0.01859261195056207,66120.9846719489,0.11106132053829178
LSO,Lesotho,369732626.737,16394218.788,386126846.525,LSO,2977.6916763794,0.0025280182360041723,0.00023108416150918355,0.001777881019427982,2977.6916763794,0.005001534253842933
LTU,Lithuania,2743653673.152,1377031347.58,4120684892.9440002,LTU,37491.519980353,0.018759519764918776,0.019409899211562564,0.018973266231397442,37491.519980353,0.06297331684735522
LUX,Luxembourg,81440023335.571,118444949636.05899,199884990795.63,LUX,32467.9068662706,0.5568398600629253,1.6695368181666947,0.9203497099523195,32467.9068662706,0.05453531325301118
LVA,Latvia,1844885450.416,552368078.071,2397243603.487,LVA,23966.1500090259,0.012614261562877899,0.007785885733018697,0.011037859552997258,23966.1500090259,0.04025518194302409
MAC,"Macau, China",31595271412.999,13712059534.044,45307339874.043,MAC,17306.8754912939,0.2160302243501457,0.19327787563185986,0.20861294760455956,17306.8754912939,0.02906980977357311
MAR,Morocco,15336919146.944,8856764264.144001,24193693443.876,MAR,84376.3081028501,0.10486499833615032,0.12484022386978881,0.11139735232303102,84376.3081028501,0.1417242082304292
MCO,Monaco,2274839238.5880003,445345771.146,2851167680.5220003,MCO,4992.4961262838,0.01555403733200701,0.006277356392380371,0.013127905889025957,4992.4961262838,0.00838573737699666
MDA,Moldova,242583180.053,121870414.60100001,364453595.654,MDA,9733.7668633786,0.0016586437294810095,0.0017178203447829118,0.0016780887835354773,9733.7668633786,0.01634949943686055
MDG,Madagascar,945432111.222,185641469.50599998,1131073580.728,MDG,11559.8118349221,0.006464318930050112,0.0026167031120462483,0.0052079109982904465,11559.8118349221,0.019416649251826415
MDV,Maldives,45793009.0,318512.0,46111522.0,MDV,2936.7436550401,0.00031310615688739344,4.489575221753657e-06,0.00021231572080142305,2936.7436550401,0.004932755161306186
MEX,Mexico,287378909469.749,177046546274.134,464425507847.095,MEX,890457.8950696142,1.9649310643588256,2.4955536596718937,2.1383990850946737,890457.8950696142,1.4956738802490084
MHL,Marshall Islands,344323559.105,1246178783.703,1590501214.02,MHL,277.062084,0.002354285701495524,0.01756547128267726,0.0073232978883281,277.062084,0.0004653723938443605
MKD,North Macedonia,662755407.833,519388366.306,1182143775.139,MKD,9223.4892565705,0.0045315388360465175,0.007321021311079424,0.005443058411942077,9223.4892565705,0.015492402327154783
MLI,Mali,262393901.0,37283885.0,299677785.0,MLI,14144.2995467278,0.0017940980015705276,0.0005255337515280833,0.0013798352813088428,14144.2995467278,0.023757731279146873
MLT,Malta,8494868296.61,3270538679.74,11765406974.35,MLT,8075.2999537647,0.05808300488871817,0.04609976835518795,0.05417259621751827,8075.2999537647,0.013563825176795868
MMR,Myanmar,2978954989.183,523934670.2,3502925319.383,MMR,50622.816867031,0.02036837431241122,0.0073851035852576805,0.016128856343070975,50622.816867031,0.08502953969174246
MNE,Montenegro,269468670.237,25612160.563,295080835.8,MNE,4527.4232509412,0.001842471188985712,0.0003610153508791537,0.0013586691054692007,4527.4232509412,0.007604569220800069
MNG,Mongolia,301304789.384,310316188.0,611620977.3840001,MNG,7571.334805945,0.0020601481910871976,0.0043740514283727135,0.0028161453588661602,7571.334805945,0.012717330904216223
MOZ,Mozambique,1707708957.821,1026770654.722,2734479615.543,MOZ,11814.4748019436,0.011676327905543599,0.014472811353618298,0.012590627795604109,11814.4748019436,0.019844398559401472
MRT,Mauritania,79825168.0,2128187.0,81953354.0,MRT,4889.6257097825,0.000545798411617165,2.9997788536878518e-05,0.0003773457190722134,4889.6257097825,0.00821294920153857
MUS,Mauritius,11480443025.028,6693799835.144,18174241733.172,MUS,11932.8942722516,0.07849664115610308,0.09435223124793168,0.08368141120125504,11932.8942722516,0.02004330398730916
MWI,Malawi,410529554.402,402316832.06700003,812846386.469,MWI,8543.8139251992,0.0028069640732170348,0.0056708434236149045,0.003742666885816474,8543.8139251992,0.014350773232943464
MYS,Malaysia,88004843839.838,70961296785.065,158936098682.114,MYS,215667.797185292,0.6017263124632599,1.0002325807182628,0.7318047830444447,215667.797185292,0.3622503577619064
NAM,Namibia,2746626750.084,105539549.43,2852166300.514,NAM,12399.2239786974,0.018779847948469874,0.001487629182058991,0.013132503931211773,12399.2239786974,0.02082658320284202
NCL,New Caledonia,1878181781.684,761783355.552,2639964008.448,NCL,8175.9900886748,0.012841922652407373,0.01073769175864839,0.012155440484993127,8175.9900886748,0.013732951202425651
NER,Niger,559874877.0,78723018.0,638597895.0,NER,9726.0336250298,0.003828101164421672,0.0011096376619859445,0.0029403577782402515,9726.0336250298,0.016336510161711126
NGA,Nigeria,13486862633.256,10745725363.985,24231365424.242,NGA,317618.2031408037,0.09221538002813874,0.15146601174811894,0.11157080904964753,317618.2031408037,0.5334932206897721
NIC,Nicaragua,2636334344.92,780281772.2509999,3416616117.171,NIC,11550.8160071325,0.018025732159425146,0.010998435571294393,0.015731454572653666,11550.8160071325,0.019401539245243706
NLD,Netherlands,363471881613.312,344839659407.745,708338119581.06,NLD,572468.1955388244,2.4852108754979123,4.860675862620505,3.2614694095323373,572468.1955388244,0.9615566688571654
NOR,Norway,60527599040.206,19797298066.027,80324914683.233,NOR,273553.9391497077,0.41385277654717967,0.2790521514257121,0.3698477391243652,273553.9391497077,0.45947987422073233
NPL,Nepal,516221588.0,70823903.0,587045491.0,NPL,25619.9145110517,0.003529625177524093,0.0009982959512253367,0.002702990080546253,25619.9145110517,0.0430329577182275
NZL,New Zealand,51491608570.416,9816812555.06,61308411914.476,NZL,155698.2396722111,0.35206989065586247,0.13837255238043647,0.2822882243360461,155698.2396722111,0.2615213942937419
OMN,Oman,4662869433.627,1723409248.1069999,6386287594.734,OMN,49177.3990143043,0.03188200907327681,0.024292257300328676,0.029404998905070534,49177.3990143043,0.0826017171744297
PAK,Pakistan,14095159025.827,911832590.214,15006990616.041,PAK,282088.1090667495,0.09637455955980855,0.012852705717248425,0.06909813190952442,282088.1090667495,0.4738144487190902
PAN,Panama,17118279220.699,11388050634.31,28506329825.010002,PAN,38621.340792,0.11704491004988093,0.16051988606983159,0.13125443927442046,38621.340792,0.06487104102577922
PER,Peru,52345064115.171,20713762229.799,72868503604.757,PER,163239.9566802851,0.3579053269272041,0.29197014133283006,0.3355154676214131,163239.9566802851,0.27418897712237655
PHL,Philippines,36427474196.627,36933275644.514,73358474328.929,PHL,274297.8869333612,0.24907003710589468,0.5205917491077506,0.3377714870057694,274297.8869333612,0.460729459714264
PLW,Palau,27794776.0,0.0,27794776.0,PLW,284.99772,0.00019004463093713622,0.0,0.00012797816348274286,284.99772,0.00047870162990827994
PNG,Papua New Guinea,6585066680.83,616529911.756,7201596592.587,PNG,16989.3561926477,0.0450248840665156,0.008690276709479413,0.033159004629606054,16989.3561926477,0.02853648267962559
POL,Poland,145725661339.213,61059128191.395004,206784822397.796,POL,401833.8331275361,0.9963879373332903,0.8606568951561234,0.9521192689797207,401833.8331275361,0.674947542985408
PRI,Puerto Rico,20884212458.897,84190420878.3,105074642251.197,PRI,71511.3,0.14279418726611873,1.1867032560287445,0.4838052929051996,71511.3,0.12011526220932567
PRK,Democratic People's Republic of Korea,353331407.0,57678712.0,411010119.0,PRK,18279.6790872673,0.0024158761647085796,0.0008130083520177115,0.0018924534668832592,18279.6790872673,0.030703797115552905
PRT,Portugal,50434153822.656,19483139186.02,69917291883.888,PRT,180990.7931020744,0.3448396256135836,0.27462393546093433,0.32192691932422374,180990.7931020744,0.3040044939880757
PRY,Paraguay,6136203456.76,1681972056.25,7818174387.222,PRY,28858.1107152324,0.041955816492103906,0.02370818075118692,0.035997973139430595,28858.1107152324,0.048472053163987935
PYF,French Polynesia,603897802.0,85163014.0,689060817.0,PYF,5587.7477995616,0.004129104508877416,0.001200412409781295,0.0031727090690559395,5587.7477995616,0.00938556273070024
QAT,Qatar,8553411898.558001,1620146472.19,10173558300.749,QAT,69440.7796038462,0.05848329223861221,0.022836720303021002,0.04684309409129512,69440.7796038462,0.11663747477861511
ROU,Romania,49410335420.042,28171786998.023,77582223424.065,ROU,167330.1158340855,0.3378393464794245,0.39709447951363186,0.3572193016673232,167330.1158340855,0.28105908770960697
RUS,Russia,169312695182.577,28182875893.848,197499470933.213,RUS,1119068.988999701,1.1576624567488758,0.39725078267311253,0.9093658311492043,1119068.988999701,1.879664682980509
RWA,Rwanda,201246800.449,11364345.446,212612272.683,RWA,8214.969436709,0.0013760094313625593,0.0001601857503824365,0.00097895115945034,8214.969436709,0.01379842357685985
SAU,Saudi Arabia,32521924852.081,3901220889.515,36422683276.466,SAU,451899.2605509334,0.22236614556199386,0.05498952830711027,0.1677044677329197,451899.2605509334,0.7590408533095574
SDN,Sudan,1288152612.0,116200676.0,1404353287.0,SDN,116284.1908860214,0.008807643844233465,0.0016379027343416414,0.006466199063853342,116284.1908860214,0.19531886679550978
