PARENT_COUNTRY_CODE,AFFILIATE_COUNTRY_CODE,OTHER_COUNTRY_CODE,UNRELATED_PARTY_REVENUES,RELATED_PARTY_REVENUES,TOTAL_REVENUES
AUS,ARG,CAN,1194611.6701001537,844324.6463933431,3990819.7431307565
AUS,ARG,CHE,1195549.7083941957,844987.630751142,3993953.4323767037
AUS,ARG,CHL,2482810.715485084,1754794.7436657785,8294285.306106017
AUS,ARG,CHN,5143541.577690125,3635339.4433427732,17182945.547601037
AUS,ARG,COL,531464.2554842795,375626.97637538164,1775453.9794317705
AUS,ARG,DEU,1874296.2592961795,1324710.4192728486,6261430.976518262
AUS,ARG,DNK,347934.18843914266,245912.05491689607,1162338.0746118906
AUS,ARG,DZA,1171862.9282394035,828246.3475551433,3914823.391829706
AUS,ARG,EGY,1831870.436015577,1294724.8020753053,6119699.719906136
AUS,ARG,ESP,1875757.7007080847,1325743.33317635,6266313.190032526
AUS,ARG,FRA,756759.0096335866,534860.2388592825,2528092.494010709
AUS,ARG,GBR,1031714.1565768165,729192.3494751189,3446630.6737059276
AUS,ARG,IDN,1307173.8454905723,923881.0590021474,4366854.368541848
AUS,ARG,IND,2528335.6676957146,1786970.7554521793,8446369.772242228
AUS,ARG,IRL,344079.1022641015,243187.36675837124,1149459.4510358002
AUS,ARG,ITA,1219247.6612909015,861736.810589708,4073120.797520581
AUS,ARG,JPN,968497.1917970442,684512.0213235726,3235442.7894265405
AUS,ARG,KOR,893268.5949339989,631342.1419101789,2984127.8415456987
AUS,ARG,MAR,414691.2979875985,293094.47772799764,1385352.4628423227
AUS,ARG,MEX,915884.5439935346,647326.5857846821,3059680.5740992553
AUS,ARG,MYS,980563.3442625431,693040.1063647195,3275751.9883806254
AUS,ARG,NLD,1206245.3032074755,852547.0364850002,4029684.031711788
AUS,ARG,PER,873988.7339367089,617715.5700069554,2919719.924028577
AUS,ARG,POL,651282.1558449164,460311.57211945805,2175727.6870372
AUS,ARG,PRY,969708.5283498514,685368.1667407077,3239489.481712841
AUS,ARG,RUS,646302.1555749251,456791.8199922697,2159091.081271738
AUS,ARG,SAU,819001.9789446436,578852.1689311058,2736026.56749655
AUS,ARG,THA,582082.8174280813,411403.03690102254,1944554.584616111
AUS,ARG,TUR,549896.5063764969,388654.476529888,1837030.2996805368
AUS,ARG,URY,1102766.5011688403,779410.5477604655,3683994.0836664266
AUS,ARG,USA,6457055.382587963,4563701.44298753,21570979.715241145
AUS,ARG,VEN,717189.2830293769,506893.2465226182,2395902.553032544
AUS,ARG,VNM,2404042.131484288,1699122.8810028255,8031144.380869219
AUS,ARG,ZAF,791096.5221454077,559129.2200145894,2642803.262616114
AUS,ARG,ARG,607408578.1809423,2637176.6623448655,515399970.21558684
AUS,AUS,ARE,904074136.0788356,139699259.23171416,1043773395.3011699
AUS,AUS,BRA,509020892.68418324,78654878.84640189,587675771.5253038
AUS,AUS,CAN,691646499.716211,106874535.84242028,798521035.5514551
AUS,AUS,CHE,438229359.74884754,67716036.20476091,505945395.9490617
AUS,AUS,CHN,24219970816.305546,3742516068.7890496,27962486884.843307
AUS,AUS,DEU,1093695740.4789653,168999951.07975233,1262695691.5473702
AUS,AUS,FRA,503658630.00677234,77826291.79369712,581484921.7952439
AUS,AUS,GBR,3210969007.287177,496165053.10013175,3707134060.353994
AUS,AUS,HKG,2559058925.573308,395430664.329638,2954489589.876395
AUS,AUS,IDN,1900797968.6629677,293714926.2150869,2194512894.858333
AUS,AUS,IND,3513885697.900772,542972317.6804245,4056858015.5447392
AUS,AUS,JPN,9581579426.154917,1480563921.3496463,11062143347.405151
AUS,AUS,KOR,5206615362.887787,804536132.904548,6011151495.738316
AUS,AUS,MYS,1547826075.8338587,239173036.35225967,1786999112.1700592
AUS,AUS,NLD,502735120.24597603,77683589.30467774,580418709.5454378
AUS,AUS,NZL,2365723498.4681897,365556105.5163805,2731279603.960025
AUS,AUS,PHL,455146536.4730986,70330110.60680065,525476647.07517695
AUS,AUS,PNG,474916132.5099492,73384946.27949977,548301078.7845216
AUS,AUS,SAU,577430653.7758415,89225685.56162667,666656339.3314772
AUS,AUS,SGP,2432591672.103802,375888703.19867736,2808480375.2772408
AUS,AUS,THA,1283054399.559347,198260012.11564648,1481314411.6616814
AUS,AUS,TWN,2117361885.7143059,327178795.5827116,2444540681.275049
AUS,AUS,USA,4759009630.637695,735371241.743726,5494380872.332046
AUS,AUS,VNM,972789449.293712,150317280.44359004,1123106729.727209
AUS,AUS,AUS,337801413460.4979,52197718466.46713,389999131923.46027
AUS,AUT,ARE,67178.72962960976,15026.85302199692,230741.30242889738
AUS,AUT,AUS,77519.46029373248,17339.916110366776,266258.99790574727
AUS,AUT,BEL,151766.65464075308,33947.87644096168,521278.62122669694
AUS,AUT,BGR,61797.7922193748,13823.219728691442,212259.19487533713
AUS,AUT,BRA,71626.20025177923,16021.684090215467,246017.19659259595
AUS,AUT,CAN,91810.4902860408,20536.6006623282,315344.9346547244
AUS,AUT,CHE,693870.2432134877,155208.14726021045,2383262.1503632623
AUS,AUT,CHN,377283.04721458413,84392.43983092291,1295868.2335705555
AUS,AUT,CZE,321546.1524216209,71924.95003803459,1104426.630420587
AUS,AUT,DEU,3738472.7230702345,836239.096006367,12840672.486249626
AUS,AUT,DNK,70166.43539490271,15695.157047029297,241003.28748516386
AUS,AUT,ESP,164883.70314443792,36881.95931263895,566332.239722472
AUS,AUT,FRA,386356.4084396076,86422.01178465957,1327032.8476978666
AUS,AUT,GBR,382227.361575951,85498.40723477898,1312850.655561114
AUS,AUT,HRV,126171.40531543344,28222.61114056784,433365.6583308709
AUS,AUT,HUN,434941.7304309461,97289.80426325455,1493910.675501678
AUS,AUT,IND,73235.63946811104,16381.69099545168,251545.1978365025
AUS,AUT,ITA,712710.1561693101,159422.3472680888,2447972.306048574
AUS,AUT,JPN,133430.58302075416,29846.378023922713,458299.0282758459
AUS,AUT,KOR,78751.46480451593,17615.49665212534,270490.6100095158
AUS,AUT,MEX,79194.59967059709,17714.6191353613,272012.6619553471
AUS,AUT,NLD,265401.7830980821,59366.31443284934,911585.4592167125
AUS,AUT,POL,236221.1431020479,52839.05214721452,811357.6205017336
AUS,AUT,ROU,208317.52605928856,46597.44033949703,715516.0204235204
AUS,AUT,RUS,189246.66213761328,42331.580137412966,650012.6087931808
AUS,AUT,SAU,60180.458956066854,13461.44704603858,206704.07965218814
AUS,AUT,SGP,75719.1058518817,16937.204392917643,260075.25297581637
AUS,AUT,SVK,187073.50504976546,41845.478177271005,642548.3846317941
AUS,AUT,SVN,164574.61007977827,36812.819927622775,565270.5861796835
AUS,AUT,SWE,145987.12572389745,32655.084331780567,501427.4564747967
AUS,AUT,TUR,123667.22623502805,27662.464630065424,424764.46051552467
AUS,AUT,USA,740288.4079690995,165591.17985369934,2542696.3619228117
AUS,AUT,AUT,86804124.00506167,383735.96853565593,63548127.38199926
AUS,BEL,ARE,4508162.075665762,1269867.6511966933,6584157.207084161
AUS,BEL,AUT,3277393.30899077,923182.3686643406,4786623.1101849275
AUS,BEL,CAN,2211708.468314611,622998.2397817281,3230193.5926898057
AUS,BEL,CHE,9393875.970029479,2646084.8153807186,13719727.714401271
AUS,BEL,CHN,8399258.589181125,2365919.1034878558,12267092.009098519
AUS,BEL,CZE,2902250.221604347,817511.3516852714,4238727.754816997
AUS,BEL,DEU,47706913.37841327,13438173.921185642,69675804.08071998
AUS,BEL,DNK,3755978.035213932,1057991.0228314314,5485594.669209297
AUS,BEL,ESP,9443125.260581058,2659957.449031895,13791656.15572313
AUS,BEL,FRA,53045664.04956187,14942003.344641997,77473033.44343701
AUS,BEL,GBR,38284875.6448773,10784156.446801694,55914946.19507745
AUS,BEL,HKG,3531643.8466675715,994800.1427541189,5157955.258841654
AUS,BEL,HUN,2542714.3322578273,716236.5998768074,3713626.6654342
AUS,BEL,IND,8241965.051331298,2321612.3611602117,12037365.268249528
AUS,BEL,IRL,5625183.041418017,1584512.23724073,8215562.981472984
AUS,BEL,ISR,4180958.226207571,1177700.2497590184,6106276.965106022
AUS,BEL,ITA,22510601.624763634,6340828.996934762,32876666.241330706
AUS,BEL,JPN,3525469.8233986585,993061.0321597486,5148938.116352003
AUS,BEL,LUX,8302784.888936708,2338744.20846957,12126192.458883354
AUS,BEL,NGA,4425227.477610875,1246506.4761840696,6463031.475059749
AUS,BEL,NLD,54568254.93502108,15370889.635551589,79696772.8706528
AUS,BEL,NOR,2020108.8101536196,569028.0843624476,2950362.8658920666
AUS,BEL,POL,5888881.804989492,1658791.4055358334,8600694.235746244
AUS,BEL,PRT,2487948.4863421908,700810.0524387545,3633641.3115282524
AUS,BEL,ROU,2131217.5376900393,600325.401649624,3112636.8296272396
AUS,BEL,RUS,3346754.205890563,942720.0777690046,4887924.492333028
AUS,BEL,SGP,2114512.8797456883,595620.001889855,3088239.726739156
AUS,BEL,SWE,8033305.594124831,2262836.7691616425,11732618.756049357
AUS,BEL,TUR,3756058.0884723724,1058013.5723852317,5485711.586753445
AUS,BEL,USA,26068781.42171598,7343103.836537578,38073377.1760735
AUS,BEL,BEL,559354570.2008284,75781931.72349015,571436914.6454321
AUS,BMU,CAN,735731.6268687956,37456967.67099417,29086184.263919674
AUS,BMU,DEU,414891.4424776673,21122614.252696116,16402188.65782278
AUS,BMU,GBR,1607952.3350214278,81862755.96949154,63568285.222532086
AUS,BMU,IRL,9648648.664549114,491224120.17941976,381446661.6710301
AUS,BMU,LUX,2000047.919151396,101824806.10073444,79069269.53879727
AUS,BMU,NLD,21649292.240839563,1102191084.290094,855876355.3232445
AUS,BMU,USA,30094608.157916844,1532152110.46426,1189750836.126187
AUS,BMU,BMU,116736676.1431752,285905264.68231016,1221427792.0864663
AUS,BRA,ARE,697293.7121563139,2655186.371699168,2157679.9651193763
AUS,BRA,ARG,5069782.459734288,19304945.76372766,15687748.003713662
AUS,BRA,BEL,692255.7082499443,2636002.43374081,2142090.55150004
AUS,BRA,BOL,544716.4913215769,2074195.96503204,1685550.635986825
AUS,BRA,CAN,1112733.9685389705,4237118.472580008,3443202.984004666
AUS,BRA,CHE,966478.607141632,3680200.726729038,2990635.7837319802
AUS,BRA,CHL,1801448.3752623205,6859636.179027906,5574335.46257049
AUS,BRA,CHN,16520013.707529452,62905651.50927765,51118921.594754264
AUS,BRA,COL,903379.6688087684,3439929.750224739,2795384.7543772194
AUS,BRA,DEU,3580261.9310097005,13633082.473858967,11078630.573808324
AUS,BRA,DZA,426448.0854686467,1623848.2077688987,1319585.2395309494
AUS,BRA,EGY,762348.1894064527,2902903.7372816363,2358982.1420311225
AUS,BRA,ESP,1283485.8584694476,4887315.201994434,3971571.339385258
AUS,BRA,FRA,1441994.1931099503,5490890.370680089,4462053.688495529
AUS,BRA,GBR,1558487.4398036385,5934478.597023842,4822526.097870036
AUS,BRA,HKG,909844.8711329472,3464548.238534854,2815390.438183237
AUS,BRA,IDN,871781.7421238486,3319609.743253357,2697609.294540463
AUS,BRA,IND,1377398.2577512527,5244919.061543825,4262170.406713744
AUS,BRA,IRN,427866.3698056925,1629248.814682839,1323973.9263146333
AUS,BRA,ITA,1429624.9868382115,5443790.350489323,4423778.872457927
AUS,BRA,JPN,2592349.5083173984,9871265.099867096,8021670.781149418
AUS,BRA,KOR,1339252.1544062041,5099664.612852488,4144132.5103437076
AUS,BRA,MEX,1762108.5137560803,6709836.084297544,5452603.644940738
AUS,BRA,MYS,743863.0916672422,2832515.350378075,2301782.5368291372
AUS,BRA,NLD,2279581.6556074414,8680293.597409429,7053853.464342181
AUS,BRA,NOR,495693.24237165344,1887523.0318921055,1533854.9011189374
AUS,BRA,PER,811523.5251761958,3090155.793457187,2511148.4887493146
AUS,BRA,PRT,514097.1986670634,1957602.444755024,1590803.4252275797
AUS,BRA,PRY,852976.2800824024,3248001.4587450335,2639418.3658482144
AUS,BRA,RUS,891178.3938449098,3393469.1864241445,2757629.5787898498
AUS,BRA,SAU,980871.8243397491,3735007.8667951166,3035173.624588097
AUS,BRA,SGP,634375.8417806117,2415604.873909253,1962989.2257782507
AUS,BRA,THA,794033.9309917409,3023558.1297818497,2457029.3330592844
AUS,BRA,TUR,634951.6092290179,2417797.3071058015,1964770.8593515009
AUS,BRA,TWN,728684.7105049866,2774718.427641101,2254815.1135385013
AUS,BRA,URY,638251.260179651,2430361.866462564,1974981.1776491543
AUS,BRA,USA,12567028.20288672,47853295.44113796,38886948.93089795
AUS,BRA,VEN,480279.17133703816,1828828.6386543552,1486158.16777329
AUS,BRA,VNM,613103.6212642435,2334603.555488962,1897165.250570111
AUS,BRA,ZAF,517993.9225352827,1972440.565232513,1602861.3039571308
AUS,BRA,BRA,691840084.8373914,191922513.93856132,1009274873.6704079
AUS,CAN,AUS,1442093.1723564586,2780060.583546754,5205734.913192318
AUS,CAN,BEL,1362050.5489223811,2625754.782313995,4916793.333451389
AUS,CAN,BRA,1211639.005035587,2335792.0999536007,4373830.7562975325
AUS,CAN,CHN,11327767.91021672,21837618.86570744,40891502.733069345
AUS,CAN,DEU,3654078.9499509716,7044316.589702014,13190663.911290588
AUS,CAN,FRA,2839691.310303026,5474343.844450502,10250849.584550489
AUS,CAN,GBR,8478551.192048484,16344911.983794518,30606267.88878886
AUS,CAN,HKG,1627939.7289433917,3138334.720377293,5876612.445009679
AUS,CAN,IND,2455478.511832757,4733660.179069855,8863900.379442116
AUS,CAN,JPN,5306777.462732433,10230381.17966346,19156651.76414816
AUS,CAN,KOR,2454653.8242300465,4732070.350103195,8860923.38383032
AUS,CAN,MEX,5163725.768182762,9954606.780997347,18640257.112967834
AUS,CAN,NLD,1271173.930388644,2450563.2551681967,4588742.695002766
AUS,CAN,USA,160572885.30097273,309551669.5930004,579643459.3455522
AUS,CAN,CAN,2505780246.0138836,88799186.55215147,2451915834.0134068
AUS,CHE,ARE,6301175.874798204,50622094.9887143,49695836.51396081
AUS,CHE,AUS,4472575.0317249745,35931566.202694565,35274107.87913384
AUS,CHE,AUT,12927787.06788354,103858657.16932257,101958301.97064798
AUS,CHE,BEL,7987223.381790405,64167385.38376735,62993281.77292829
AUS,CHE,BRA,4217695.261603098,33883924.90681906,33263933.327848475
AUS,CHE,CAN,6041160.766161293,48533197.64805086,47645160.80093074
AUS,CHE,CHN,58630616.610238284,471023933.0346296,462405366.18388367
AUS,CHE,DEU,83671091.30446719,672192939.2202166,659893479.7300279
AUS,CHE,ESP,7747900.392661493,62244723.43472997,61105799.75717457
AUS,CHE,FRA,32707910.40793348,262767296.20815274,257959308.01534638
AUS,CHE,GBR,45017517.76907654,361659649.8721452,355042177.48691225
AUS,CHE,HKG,24942110.375736836,200378771.4781064,196712338.1690214
AUS,CHE,IND,21339127.638134003,171433295.5844551,168296492.51604354
AUS,CHE,IRL,7528869.981561752,60485087.059485435,59378360.35254964
AUS,CHE,ISR,6636348.070440217,53314785.85506935,52339257.832395956
AUS,CHE,ITA,22785886.070397865,183056196.49041182,179706723.23385885
AUS,CHE,JPN,14437851.674340151,115990144.2863347,113867813.03637262
AUS,CHE,KOR,4640576.862007962,37281251.52807609,36599097.318832174
AUS,CHE,LUX,6008626.432850779,48271824.82749107,47388570.45312653
AUS,CHE,MEX,3278699.4238412906,26340263.622375406,25858302.288833097
AUS,CHE,NLD,17038622.569724888,136884097.08594066,134379458.449134
AUS,CHE,POL,3505086.574518766,28159002.231411062,27643762.50331878
AUS,CHE,RUS,6321946.020642268,50788957.22470629,49859645.58590975
AUS,CHE,SAU,4486168.20361649,36040770.397651635,35381313.90884152
AUS,CHE,SGP,14749551.370863128,118494262.87608042,116326112.48200634
AUS,CHE,SWE,2901283.3496402022,23308195.84040971,22881713.808537927
AUS,CHE,THA,6216687.48123076,49943336.04441614,49029497.17072047
AUS,CHE,TUR,4167705.6673066085,33482320.818755858,32869677.596074104
AUS,CHE,TWN,2991911.3582807523,24036278.94000846,23596474.79767328
AUS,CHE,USA,79393378.13221176,637826845.2017215,626156199.7864126
AUS,CHE,CHE,383184875.6843149,267343637.37785032,1250515094.9115427
AUS,CHL,ARG,22257248.394086406,1144213.2863250047,24096738.043902706
AUS,CHL,AUS,14595311.1218252,750324.0565925756,15801566.417586714
AUS,CHL,BEL,13365220.680645723,687086.8674639814,14469812.976793647
AUS,CHL,BOL,10220559.866037508,525424.3554880474,11065256.10862871
AUS,CHL,BRA,82510271.00567323,4241734.947256643,89329478.2513811
AUS,CHL,CAN,34337471.491071895,1765240.2670461927,37175352.539542876
AUS,CHL,CHE,16971987.753621243,872505.6008360108,18374667.692166124
AUS,CHL,CHN,488942364.01702076,25135827.18086909,529351870.26151186
AUS,CHL,COL,20152672.423525933,1036020.0476569469,21818225.670847543
AUS,CHL,DEU,47717607.56749594,2453093.9136608657,51661313.621373035
AUS,CHL,ECU,11483732.13581664,590362.234079662,12432825.484242857
AUS,CHL,ESP,46075221.37496663,2368661.1900152923,49883189.51781957
AUS,CHL,FRA,33877475.885059565,1741592.5512669918,36677339.78328634
AUS,CHL,GBR,23371052.63264972,1201472.3682009052,25302594.603241805
AUS,CHL,HKG,21805672.240333073,1120998.4025368816,23607840.58042477
AUS,CHL,IND,35252098.77988885,1812259.946989102,38165570.81793001
AUS,CHL,ITA,28092261.84578755,1444182.9770571021,30413996.50005799
AUS,CHL,JPN,150287291.50047386,7726054.571342695,162708050.45140952
AUS,CHL,KOR,99552379.88345432,5117845.3747313805,107780062.35200466
AUS,CHL,MEX,36718242.49754492,1887632.297232079,39752886.575634316
AUS,CHL,NLD,27269940.365357134,1401908.6066192486,29523712.806810863
AUS,CHL,PER,31470835.57484796,1617870.6171989383,34071798.429105565
AUS,CHL,RUS,15890365.763658598,816900.962302823,17203653.140269425
AUS,CHL,THA,9464186.728368392,486540.29496912536,10246371.175543271
AUS,CHL,TWN,33128540.812574074,1703090.8710341216,35866507.64743395
AUS,CHL,USA,290979391.2246211,14958834.065689512,315027897.5354799
AUS,CHL,CHL,5236425533.513594,133820995.21553877,5318835030.155571
AUS,CHN,ARE,1120200.4534242847,2877321.433758396,3915078.987244609
AUS,CHN,AUS,2114359.4847894046,5430895.734471434,7389645.634472014
AUS,CHN,BGD,672294.7742843275,1726841.0827177076,2349657.274275361
AUS,CHN,BRA,1113412.1288203471,2859885.097411172,3891353.9236327973
AUS,CHN,CAN,2265299.0543553517,5818595.683517848,7917176.5199889485
AUS,CHN,CHE,664743.432497718,1707444.8777707904,2323265.4803210874
AUS,CHN,CHL,672608.9602390662,1727648.0936227576,2350755.348129665
AUS,CHN,CZE,824494.7932765222,2117778.593523024,2881593.406235557
AUS,CHN,DEU,5054982.937377544,12984114.323948076,17667067.90602502
AUS,CHN,ESP,1249145.5501818964,3208526.879662819,4365739.614350016
AUS,CHN,FRA,2509337.858174247,6445428.210455697,8770087.434265994
AUS,CHN,GBR,2839444.671084847,7293333.070084948,9923804.380926674
AUS,CHN,HKG,12936073.551688174,33227304.617818836,45211327.65555366
AUS,CHN,IDN,1462895.513329239,3757560.178612904,5112791.614449062
AUS,CHN,IND,2840167.89172163,7295190.718181048,9926332.023108533
AUS,CHN,ITA,1456052.2171092923,3739982.6434217514,5088874.426099151
AUS,CHN,JPN,7425315.0120643675,19072495.437143534,25951332.80703503
AUS,CHN,KOR,4395137.870328933,11289251.276379205,15360922.118508037
AUS,CHN,MEX,3178141.624914987,8163302.37051249,11107543.704483168
AUS,CHN,MYS,1702960.2668068365,4374185.0501343515,5951813.299402991
AUS,CHN,NLD,1804293.698741494,4634467.801110398,6305971.6903052805
AUS,CHN,PAK,645138.8720356222,1657089.049182641,2254747.919482138
AUS,CHN,PHL,767342.3929589153,1970978.2365673522,2681846.869024234
AUS,CHN,POL,1072553.8145829716,2754937.3597602313,3748554.903121779
AUS,CHN,RUS,2144776.9186927998,5509025.264112875,7495953.979516023
AUS,CHN,SAU,992820.7114122534,2550136.7224886776,3469889.2447949555
AUS,CHN,SGP,2217926.160667281,5696914.745100825,7751609.169898894
AUS,CHN,THA,1997826.6018395058,5131572.018948527,6982365.455316988
AUS,CHN,TUR,1157216.4414506631,2972399.85960126,4044449.1517282715
AUS,CHN,TWN,2202201.178995549,5656523.9144497365,7696650.662133956
AUS,CHN,USA,22400672.95811061,57537859.617854774,78289920.10345149
AUS,CHN,VNM,2322895.00199673,5966535.326051983,8118473.246545257
AUS,CHN,ZAF,632396.986138492,1624360.530562384,2210215.2739353245
AUS,CHN,CHN,1518213725.515908,113503336.53105958,1638845266.6522381
AUS,COL,ARG,235155.2974470173,1544503.451921513,854941.2688109758
AUS,COL,BRA,1049751.9954506464,6894786.544199898,3816525.983768828
AUS,COL,CAN,582686.9547542566,3827096.4880574453,2118443.130244381
AUS,COL,CHE,561922.5830143858,3690715.7891006726,2042951.2382305607
AUS,COL,CHL,753012.8614151445,4945799.547888257,2737687.7244889503
AUS,COL,CHN,2509902.159921707,16485074.29800837,9125114.171320533
AUS,COL,CRI,271275.601382753,1781742.139371314,986261.8846419401
AUS,COL,DEU,1470130.3841793789,9655837.983625876,5344872.727143521
AUS,COL,DOM,334280.97417960863,2195562.3544837153,1215327.076647614
AUS,COL,ECU,1178168.141296908,7738225.678658247,4283401.55007562
AUS,COL,ESP,1183207.052280085,7771321.320100028,4301721.24347038
AUS,COL,FRA,478615.0899009323,3143550.949177613,1740074.7364586846
AUS,COL,GBR,702570.2900492832,4614491.997328296,2554296.423362365
AUS,COL,GTM,340231.4966833088,2234645.473798823,1236961.0662478178
AUS,COL,IND,490968.5465265897,3224688.633969892,1784987.5238651454
AUS,COL,ITA,594635.6493971974,3905575.6901946464,2161884.346621708
AUS,COL,JPN,739207.2436648193,4855124.047473087,2687495.394210524
AUS,COL,KOR,451096.6481498285,2962809.41905896,1640027.4410679
AUS,COL,MEX,1042899.0311795359,6849776.174084764,3791611.035933645
AUS,COL,NLD,924991.5430778472,6075358.058237368,3362941.222519449
AUS,COL,OAMR,277796.07222879026,1824568.687780785,1009968.0042951115
AUS,COL,PAN,191661.12380250674,1258833.0797813495,696811.8777012522
AUS,COL,PER,1082430.7482561218,7109421.073213298,3935334.3401613445
AUS,COL,PRT,298986.04675966816,1963744.7521279799,1087007.2371262696
AUS,COL,SGP,296620.7323199861,1948209.3321028713,1078407.7926308534
AUS,COL,TUR,866698.376108615,5692487.680300415,3151007.9398218123
AUS,COL,USA,14877785.650305415,97717514.94997643,54090352.54175251
AUS,COL,VEN,631808.1078180457,4149724.943776079,2297030.2230368615
AUS,COL,COL,187580805.38844958,151580494.16220197,474507540.3443435
AUS,CZE,AUT,803982.1508728313,665567.688480239,1584217.9544507905
AUS,CZE,BEL,503737.8516215506,417013.7821340615,992597.3456114152
AUS,CZE,CHE,346065.1020381931,286486.14870017214,681908.8551438099
AUS,CZE,CHN,390436.406444214,323218.43992866186,769340.9169453143
AUS,CZE,DEU,5541096.047958605,4587134.781889127,10918530.762134835
AUS,CZE,DNK,175952.31032966965,145660.16464636577,346707.70843450015
AUS,CZE,ESP,507844.2619334463,420413.2282738454,1000688.8796552798
AUS,CZE,FIN,110006.90213000072,91067.99135782984,216764.6499100248
AUS,CZE,FRA,881427.6628864403,729680.0949038231,1736821.5545312106
AUS,CZE,GBR,899617.6727014325,744738.4923730379,1772664.3156040306
AUS,CZE,HUN,526729.74179887,436047.36289514793,1037902.0394856845
AUS,CZE,IRL,103165.7808535806,85404.64513849304,203284.46612371298
AUS,CZE,ITA,819880.1669431245,678728.6844001601,1615544.424163287
AUS,CZE,JPN,109936.83707285117,91009.9887789422,216626.58923119577
AUS,CZE,MEX,126314.60681407953,104568.14344356625,248898.39632261812
AUS,CZE,NLD,687475.7391416089,569119.1503318568,1354646.2542919482
AUS,CZE,NOR,108153.71926610993,89533.8545194536,213113.0196310826
AUS,CZE,POL,838812.5939415953,694401.6836838048,1652850.091633323
AUS,CZE,ROU,241273.44070933675,199735.53647957457,475420.64993468754
AUS,CZE,RUS,474486.3565740801,392798.2570478391,934958.3251450752
AUS,CZE,SVK,1018202.1368279549,842907.3231022679,2006330.7433775964
AUS,CZE,SWE,253019.18980880902,209459.12433425215,498565.22670378233
AUS,CZE,TUR,303197.5752348783,250998.74304773027,597439.9331024628
AUS,CZE,UKR,104654.50681625107,86637.07038161492,206217.94716773758
AUS,CZE,USA,633418.8725417567,524368.7740824727,1248129.1400303124
AUS,CZE,CZE,40563038.18673873,2581101.22564566,40789555.03123428
AUS,DEU,ARE,7416516.994834771,28555722.120282073,26592887.551253702
AUS,DEU,AUS,5840579.328013537,22487909.139610086,20942157.80968505
AUS,DEU,AUT,32405863.097504683,124771887.17085424,116195442.40961628
AUS,DEU,BEL,24092609.54658378,92763471.56540543,86387189.15291011
AUS,DEU,BRA,5867945.328683004,22593276.10785205,21040282.16900864
