UNRELATED_PARTY_REVENUES,RELATED_PARTY_REVENUES,TOTAL_REVENUES,COUNTRY_CODE,COUNTRY_NAME,CONS_2017_x,SHARE_OF_UNRELATED_PARTY_REVENUES,SHARE_OF_RELATED_PARTY_REVENUES,SHARE_OF_TOTAL_REVENUES,CONS_2017_y,SHARE_OF_CONS_2017
338011625.32604855,32161303.650770932,387320078.66762567,ABW,Aruba,2416.9106145251,0.0017056069596439976,0.00036640812636017057,0.001344472061559691,2416.9106145251,0.004059608092709611
345112321.7713193,207109049.78593132,613865421.6062152,AFG,Afghanistan,17932.9562962523,0.0017414370801722215,0.0023595573024129983,0.0021308601189647084,17932.9562962523,0.030121417841833708
4316804810.722288,2322928405.5803256,10392673209.01501,AGO,Angola,85631.1940353788,0.021782600883891015,0.026464718408176314,0.0360752244564916,85631.1940353788,0.14383200032522367
460729771.3349646,122958560.88133153,478333718.0095756,ALB,Albania,11861.8108936773,0.0023248428326868684,0.0014008454508463836,0.0016604001583861094,11861.8108936773,0.01992390749114454
77917282.38912404,828654.6334705342,60179472.39133119,AND,Andorra,2309.5976650632,0.00039317067568680195,9.440717793861386e-06,0.00020889601073064744,2309.5976650632,0.0038793579355586123
188643303402.0882,104745180015.17537,304745668376.54956,ARE,United Arab Emirates,194803.4791281144,0.9518942754186991,1.1933435774671777,1.0578383605183654,194803.4791281144,0.32720522455559276
136798087013.4016,17710630369.97142,150431302945.92743,ARG,Argentina,543457.079921875,0.690283267775116,0.20177412461211625,0.5221797039042239,543457.079921875,0.9128276182132121
139599882.63360184,14512461.02544705,152706510.7357217,ARM,Armenia,10645.4403982933,0.0007044211309468456,0.0001653379387524171,0.0005300774439804526,10645.4403982933,0.01788080855437879
86693.93305450057,15902.996544512684,233392.753114791,ATG,Antigua and Barbuda,1105.4584922222,4.3745766268847864e-07,1.8118006753272522e-07,8.101569043690357e-07,1105.4584922222,0.0018568035632801436
447506248168.2411,129644191195.65213,579422848132.1249,AUS,Australia,1063863.887697721,2.258116923119642,1.4770136716252154,2.0113024706149845,1063863.887697721,1.786938425477433
175335597251.51376,81386554331.92114,250656191531.7203,AUT,Austria,300421.3343858593,0.8847435784406807,0.9272228267697918,0.8700820461738719,300421.3343858593,0.5046081857417358
2546331699.340864,255138602.74877742,2049472122.8388057,AZE,Azerbaijan,28168.4715037016,0.012848792001661407,0.0029067496271436275,0.007114162579902732,28168.4715037016,0.04731368805633565
5320302.652477637,2957017.9393829424,8921513.597260688,BDI,Burundi,3425.022338792,2.6846251878837293e-05,3.3688789936745756e-05,3.0968510126310875e-05,3425.022338792,0.005752901377779441
318208208100.24133,217002859422.10352,520722196867.22327,BEL,Belgium,374582.8476014124,1.6056788988487831,2.4722757509783495,1.8075397689949009,374582.8476014124,0.6291749270221563
402974953.764188,11067988.405092642,402791915.52563137,BEN,Benin,10555.709206588,0.0020334119722640494,0.0001260956626050473,0.0013981781654832332,10555.709206588,0.017730089918022895
1577188544.6483405,121001398.36679977,1680144960.71068,BFA,Burkina Faso,11892.4700434489,0.007958494787947431,0.001378547839477177,0.0058321478370458295,11892.4700434489,0.019975404692480984
16282743907.309713,13549719703.779,29201914296.166977,BGD,Bangladesh,183416.3463266789,0.08216274012356617,0.15436959469297323,0.10136618284885908,183416.3463266789,0.30807861879878456
9249192034.384153,3421626248.9163632,12013790616.699842,BGR,Bulgaria,44922.4844541548,0.04667143116664192,0.038981991419995525,0.041702474844950495,44922.4844541548,0.0754548721573396
3042764409.3051267,785668010.6694177,4079634035.2396197,BHR,Bahrain,20832.0725292553,0.015353791894174643,0.0089509786934151,0.014161295228060054,20832.0725292553,0.03499097141591875
13987511112.185383,618141954.9534683,13390044376.64729,BHS,Bahamas,9844.6347,0.07058099341414163,0.00704238354261128,0.04647975036402748,9844.6347,0.01653572062520925
1682753668.321349,451992251.9943722,2014961162.594423,BIH,Bosnia and Herzegovina,17488.4189956358,0.00849117649514813,0.0051494689388501234,0.006994367546229855,17488.4189956358,0.02937474263909824
1463841863.313651,1816256911.8578498,3350874992.1504183,BLR,Belarus,38367.3499769278,0.007386547333919736,0.020692298399620123,0.011631614411065262,38367.3499769278,0.06444442071051215
10543130.848539084,29433097.57987039,35665592.270068884,BLZ,Belize,1641.102719,5.3200647564590694e-05,0.00033532615015616343,0.00012380301204894628,1641.102719,0.0027565081798977546
19291424858.503883,6906103445.6406145,44255784987.668434,BMU,Bermuda,4343.386,0.09734454685803896,0.07868003273262957,0.15362143548817364,4343.386,0.007295447688215908
4200231148.3662176,1605212081.7886086,6478519056.952018,BOL,Bolivia (Plurinational State of),31760.8538350217,0.021194370080782066,0.018287901438497012,0.022488345820637332,31760.8538350217,0.05334769870475992
524131275706.6185,113377865257.69148,616163244820.2297,BRA,Brazil,1746894.289715306,2.6447668796893393,1.2916942556459712,2.138836362087123,1746894.289715306,2.9342029254275577
836201610.4489244,4590907461.045242,1511913246.9887376,BRB,Barbados,4411.22,0.004219474064158152,0.05230340844887339,0.005248179043727588,4411.22,0.007409386306262389
391409251.6485053,5401047.843487376,321302428.14207155,BRN,Brunei Darussalam,5694.51850059,0.0019750514291831727,6.153319660804271e-05,0.0011153104673383223,5694.51850059,0.009564902090358082
52844806.66741124,0.0,40795971.42168718,BTN,Bhutan,1597.8443970275,0.00026665494107202875,0.0,0.00014161167164203247,1597.8443970275,0.0026838485486721684
3219423489.055093,1119444979.4408298,3718870593.100419,BWA,Botswana,11785.8023216386,0.016245213766470305,0.012753641516965742,0.012909007016055195,11785.8023216386,0.01979623830374919
24501714.15181253,3916543.32610203,31242229.460970443,CAF,Central African Republic,2010.6508721868,0.0001236356712294379,4.462049540989536e-05,0.00010844855963988729,2010.6508721868,0.003377226490416575
820766788152.6088,233020122116.56555,1087160164606.2035,CAN,Canada,1297834.327381754,4.141589937231836,2.6547576328393734,3.7737689013741504,1297834.327381754,2.1799311512687254
478137179419.9853,218726919606.56033,668187040007.614,CHE,Switzerland,450778.9768370809,2.4126806292435257,2.4919176681337767,2.319422247038788,450778.9768370809,0.7571591482917737
112047885413.37904,27237688214.13104,142432670209.0327,CHL,Chile,214765.4703491433,0.5653937286627543,0.31031423394067,0.49441471355715727,214765.4703491433,0.36073474799781996
1607738459759.1665,772606325977.2373,2484924826511.622,CHN,China,6754483.54273015,8.112649686552755,8.802169196538426,8.62571343012636,6754483.54273015,11.345291748627236
5350025506.022756,688788560.458155,7397205426.29738,CIV,Côte d'Ivoire,40536.8576473225,0.02699623342405229,0.007847248004505003,0.025677305611127504,40536.8576473225,0.06808847392580263
9970906992.56875,135276914.86705068,9730043821.662354,CMR,Cameroon,28389.8051847337,0.05031320548245556,0.0015411863105565435,0.03377509402811645,28389.8051847337,0.04768545521946827
